max_value,0.7909667194928685,0.8949834831374357,0.9403750601057862,0.9463688972206373,0.9750339842843407,0.9792982927812878,0.8843570972117897,0.8924803780909781,0.923366243535496,0.8919307207279112,0.9106744082179544,0.8601890620278845,0.9746678384945459,0.8868158071973351,0.8884491855930259,0.8824569367130946,0.7869757174392936,0.7834415070444831,0.7522974692492578,0.8129032258064516,0.6791479227308812,0.5981093855503039
index_set,178,403,403,403,403,403,403,266,403,149,149,178,403,149,355,448,178,234,149,149,149,355
mean_value,0.3192174616836687,0.3326584889481335,0.35453788167025674,0.3602657634576406,0.40185325696571966,0.3698051364080345,0.35714410561475346,0.3714867790006898,0.3451531674571573,0.31669232971142486,0.25824394195387584,0.3878124457660796,0.39007613050847406,0.388018632895474,0.39059194833455235,0.36726497735266156,0.3151314210350427,0.3077579484195394,0.283057589718687,0.25075918757915244,0.22434053065518134,0.20023527509901565

experiment,D05_CE,D10_CE,D15_CE,D20_CE,D25_CE,D50_CE,D75_CE,N10_CE,N30_CE,N50_CE,N70_CE,S1500_CE,S2500_CE,S3500_CE,S4500_CE,S5500_CE,i05_CE,i06_CE,i07_CE,i08_CE,i09_CE,i10_CE,a_t,lp,dsbeta,age_wins,e_b,epsilon_ds,minwd,epochs,gamma,h_threshold,tau
0,0.3355650776647028,0.38774319066147855,0.3758649054047515,0.5220065500439333,0.5888918028965235,0.5162241425277982,0.5527796487228641,0.4941086901352282,0.38558520697625553,0.19871536289446734,0.06645385372121504,0.37266754270696456,0.5396867104598282,0.6456604582872791,0.6372343791836039,0.2921428041896572,0.38276962348436505,0.24047447879223582,0.23968992248062015,0.2293588833688195,0.27491574386133844,0.2167310393258427,0.931383,0.064248,0.396194,68,0.00902677,0.0369232,0.0120467,15,1.1955,0.667727,0.00541047
1,0.5677038317487756,0.3505162582832486,0.5107640825432236,0.5200927037205645,0.35600281836840975,0.37722798616653364,0.45553386946791874,0.5294117647058824,0.35527033262027596,0.2809357685204187,0.30317966950830266,0.4762130177514793,0.4559622497130468,0.46334053973460565,0.3934870703478033,0.3777634992027795,0.6279217681666402,0.3833309133149412,0.44514200298953666,0.24226884226884227,0.2172318973418882,0.29521317531168234,0.998534,0.0712789,0.227257,17,0.00506056,0.0174182,0.0588831,85,2.93498,0.582436,0.00959861
2,0.240444266559936,0.2554252470218856,0.20199227078891258,0.2713607594936709,0.36712559117183396,0.2570569032836203,0.12409110061907802,0.16089518638681055,0.16028900676788005,0.13703005487446118,0.06270758064254811,0.3065934065934066,0.3221413624012244,0.20131703742024487,0.2023969794036179,0.22614063081112856,0.2573470299240732,0.2093552908199019,0.2280768644197041,0.18464384828862168,0.2239973483592973,0.168657319254515,0.924607,0.0247842,0.2013,33,0.00633537,0.0135774,0.454593,7,3.28913,0.538421,0.000668001
3,0.23514994232987307,0.2111196911196911,0.27251172879987895,0.35242753769656787,0.22018650937489703,0.2809079653322327,0.18641761232687282,0.4355593668488942,0.30854179162403417,0.4632275222476048,0.333445118883933,0.4717402636086082,0.5634265700714869,0.5558146355770641,0.498518434098809,0.4428643833213123,0.26926382125465487,0.25849157528751,0.3437293511299062,0.17456327761719237,0.06717297368076469,0.1629185407296352,0.961691,0.155872,0.352738,4,0.00614501,0.0382122,0.0927379,31,2.3436,0.358477,0.00183222
4,0.3798084471659601,0.32306411323896755,0.24131154904272645,0.3606215019630774,0.4275410052038733,0.2444564187975572,0.3398615963450685,0.51280163599182,0.4043517679057117,0.1439056765831186,0.4856692913385827,0.39769810029094643,0.4141263558320053,0.2806068380835518,0.4066402797525266,0.44195939922589966,0.45439260193358555,0.3355271994627267,0.3523703909065705,0.2429972984501635,0.22993781462836838,0.24118316268486917,0.977731,0.147275,0.399726,9,0.00326038,0.0291623,0.356373,72,1.40466,0.537373,0.00419586
5,0.4778659160696008,0.3648208469055375,0.45230520628187654,0.32423148375337374,0.2388754534461911,0.2626300882624161,0.1383965868710385,0.42936936256934743,0.3884662485619921,0.18510926588611332,0.43460495523940423,0.4071590111518365,0.43112521086688316,0.3480014427648621,0.32813404329204765,0.4228139461103393,0.4215589192247843,0.263745236799129,0.33667604255839545,0.2586989409984871,0.14323713259741988,0.20033812341504653,0.98199,0.133909,0.1164,74,0.00518251,0.0265555,0.372844,27,3.03184,0.169665,0.0001233
6,0.25190896840844434,0.3721826079829522,0.31534693663724234,0.4169614147909968,0.4422207076027015,0.5416468211012484,0.5169582825462982,0.3799716055225201,0.31128128889503526,0.30107545179185247,0.21478271194490617,0.4045584045584045,0.44794689616064576,0.38927049821754633,0.37830608000652444,0.3531070275409879,0.29774631609361457,0.317099489245378,0.3423089591567853,0.2799078282020099,0.28128109452736316,0.26883160361566794,0.948858,0.00945599,0.255544,46,0.000650353,0.0134683,0.18921,77,2.81617,0.0343752,0.00314687
7,0.17641439337649933,0.08666808194459186,0.05361733382298939,0.053460789520269114,0.10258296550596702,0.062275232924644874,0.05251395628853939,0.07496149851366352,0.05583501006036218,0.07762251355262306,0.04854270336142985,0.09710560447812133,0.09996511890350246,0.07196896505596095,0.0777643519431841,0.11108980329844942,0.12044305839337566,0.08901137563035066,0.0774520856820744,0.12522428229665072,0.07391525546914746,0.07862619308402441,0.908045,0.185747,0.49615,13,0.00896422,0.0438703,0.0896772,43,2.28008,0.124001,0.00155204
8,0.2911039342337052,0.2339651379251988,0.32616649125444797,0.298000250490544,0.3104578223012826,0.2855467355645833,0.3561490196908297,0.18366757448213256,0.2068979298217568,0.27954837787623266,0.24031443009545195,0.13114682313789028,0.3513322788660421,0.18768150800862327,0.08177651935314378,0.23874696217397873,0.2793788263401523,0.31316725978647686,0.10275456515010828,0.10396778042959431,0.062160176340925744,0.05964753727971084,0.99381,0.181118,0.472915,40,0.00188757,0.0324778,0.191368,47,2.75601,0.00257184,0.00231114
9,0.28949143396735466,0.23398100987235115,0.32439653583932193,0.22196090527046308,0.415225744476465,0.2253146830890661,0.5117533945530178,0.42360817477096546,0.14147933822983905,0.24606938669438672,0.24106415708985607,0.2693918646798228,0.27180477839950257,0.46614546977523386,0.47850821015220224,0.20261654306039045,0.2401032702237521,0.3144965851509143,0.14458408138839018,0.1915161319313382,0.20005428881650378,0.14918557895454232,0.949252,0.145233,0.206258,8,0.00191638,0.0253215,0.317654,43,2.52563,0.0514129,0.00198577
