max_value,0.7768862829810215,0.9750585872112487,0.9809943150150485,0.9792940581115843,0.98509362543128,0.9893896952720482,0.988426628876067,0.9804572424380731,0.9602346805736637,0.865323870861878,0.8955314498502388,0.8503903954327932,0.9898146689767418,0.9719460358528923,0.9316464061015736,0.9348721990766805,0.8499470579337468,0.9230200945626478,0.7553434601424922,0.6529619805481874,0.5821423888816049,0.5454300350498786
index_set,14,14,14,14,14,14,230,14,14,447,0,447,14,364,364,364,14,14,129,147,21,395
mean_value,0.3167017633838435,0.3362447760957142,0.35119357725508626,0.3552077522645792,0.3947048675103334,0.368808400069132,0.3574688028185596,0.3734827873557316,0.34308647196090797,0.3151844880337317,0.2532019994697391,0.3848591625650893,0.3841777104035906,0.3853949442881566,0.38654284893367874,0.38029550982566784,0.32223834998542583,0.30643209297369606,0.27983981610851527,0.2526445075137102,0.22279365988244917,0.20303957641713516

experiment,D05_CE,D10_CE,D15_CE,D20_CE,D25_CE,D50_CE,D75_CE,N10_CE,N30_CE,N50_CE,N70_CE,S1500_CE,S2500_CE,S3500_CE,S4500_CE,S5500_CE,i05_CE,i06_CE,i07_CE,i08_CE,i09_CE,i10_CE,a_t,lp,dsbeta,age_wins,e_b,epsilon_ds,minwd,epochs,gamma,h_threshold,tau
0,0.6824086603518268,0.710384809275752,0.6054707089126966,0.7216381787929209,0.6669006221087892,0.7115221052982672,0.7174675835366715,0.7529037451604248,0.8345216320131397,0.8488105255105943,0.8955314498502388,0.7421036491873658,0.8412447257383966,0.8368798361401912,0.8605217105982719,0.7717125664879962,0.6998742489870058,0.6021464646464647,0.6145746744250484,0.5466193799336461,0.5446671615936649,0.4997581035316885,0.994037,0.00892948,0.349246,25,0.00953326,0.0341729,0.235864,19,3.61478,0.569158,0.00685937
1,0.2918571845510264,0.11233130457793072,0.3532807162209919,0.16857593979910634,0.23003021837048865,0.12253664899197547,0.12120211360634081,0.16059487322373922,0.07817725752508364,0.08205767176931289,0.07737902292197263,0.19886039886039886,0.28099075375690497,0.12488680465717983,0.2475253256150507,0.21697561159770462,0.1149483879189499,0.11751874573960464,0.23328690807799446,0.15459940652818993,0.1395372132625463,0.07985007740568728,0.926192,0.165054,0.197383,29,0.00823996,0.0339017,0.139506,92,2.68381,0.476741,0.00491546
2,0.346271315856452,0.23358116480793056,0.48192466929213373,0.250129160823677,0.5228432563791008,0.44809532664826124,0.27855460700618195,0.28890154751732655,0.18265380414998178,0.11066995144586089,0.11763735084910798,0.4138753463575462,0.3983917671812178,0.4654214794789875,0.5198664712587526,0.32480182986946404,0.3209216210656244,0.28936216451157226,0.30960156760287394,0.21011333914559716,0.18858858858858862,0.2521466905187836,0.928228,0.0560133,0.303743,90,0.00741315,0.0307581,7.256e-05,55,0.679491,0.132623,0.00339567
3,0.15608558400561212,0.09938132733408322,0.1554455003792442,0.05347782972092363,0.2836909338955723,0.09031599392415146,0.05561316728917931,0.05373059229442212,0.07563621904112705,0.08342184377756579,0.05088234522904267,0.12443445193882363,0.13973343058917143,0.06324569577903727,0.11603725011752586,0.040207665967082695,0.14312767866042064,0.14990859232175502,0.1338700873362445,0.1023715081441472,0.06616304689959085,0.10603375202280962,0.908602,0.109268,0.188015,27,0.00100806,0.0145734,0.443094,81,3.81803,0.233586,0.0048638
4,0.07936098943571246,0.2309646041610376,0.08421385887846766,0.10041710763867273,0.14560808144582116,0.06390618543480431,0.05370937045191626,0.054451103639818754,0.07936507936507942,0.11286621006203612,0.06474876661534112,0.0927706330378324,0.10306120432402521,0.0636837600186756,0.15194296133730767,0.04634646212536275,0.18990246701090074,0.21605368659578172,0.11280176810608633,0.0734173708269843,0.1055398301657905,0.08582667010575185,0.914737,0.134689,0.137293,83,0.00788871,0.0394949,0.251203,86,3.2805,0.144067,0.00810052
5,0.3869413209864878,0.39466918066506684,0.45285057150822416,0.4603218038528897,0.582483274401567,0.5592195033202947,0.48527340912796646,0.49249517015901323,0.32749261320689893,0.20330389819695804,0.11022024459183388,0.5517299435979459,0.5046807582672628,0.5445180198543427,0.5310923263068654,0.46940831594615495,0.3786057692307693,0.3881884538818845,0.353494939985879,0.3866996767760127,0.33288801571709237,0.3050032772558444,0.922062,0.00799468,0.468412,93,0.00190448,0.0118508,0.455977,31,0.488464,0.0600526,0.00854652
6,0.07689150362566699,0.0610850358917725,0.11858314148390481,0.052727145750401605,0.1343268050034342,0.061499774500826776,0.05242453216773668,0.053170679659992226,0.060774476522366117,0.052684572205301206,0.04878219976135323,0.052705799400669884,0.054393121902004626,0.06442409461138465,0.10873311276537079,0.03971394848295495,0.12192702017418144,0.0802284471036171,0.08377589946892061,0.07097208207198114,0.1012996941896025,0.056321501906717475,0.900438,0.155991,0.425446,32,0.00424234,0.0171451,0.421559,23,2.3472,0.02806,0.00546125
7,0.37024178549287046,0.30160100455187566,0.3817076938922649,0.37631864722308406,0.2916260275881287,0.3237227121107038,0.5558820122368602,0.45308386992265015,0.3919646662275774,0.47251566696508507,0.2741181889971045,0.5164329165258533,0.47858754680487015,0.47338818145295114,0.4517706367680886,0.5055289010737949,0.3202362961945322,0.3290094339622641,0.19039492930277913,0.32678805188623106,0.2921135646687697,0.23007958094086833,0.957525,0.116708,0.0724624,12,0.00231552,0.0176794,0.41232,51,1.11093,0.245057,0.00751115
8,0.24212493326214624,0.14748794334900184,0.35131063573365473,0.2847317273473857,0.4244309900213028,0.23686836081929685,0.05271784916303435,0.280093164414017,0.05719769673704411,0.11914992451515505,0.09239534307654196,0.19491035280508962,0.3142857142857143,0.29286932563631596,0.24698945063694266,0.29155507779559076,0.3170005951200159,0.32822352685366385,0.29450948728300363,0.14420314833965298,0.11718020541549956,0.10789408562237068,0.908057,0.0656741,0.180879,61,0.00573981,0.0361079,0.318043,73,1.40428,0.548528,0.00444879
9,0.5320868325146569,0.39895675584721524,0.5632893628964356,0.5416264731787107,0.3952803347280335,0.39112445100133963,0.33519301718707817,0.6924882629107981,0.2935630553585583,0.5020192862441275,0.43826003747856945,0.5130017452006981,0.45409352182693796,0.3603919738684088,0.42458214728851906,0.47142571861527804,0.49802791262135926,0.34148252624980413,0.413020755562192,0.2899638989169675,0.2075417797457506,0.06645199063231855,0.993391,0.0644105,0.396588,26,0.000890838,0.0444584,0.396229,96,1.00751,0.563899,0.00238295
