max_value,0.48530762167125807,0.5168571841991029,0.3480209111277073,0.5113871635610766,0.3180938854470211,0.3536085723290262,0.16278392545136866
index_set,380,303,371,92,202,83,22
mean_value,0.30737425621577374,0.30270550792817663,0.2579153819630741,0.37037181846329564,0.12398138542766135,0.1310391963952581,0.07659418591381266

experiment,breast_CE,diabetes_CE,glass_CE,liver_CE,pendigits_CE,shape_CE,vowel_CE,a_t,lp,dsbeta,age_wins,e_b,e_n,epsilon_ds,minwd,epochs
0,0.14764786091699333,0.11337893001000243,0.26561305123629875,0.14246546451544873,0.14619241655580117,0.2578824445309459,0.12142422398052344,0.947712,0.0126966,0.00987357,16,0.00542345,0.250274,0.0619413,0.449195,55
1,0.2811497040154055,0.2738757349435881,0.2714180206794683,0.25399183067211284,0.2042540740073827,0.15131943162945194,0.09726488225830043,0.902488,0.0729455,0.0746625,98,0.0092817,0.0332649,0.0509128,0.352583,82
2,0.2511786892975012,0.21672439386442355,0.22736801982084998,0.3310569105691057,0.05863023752335206,0.21945627251883393,0.07302405498281783,0.970523,0.0749318,0.0545741,42,0.0450125,0.36956,0.0513308,0.0223325,95
3,0.36975818794000614,0.5167824074074074,0.28037383177570097,0.5,0.08374016815839436,0.06617647058823528,0.045454545454545414,0.758493,0.0477611,0.00133218,98,0.0692029,0.439876,0.0458698,0.412714,80
4,0.3928680746862565,0.3638088461994545,0.2777777777777778,0.5,0.13437062329404303,0.06617647058823528,0.07712082262210795,0.819499,0.0224364,0.0643297,89,0.0145255,0.0963701,0.0861453,0.1874,90
5,0.2724316845382221,0.33340873105632207,0.2963240810202551,0.37087307410124726,0.14881333255773366,0.1801523947750363,0.0962291995318304,0.911983,0.0963085,0.0109258,76,0.0246147,0.49141,0.0686114,0.0967634,88
6,0.11138180695192668,0.0867775898199813,0.1857661822985469,0.19801324503311257,0.3022027214944726,0.309433962264151,0.11757109091352125,0.960262,0.0281081,0.0446396,93,0.0970087,0.452105,0.0845578,0.120133,59
7,0.3520170674941815,0.3114495798319328,0.2729744426318651,0.2901597981497056,0.149898720049915,0.06617647058823528,0.09202976765324089,0.865512,0.0285133,0.0495082,75,0.0497566,0.247646,0.0178321,0.313909,15
8,0.25745053844227395,0.2659628809807594,0.3373058866016613,0.3315959295110449,0.18873185833583395,0.18951204697307145,0.10425096396439282,0.921939,0.0733765,0.0565014,19,0.0134327,0.0945297,0.0363639,0.169115,52
9,0.2432432432432432,0.271484375,0.2536764705882353,0.18020432088427396,0.15054890370057605,0.25428571428571434,0.046666666666666634,0.978987,0.0603543,0.0347704,96,0.0432007,0.40753,0.0984869,0.217132,82
10,0.3466483011937558,0.3647733194372069,0.23676012461059193,0.5,0.09970268677983751,0.06617647058823528,0.045454545454545414,0.774741,0.0333384,0.0248757,56,0.0759685,0.388093,0.0615112,0.280174,19
11,0.1691815272062186,0.16273495647786052,0.2842530282637954,0.20103738150599182,0.002201761409127312,0.28938906752411575,0.06836887392442947,0.977858,0.0561388,0.0333115,70,0.0502252,0.000892045,0.0196885,0.336744,58
12,0.3302498569521266,0.35594419733117666,0.24209595401282336,0.3708851499634236,0.1545085838102117,0.1085645355850422,0.09232440260680663,0.86804,0.0948949,0.0864474,43,0.0970943,0.454802,0.023879,0.0190241,51
13,0.005050505050505083,0.29466900995899237,0.22761862130707256,0.21047573282075926,0.041232986389111326,0.1839416058394161,0.043030303030303085,0.979771,0.0801554,0.0315195,99,0.0911661,0.435125,0.0345198,0.386872,56
14,0.4314698423199912,0.3344627828177943,0.2649310872894334,0.35693387946167354,0.1594045403796055,0.10143198090692129,0.07730147575544621,0.852256,0.0702685,0.099691,64,0.0438962,0.450195,0.0435741,0.427,85
15,0.38777032065622674,0.35695484915974895,0.21889400921658986,0.3681963713980789,0.19094419217401049,0.1085645355850422,0.09281938893902286,0.869131,0.030379,0.0147759,4,0.0867649,0.00165539,0.0860612,0.0693268,61
16,0.04634535038980059,0.04964163740439653,0.10272638753651409,0.07251461988304098,0.16477389823522393,0.23054011119936457,0.07120610541832106,0.98137,0.00361739,0.0995653,28,0.0266343,0.380025,0.0280657,0.148295,56
17,0.17063339731285987,0.1501785339214451,0.2065376483981135,0.25113808801213966,0.1045689983286171,0.2809373354397051,0.12246926304939998,0.941311,0.0470297,0.0908373,74,0.0746503,0.070252,0.0382207,0.446,36
18,0.15225631408849694,0.1543693230122153,0.2149305555555555,0.2660607312538732,0.24778905611947266,0.3082687338501292,0.13030323404827537,0.945545,0.0358767,0.0761782,56,0.0714031,0.346919,0.0139325,0.428307,72
