max_value,0.7626262626262627,0.7200520833333333,0.5700934579439252,0.5797101449275363,0.7464638377368562,0.71875,0.3171717171717172
index_set,0,169,82,8,383,309,108
mean_value,0.5301515151515152,0.4273072916666667,0.4162710280373832,0.4561391304347826,0.2972746196957566,0.270425,0.14367878787878788

experiment,breast_CE,diabetes_CE,glass_CE,liver_CE,pendigits_CE,shape_CE,vowel_CE,a_t,lp,dsbeta,age_wins,e_b,epsilon_ds,minwd,epochs,gamma,h_threshold,tau
36,0.7626262626262627,0.46354166666666663,0.43457943925233644,0.5391304347826087,0.470242860955431,0.125,0.09090909090909094,0.818935,0.0564208,0.39359,28,0.00501992,0.0629389,0.352022,84,1.49408,0.716087,0.00195552
37,0.5656565656565656,0.7135416666666667,0.49065420560747663,0.5420289855072464,0.4439551641313051,0.125,0.13030303030303025,0.851516,0.0691331,0.291415,73,0.00412963,0.0202357,0.37014,41,0.367816,0.77677,0.00380721
38,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5797101449275363,0.10408326661329059,0.125,0.09090909090909094,0.71622,0.0904032,0.468502,28,0.00333891,0.0867005,0.107483,71,2.9724,0.686923,0.00237506
39,0.7626262626262627,0.33854166666666663,0.5327102803738317,0.3971014492753623,0.44448892447291166,0.125,0.15050505050505047,0.841806,0.0325807,0.419986,18,0.00717469,0.061584,0.302541,47,3.96478,0.522421,0.00783735
40,0.24242424242424243,0.20182291666666663,0.46261682242990654,0.3652173913043478,0.4546303709634374,0.44999999999999996,0.21111111111111114,0.901217,0.0275161,0.336523,52,0.00708646,0.0774911,0.0189997,45,3.60213,0.0247604,0.00488408
41,0.010101010101010055,0.11458333333333337,0.26635514018691586,0.19130434782608696,0.0,0.0,0.004040404040404066,0.995454,0.0876403,0.377593,41,0.00748084,0.0279894,0.336708,84,1.05724,0.375569,0.00358205
42,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5797101449275363,0.10408326661329059,0.125,0.09090909090909094,0.720674,0.0323235,0.0233226,90,0.0085065,0.0328788,0.449563,70,0.539563,0.71153,0.00414822
43,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5014492753623188,0.10408326661329059,0.125,0.09090909090909094,0.7401,0.0414315,0.363536,54,0.00425509,0.0826516,0.00578637,61,2.66365,0.567706,0.00931154
44,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5217391304347826,0.10408326661329059,0.125,0.09090909090909094,0.722943,0.0808052,0.11258,67,0.00115025,0.0220887,0.427769,33,1.96771,0.531707,0.00801912
45,0.303030303030303,0.3359375,0.4579439252336449,0.4492753623188406,0.4611689351481185,0.44999999999999996,0.19292929292929295,0.926552,0.0635657,0.460173,44,0.0043366,0.078648,0.204793,79,1.33746,0.558524,0.00909619
46,0.5353535353535354,0.33723958333333337,0.43457943925233644,0.4695652173913043,0.4100613824392848,0.25,0.15454545454545454,0.852912,0.0748433,0.0141327,92,0.00826799,0.0697595,0.0783294,49,2.827,0.183578,0.000959714
47,0.3282828282828283,0.32291666666666663,0.4112149532710281,0.5014492753623188,0.18641579930611152,0.24375000000000002,0.1454545454545455,0.889929,0.0931428,0.0798001,92,0.00868216,0.0997302,0.473629,10,1.25857,0.299466,0.0044085
48,0.18181818181818177,0.21614583333333337,0.4439252336448598,0.4260869565217391,0.5192153722978383,0.63125,0.25555555555555554,0.963924,0.0235489,0.116802,70,0.004162,0.0649394,0.0721935,83,0.697578,0.193384,0.00397308
49,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.527536231884058,0.10408326661329059,0.125,0.09090909090909094,0.732423,0.0225009,0.362085,79,0.00732119,0.0821675,0.377542,48,3.72962,0.773687,0.00403182
50,0.3282828282828283,0.26302083333333337,0.4252336448598131,0.38550724637681155,0.5010675206832133,0.25,0.2141414141414142,0.884553,0.0499356,0.284428,77,0.00792409,0.0567961,0.315549,25,2.09036,0.241143,0.00521934
51,0.33838383838383834,0.46875,0.4252336448598131,0.4695652173913043,0.1006138243928476,0.3375,0.1323232323232323,0.939682,0.0969307,0.397383,91,0.0060605,0.0115709,0.371597,17,2.61353,0.0346705,0.00464164
52,0.2777777777777778,0.37760416666666663,0.4439252336448598,0.4260869565217391,0.4962636776087537,0.4625,0.2282828282828283,0.907972,0.0326848,0.170946,25,0.00578248,0.0917896,0.03599,93,2.64188,0.554249,0.00936035
53,0.7626262626262627,0.5625,0.3551401869158879,0.408695652173913,0.2060314918601548,0.125,0.09090909090909094,0.770396,0.0371416,0.31626,39,0.00239418,0.0844277,0.143238,91,2.72221,0.37133,0.0089109
54,0.7626262626262627,0.60546875,0.49065420560747663,0.5623188405797102,0.40846010141446487,0.125,0.18181818181818177,0.815064,0.0177062,0.495839,47,0.00650659,0.0162019,0.138275,48,2.65462,0.730927,0.00986898
55,0.25757575757575757,0.16666666666666663,0.4299065420560748,0.3652173913043478,0.17961035495062716,0.5625,0.11919191919191918,0.987777,0.0367171,0.343287,24,0.00544284,0.0141438,0.192017,88,0.498034,0.432148,0.00962779
56,0.3939393939393939,0.32161458333333337,0.5,0.4434782608695652,0.6668001067520684,0.5125,0.23939393939393938,0.941242,0.0394265,0.333762,48,0.000515044,0.0375604,0.00967456,69,0.259624,0.4726,0.000417161
57,0.7626262626262627,0.5911458333333333,0.3551401869158879,0.5478260869565217,0.300240192153723,0.125,0.09090909090909094,0.785076,0.0440874,0.0743894,91,0.00588815,0.0617439,0.184778,62,0.767341,0.137045,0.00695791
58,0.4191919191919192,0.29036458333333337,0.397196261682243,0.3623188405797102,0.4480918067787564,0.25,0.1656565656565656,0.862175,0.0221308,0.244469,61,0.00304923,0.067123,0.449041,61,3.63796,0.195047,0.00976994
59,0.3787878787878788,0.3671875,0.485981308411215,0.48405797101449277,0.558313317320523,0.375,0.19494949494949498,0.919014,0.0278424,0.0418629,77,0.00509605,0.0577967,0.192943,94,1.53819,0.794944,0.00482842
60,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5797101449275363,0.10408326661329059,0.125,0.09090909090909094,0.705147,0.0942673,0.17325,35,0.00318522,0.0874784,0.0570939,47,2.06164,0.536446,0.00474913
61,0.7626262626262627,0.39583333333333337,0.5233644859813085,0.48115942028985503,0.2535361622631438,0.125,0.12424242424242427,0.819852,0.0804074,0.0721606,12,0.00506731,0.0310199,0.0850481,53,3.31976,0.179679,0.00567468
62,0.297979797979798,0.49479166666666663,0.4392523364485982,0.40289855072463765,5.337603416065706E-4,0.21875,0.0444444444444444,0.984505,0.0730306,0.482646,55,0.00581671,0.0698931,0.435063,79,2.9402,0.352067,0.00955889
63,0.4040404040404041,0.34375,0.49065420560747663,0.4956521739130435,0.7159060581798773,0.3125,0.19393939393939397,0.914144,0.0416009,0.286407,74,0.00527503,0.0709636,0.168493,2,1.50468,0.708883,0.00702407
64,0.7626262626262627,0.421875,0.4532710280373832,0.527536231884058,0.4256738724312784,0.125,0.1323232323232323,0.838709,0.0978307,0.104203,28,0.00800182,0.0571913,0.414402,3,0.529784,0.0334423,0.00937125
65,0.16161616161616166,0.23177083333333337,0.44859813084112155,0.28695652173913044,0.23712303175874028,0.50625,0.20707070707070707,0.977909,0.0499769,0.14755,13,0.000722471,0.04772,0.434103,5,3.28767,0.583205,0.00225587
66,0.7626262626262627,0.5833333333333333,0.3551401869158879,0.5391304347826087,0.10408326661329059,0.125,0.09090909090909094,0.760916,0.037604,0.47636,59,0.00262219,0.0410674,0.47238,85,0.682847,0.0935239,0.00331446
67,0.3737373737373737,0.359375,0.5560747663551402,0.5101449275362319,0.6130237523352016,0.5625,0.2656565656565657,0.930554,0.0130886,0.439652,47,0.000673979,0.0230401,0.276955,45,0.413442,0.100359,0.00185973
68,0.5707070707070707,0.7135416666666667,0.43457943925233644,0.5014492753623188,0.4831865492393915,0.125,0.1636363636363637,0.840056,0.0120574,0.386094,29,0.00457751,0.0513459,0.313179,45,0.293353,0.564619,0.00517883
69,0.3939393939393939,0.43619791666666663,0.5420560747663552,0.49855072463768113,0.5760608486789431,0.38125,0.18787878787878787,0.894739,0.0289593,0.446223,3,0.00498306,0.0290571,0.105761,58,3.07633,0.727812,0.00485272
70,0.7626262626262627,0.5364583333333333,0.3551401869158879,0.5333333333333333,0.20576461168935145,0.125,0.09090909090909094,0.784205,0.0717536,0.366132,55,0.00931944,0.0652455,0.0938481,81,0.676151,0.782453,0.00850101
71,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5797101449275363,0.10408326661329059,0.125,0.09090909090909094,0.710679,0.0316357,0.0033893,11,0.00190142,0.0306459,0.161542,78,0.80746,0.412413,0.0090096
72,0.5858585858585859,0.47786458333333337,0.4439252336448598,0.5391304347826087,0.46850813984520945,0.36250000000000004,0.18787878787878787,0.892527,0.0950356,0.0105101,23,0.00265465,0.0394437,0.033936,43,0.592227,0.33142,0.00746261
73,0.7626262626262627,0.6328125,0.4532710280373832,0.45507246376811594,0.23698959167333866,0.125,0.14646464646464652,0.77906,0.0140801,0.04228,6,0.00109867,0.0797681,0.476156,53,3.15303,0.700557,0.000667839
74,0.7626262626262627,0.5364583333333333,0.3551401869158879,0.4260869565217391,0.10408326661329059,0.125,0.09090909090909094,0.765451,0.0104555,0.108797,28,0.00503899,0.0916122,0.284806,42,2.87697,0.197931,0.00838234
75,0.7626262626262627,0.5390625,0.43457943925233644,0.527536231884058,0.2068321323725647,0.125,0.09090909090909094,0.767856,0.0155732,0.0524397,77,0.00287451,0.0437398,0.316894,66,1.75018,0.765115,0.0056344
76,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5797101449275363,0.10408326661329059,0.125,0.09090909090909094,0.715944,0.0521038,0.0162497,79,0.00265096,0.0599623,0.201305,35,3.94875,0.475025,0.00223739
77,0.35858585858585856,0.28515625,0.383177570093458,0.4231884057971015,0.4028556178275954,0.25,0.19797979797979803,0.883414,0.0142829,0.267955,21,0.00344906,0.0633079,0.0517355,79,1.79105,0.00533741,0.00844037
78,0.3232323232323232,0.27604166666666663,0.4392523364485982,0.4666666666666667,0.20429677074993324,0.46875,0.19999999999999996,0.920323,0.0710075,0.428703,69,0.000327898,0.0439115,0.293845,8,2.45929,0.0769154,5.97523e-05
79,0.398989898989899,0.34505208333333337,0.5,0.4347826086956522,0.55484387510008,0.59375,0.26161616161616164,0.934172,0.0205315,0.40527,51,0.00560421,0.0277655,0.224996,19,0.875729,0.585105,0.00509645
80,0.4292929292929293,0.41666666666666663,0.4112149532710281,0.4492753623188406,0.581932212436616,0.3375,0.1656565656565656,0.887322,0.0351727,0.0358256,85,0.0014881,0.0470671,0.203087,31,1.5506,0.284537,0.00289692
81,0.7626262626262627,0.41666666666666663,0.5,0.5014492753623188,0.29783827061649315,0.125,0.09090909090909094,0.814738,0.0999856,0.227936,48,0.00815239,0.079303,0.123675,32,3.92615,0.453176,0.00444422
82,0.31313131313131315,0.39713541666666663,0.5700934579439252,0.41159420289855075,0.4368828396050174,0.34375,0.1707070707070707,0.878831,0.0543147,0.310866,43,0.00196581,0.0265931,0.108253,25,2.8349,0.36821,0.00141949
83,0.7626262626262627,0.27083333333333337,0.4439252336448598,0.4260869565217391,0.39404857219108624,0.125,0.09090909090909094,0.803352,0.0127685,0.253584,98,0.00539682,0.0396511,0.49198,25,3.5223,0.111892,0.00233168
84,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5304347826086957,0.10408326661329059,0.125,0.09090909090909094,0.722484,0.0178273,0.473199,14,0.00928814,0.0227246,0.208999,23,2.74474,0.719017,0.00346971
85,0.21717171717171713,0.24479166666666663,0.46261682242990654,0.4492753623188406,0.0800640512409928,0.59375,0.20404040404040402,0.956776,0.0666192,0.308333,76,0.000355206,0.0796498,0.18839,14,1.59906,0.306293,0.00150481
86,0.7626262626262627,0.48958333333333337,0.3551401869158879,0.4434782608695652,0.2762209767814251,0.125,0.09090909090909094,0.793975,0.0640422,0.0124536,14,0.00939601,0.0923501,0.0460334,96,2.44638,0.384522,0.00206082
87,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5797101449275363,0.10408326661329059,0.125,0.09090909090909094,0.714728,0.0597859,0.0212402,26,0.00229803,0.0817727,0.162634,6,3.60876,0.415233,0.00294644
88,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5246376811594202,0.10408326661329059,0.125,0.09090909090909094,0.758391,0.0891406,0.325314,68,0.00318959,0.044059,0.0308343,18,0.739626,0.352664,0.00558029
89,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5797101449275363,0.10408326661329059,0.125,0.09090909090909094,0.719802,0.0659723,0.284556,73,0.000733616,0.0619735,0.159269,59,2.12355,0.482808,0.00192567
90,0.20707070707070707,0.20963541666666663,0.4299065420560748,0.4347826086956522,0.03856418468107825,0.54375,0.19696969696969702,0.97135,0.0667869,0.169262,86,0.00593398,0.0425768,0.289076,72,1.32461,0.414864,0.00637161
91,0.303030303030303,0.34505208333333337,0.4672897196261683,0.4608695652173913,0.4631705364291433,0.4625,0.15050505050505047,0.902782,0.0149099,0.429218,89,0.0050097,0.012195,0.262472,58,0.710143,0.121133,0.000325385
92,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5797101449275363,0.10408326661329059,0.125,0.09090909090909094,0.71158,0.0250701,0.0221315,24,0.00646509,0.0715159,0.184003,97,0.630039,0.559988,0.0060969
93,0.21717171717171713,0.21744791666666663,0.4532710280373832,0.3449275362318841,0.14424873231918867,0.51875,0.20707070707070707,0.957416,0.0418946,0.155131,44,0.00207538,0.0882419,0.00857443,5,3.50123,0.0165372,0.00596999
94,0.5555555555555556,0.41145833333333337,0.4299065420560748,0.44637681159420295,0.4703763010408326,0.125,0.12828282828282833,0.825157,0.0296914,0.230883,66,0.00104011,0.0253316,0.053024,35,3.97054,0.680632,0.00615007
95,0.7626262626262627,0.43619791666666663,0.3878504672897196,0.4318840579710145,0.39057912997064315,0.125,0.1393939393939394,0.843775,0.0463124,0.0737872,38,0.0004123,0.0319843,0.105842,19,2.86866,0.214391,0.00553769
96,0.31313131313131315,0.38671875,0.4392523364485982,0.4666666666666667,0.3837736856151588,0.525,0.2737373737373737,0.938367,0.0687404,0.232974,83,0.0021852,0.0250329,0.170601,53,0.304931,0.450303,0.000529787
97,0.5858585858585859,0.5364583333333333,0.4392523364485982,0.5304347826086957,0.5956765412329864,0.23124999999999996,0.18181818181818177,0.845838,0.0447826,0.210913,28,0.00982045,0.0975302,0.0415578,22,0.895485,0.709063,0.00802205
98,0.7626262626262627,0.5690104166666667,0.4392523364485982,0.4434782608695652,0.23245262876968242,0.125,0.09090909090909094,0.781149,0.079246,0.279023,69,0.00117716,0.0334082,0.0401376,88,2.04392,0.444025,0.00603965
99,0.7626262626262627,0.5403645833333333,0.3551401869158879,0.5333333333333333,0.30130771283693625,0.125,0.09090909090909094,0.791469,0.0681922,0.128338,96,0.00517969,0.0670215,0.398537,81,0.612103,0.233317,0.00243663
100,0.16161616161616166,0.29947916666666663,0.33644859813084116,0.23188405797101452,4.003202562049557E-4,0.38749999999999996,0.03737373737373739,0.988961,0.0512654,0.00750721,87,0.00515363,0.0317227,0.0381535,63,3.15038,0.642521,0.00327364
101,0.7626262626262627,0.39713541666666663,0.46261682242990654,0.4405797101449276,0.4781158259941286,0.125,0.09090909090909094,0.822397,0.0533296,0.15594,20,0.0059034,0.0736977,0.0135151,71,1.21022,0.0902123,0.00465623
102,0.7626262626262627,0.36588541666666663,0.4532710280373832,0.4057971014492754,0.34467574059247397,0.125,0.09090909090909094,0.799506,0.0767171,0.281472,69,0.00557653,0.074422,0.481755,61,3.42995,0.515392,0.00952634
103,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5797101449275363,0.10408326661329059,0.125,0.09090909090909094,0.70977,0.0470072,0.408612,94,0.00624822,0.0475174,0.262478,89,0.206366,0.20989,0.0015735
104,0.5353535353535354,0.39192708333333337,0.4532710280373832,0.42898550724637685,0.4276754737123032,0.125,0.16767676767676765,0.856423,0.0407352,0.440315,57,0.00401613,0.0550337,0.306233,28,3.49738,0.340049,0.00616549
105,0.7626262626262627,0.28255208333333337,0.4953271028037384,0.42028985507246375,0.42941019482252474,0.125,0.15353535353535352,0.820586,0.0160287,0.314546,3,0.00882925,0.0668055,0.2833,4,2.38978,0.0145786,0.00805297
106,0.24747474747474751,0.28515625,0.4018691588785047,0.3101449275362319,0.3921804109954631,0.38125,0.21313131313131317,0.911703,0.0118219,0.10638,72,0.00749936,0.0666589,0.4879,57,3.77654,0.181838,0.00139563
107,0.7626262626262627,0.6510416666666667,0.4532710280373832,0.5797101449275363,0.10408326661329059,0.125,0.09090909090909094,0.717769,0.0672548,0.293519,38,0.000827159,0.089122,0.423701,14,3.45647,0.669422,0.00686054
108,0.33838383838383834,0.30338541666666663,0.4532710280373832,0.4492753623188406,0.5463037096343741,0.68125,0.3171717171717172,0.949104,0.0213433,0.493821,5,0.00276975,0.0331145,0.11314,67,0.363354,0.761137,0.00660746
109,0.7626262626262627,0.33723958333333337,0.4299065420560748,0.3884057971014493,0.44008540165465704,0.125,0.15353535353535352,0.839418,0.0704451,0.249162,44,0.00757866,0.0131491,0.296682,2,2.34963,0.347245,0.00385824
110,0.7626262626262627,0.5078125,0.3551401869158879,0.41159420289855075,0.27435281558580193,0.125,0.09090909090909094,0.76839,0.0978974,0.207772,2,0.00870161,0.0255789,0.169384,12,3.57984,0.471667,0.00168449
111,0.5909090909090908,0.37630208333333337,0.48130841121495327,0.47246376811594204,0.49252735521750735,0.125,0.1525252525252525,0.846201,0.0519378,0.160778,71,0.00989375,0.0545711,0.229652,80,1.11354,0.129728,0.00780221
112,0.3939393939393939,0.36848958333333337,0.4392523364485982,0.5072463768115942,0.5693888444088604,0.36250000000000004,0.17979797979797985,0.902109,0.0705538,0.387163,19,0.0058644,0.0662453,0.0421078,73,2.30229,0.648107,0.00652284
113,0.41414141414141414,0.34895833333333337,0.43457943925233644,0.48115942028985503,0.5789965305577796,0.35,0.19393939393939397,0.890605,0.0558326,0.421905,95,0.00897024,0.0943438,0.194764,56,2.49632,0.692439,0.00876101
114,0.3484848484848485,0.35546875,0.4158878504672897,0.44637681159420295,0.17694155324259409,0.34375,0.19494949494949498,0.896748,0.0735452,0.322215,16,0.00562565,0.0683405,0.224443,87,3.6852,0.221359,0.00845745
115,0.0505050505050505,0.09505208333333337,0.3317757009345794,0.2202898550724638,0.20242860955431008,0.39375000000000004,0.04141414141414146,0.996221,0.0232458,0.0502705,50,0.00525609,0.0341734,0.452815,78,1.1463,0.574167,0.00819887
116,0.4949494949494949,0.27864583333333337,0.4252336448598131,0.408695652173913,0.4504937283159861,0.35624999999999996,0.15555555555555556,0.852423,0.0208456,0.0596816,73,0.00616391,0.0754814,0.292931,95,3.24867,0.237413,0.00724345
