max_value,0.7626262626262627,0.7330729166666667,0.5747663551401869,0.5797101449275363,0.7304510274886575,0.6875,0.25656565656565655
clusters_found,1,2,13,1,20,19,12
index_set,2,432,252,6,361,136,252
mean_value,0.6407575757575757,0.5380520833333333,0.3593551401869159,0.5126086956521739,0.16029276754737123,0.177475,0.09772323232323234

experiment,breast_CE,diabetes_CE,glass_CE,liver_CE,pendigits_CE,shape_CE,vowel_CE,a_t,lp,dsbeta,age_wins,e_b,epsilon_ds,minwd,epochs,gamma,h_threshold,tau
41,0.7626262626262627,0.6497395833333333,0.35046728971962615,0.5768115942028986,0.09807846277021615,0.125,0.09090909090909094,0.803435,0.154239,0.471999,82,0.00405745,0.0675282,0.286601,17,1.4113,0.448197,0.00837573
42,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5797101449275363,0.10408326661329059,0.125,0.09090909090909094,0.716955,0.00511059,0.421381,79,0.00151639,0.0318775,0.145111,84,2.20739,0.739517,0.00352879
43,0.6868686868686869,0.6015625,0.3317757009345794,0.5217391304347826,0.04216706698692285,0.125,0.07878787878787874,0.925066,0.0252044,0.157461,69,0.0095031,0.0770564,0.299671,57,1.06052,0.229532,0.000144842
44,0.7626262626262627,0.6549479166666667,0.35046728971962615,0.5797101449275363,0.10248198558847077,0.125,0.09090909090909094,0.7739,0.182552,0.480299,46,0.00253958,0.0788864,0.205848,68,0.719742,0.666688,0.00999403
45,0.7171717171717171,0.6432291666666667,0.3411214953271028,0.5449275362318841,0.0701894849212703,0.125,0.09090909090909094,0.901171,0.00595519,0.323612,76,0.00172166,0.0213247,0.30982,92,3.2803,0.54356,0.00157801
46,0.505050505050505,0.171875,0.29439252336448596,0.4695652173913043,0.014945289564985309,0.11875000000000002,0.03838383838383841,0.959498,0.0139486,0.413326,21,0.00458003,0.0195857,0.182513,93,1.99409,0.451137,0.00756325
47,0.5606060606060606,0.47265625,0.4672897196261683,0.5420289855072464,0.5529757139044569,0.36250000000000004,0.11717171717171715,0.886301,0.105775,0.389128,2,0.00553899,0.093111,0.367755,95,0.704949,0.781516,0.00546597
48,0.5858585858585859,0.49348958333333337,0.4719626168224299,0.4695652173913043,0.6848145182812917,0.36250000000000004,0.195959595959596,0.919278,0.0785628,0.11881,30,0.00196798,0.0792732,0.275323,60,0.291634,0.206211,0.00940412
49,0.6515151515151515,0.5104166666666667,0.3271028037383178,0.5217391304347826,0.0346944222044302,0.125,0.06868686868686869,0.934577,0.139032,0.271445,58,0.0090228,0.052394,0.23646,82,3.56999,0.21965,0.00542307
50,0.7474747474747474,0.6484375,0.3457943925233645,0.5623188405797102,0.09260741926874838,0.125,0.09090909090909094,0.875058,0.153599,0.180365,52,0.00134311,0.0372939,0.23011,24,3.11256,0.489076,0.00316823
51,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5797101449275363,0.10408326661329059,0.125,0.09090909090909094,0.700716,0.172616,0.0563538,94,0.000683612,0.0128086,0.173875,84,3.89631,0.766785,0.00310963
52,0.7626262626262627,0.6497395833333333,0.39252336448598135,0.5768115942028986,0.23712303175874028,0.125,0.09090909090909094,0.800031,0.104846,0.497086,22,0.0063262,0.0728221,0.409272,85,0.828187,0.534299,0.00683965
53,0.7626262626262627,0.6497395833333333,0.35046728971962615,0.5797101449275363,0.19922604750467043,0.125,0.09090909090909094,0.779401,0.185049,0.128812,91,0.00471667,0.0717404,0.31481,19,0.33701,0.591877,0.00641419
54,0.5151515151515151,0.5286458333333333,0.46261682242990654,0.5333333333333333,0.4878569522284494,0.38125,0.1646464646464646,0.90199,0.145185,0.171001,98,0.00402832,0.0396742,0.349671,12,0.53502,0.464735,0.00888346
55,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5797101449275363,0.10408326661329059,0.125,0.09090909090909094,0.739188,0.162151,0.447031,80,0.00297884,0.084431,0.428609,55,2.64716,0.785238,0.00314298
56,0.7525252525252525,0.6484375,0.35046728971962615,0.5565217391304348,0.09554310114758469,0.125,0.09090909090909094,0.854072,0.110164,0.153416,12,0.0027389,0.0199033,0.173016,89,1.5722,0.0738578,0.00137209
57,0.7626262626262627,0.6497395833333333,0.35046728971962615,0.5797101449275363,0.10408326661329059,0.125,0.09090909090909094,0.788139,0.0281016,0.0189928,19,0.000232743,0.0160398,0.494503,97,1.36725,0.400373,0.00362912
58,0.7626262626262627,0.6510416666666667,0.35046728971962615,0.5797101449275363,0.10354950627168402,0.125,0.09090909090909094,0.763541,0.0469423,0.339124,14,0.00634351,0.0468902,0.245263,51,2.05005,0.119438,0.00732953
59,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5797101449275363,0.10394982652788898,0.125,0.09090909090909094,0.74301,0.0241723,0.211376,73,0.00513303,0.0895479,0.27649,26,0.372062,0.517702,0.00256611
60,0.5252525252525253,0.22395833333333337,0.3037383177570093,0.4869565217391304,0.01721377101681343,0.11875000000000002,0.045454545454545414,0.954802,0.185469,0.328859,4,0.002253,0.0103488,0.472665,29,3.24058,0.416907,0.00376966
61,0.7626262626262627,0.6497395833333333,0.35046728971962615,0.5768115942028986,0.09901254336802778,0.125,0.09090909090909094,0.797614,0.0372871,0.277424,44,0.00734857,0.0507586,0.319609,98,3.14337,0.441398,0.00885455
62,0.6060606060606061,0.45442708333333337,0.4672897196261683,0.43768115942028984,0.4899919935948759,0.19999999999999996,0.15555555555555556,0.883663,0.0554048,0.298359,2,0.00652403,0.0176486,0.497557,2,2.01472,0.758501,0.00919758
63,0.7626262626262627,0.6510416666666667,0.35046728971962615,0.5797101449275363,0.10408326661329059,0.125,0.09090909090909094,0.73694,0.173413,0.0872539,30,0.00451208,0.0539265,0.201082,62,3.01128,0.703267,0.00201435
64,0.601010101010101,0.38541666666666663,0.32242990654205606,0.49855072463768113,0.022151054176674623,0.11875000000000002,0.05858585858585863,0.946539,0.0488916,0.234709,58,0.00943356,0.0965177,0.343714,92,3.56054,0.646401,0.00897585
65,0.6868686868686869,0.609375,0.3317757009345794,0.5217391304347826,0.038430744595676525,0.125,0.07979797979797976,0.92399,0.05457,0.221788,39,0.00983865,0.0876305,0.229397,40,3.40703,0.152959,0.00742165
66,0.7474747474747474,0.5885416666666667,0.4158878504672897,0.5768115942028986,0.24606351748065114,0.125,0.09090909090909094,0.798849,0.196944,0.241559,8,0.00867119,0.0106096,0.0767412,44,0.183538,0.523787,0.000877081
67,0.7626262626262627,0.6510416666666667,0.4392523364485982,0.5797101449275363,0.1982919669068588,0.125,0.09090909090909094,0.785124,0.123194,0.0993268,33,0.000672208,0.0915876,0.340966,41,0.347657,0.758379,0.0019507
68,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5797101449275363,0.10368294635708564,0.125,0.09090909090909094,0.75022,0.085466,0.108722,24,0.00677291,0.0735658,0.336503,9,3.75445,0.105097,0.000435567
69,0.7626262626262627,0.6497395833333333,0.35046728971962615,0.5739130434782609,0.09901254336802778,0.125,0.09090909090909094,0.798548,0.177189,0.216144,72,0.00129492,0.0369985,0.435192,99,3.91842,0.542113,0.00447746
70,0.5656565656565656,0.5299479166666667,0.42056074766355145,0.5101449275362319,0.681611956231652,0.35624999999999996,0.14747474747474743,0.906387,0.0200363,0.156006,89,0.00285606,0.070604,0.310959,56,2.3957,0.682555,0.00171818
71,0.7525252525252525,0.578125,0.36448598130841126,0.5217391304347826,0.4044568988524153,0.24375000000000002,0.09090909090909094,0.847356,0.0566156,0.0301942,16,0.00637475,0.0282499,0.0595864,16,0.487195,0.300814,0.0034946
72,0.7272727272727273,0.6484375,0.35046728971962615,0.5565217391304348,0.09274085935415,0.125,0.09090909090909094,0.873148,0.135066,0.19175,10,0.00523467,0.0108268,0.23831,22,1.50333,0.216387,0.00296922
73,0.7626262626262627,0.6497395833333333,0.35046728971962615,0.5797101449275363,0.229516946890846,0.125,0.09090909090909094,0.795513,0.0826761,0.0850853,70,0.00345952,0.0841012,0.408911,42,0.732825,0.627172,0.00426767
74,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5797101449275363,0.10408326661329059,0.125,0.09090909090909094,0.73229,0.0642456,0.160524,72,0.00591125,0.0233154,0.485564,61,1.29238,0.454803,0.000606609
75,0.595959595959596,0.5182291666666667,0.4158878504672897,0.39420289855072466,0.6283693621563917,0.48750000000000004,0.2080808080808081,0.91778,0.119295,0.176216,90,0.000840998,0.0151588,0.390044,77,1.7415,0.774891,0.00301827
76,0.5454545454545454,0.20963541666666663,0.2990654205607477,0.4695652173913043,0.01574593007739522,0.11875000000000002,0.03838383838383841,0.959751,0.109752,0.058696,47,0.00419191,0.0871545,0.230848,35,0.354137,0.0492787,0.00493742
77,0.005050505050505083,0.0026041666666666297,0.13551401869158874,0.034782608695652195,2.668801708033408E-4,0.09375,0.0060606060606061,0.9968,0.0530807,0.0826263,8,0.00927814,0.0854983,0.189386,55,2.71697,0.132537,0.00584191
78,0.7474747474747474,0.6497395833333333,0.35046728971962615,0.5681159420289855,0.09607686148919137,0.125,0.09090909090909094,0.813657,0.0321253,0.496876,49,0.00257906,0.0583864,0.268019,72,1.94979,0.108587,0.00729899
79,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5797101449275363,0.10408326661329059,0.125,0.09090909090909094,0.702349,0.164689,0.412259,66,0.00507304,0.0678237,0.443868,82,2.27154,0.510284,0.00444104
80,0.6313131313131313,0.45833333333333337,0.32242990654205606,0.518840579710145,0.033093141179610375,0.125,0.06565656565656564,0.93738,0.164382,0.289531,13,0.00835956,0.0411458,0.0361073,39,2.32242,0.267731,0.000891724
81,0.36363636363636365,0.26953125,0.4719626168224299,0.4173913043478261,0.5329597010942086,0.59375,0.24848484848484853,0.950453,0.157165,0.199052,88,0.0014977,0.0758346,0.436506,84,1.14556,0.467661,0.00933306
82,0.7474747474747474,0.6497395833333333,0.35046728971962615,0.5681159420289855,0.09607686148919137,0.125,0.09090909090909094,0.822388,0.139654,0.418835,61,0.00455042,0.0859643,0.139931,67,2.18683,0.480984,0.00106984
83,0.7626262626262627,0.6510416666666667,0.35046728971962615,0.5797101449275363,0.10381638644248736,0.125,0.09090909090909094,0.752645,0.0760645,0.289368,55,0.00495598,0.0220643,0.280767,9,2.60093,0.688321,0.00703232
84,0.045454545454545414,0.06901041666666663,0.3317757009345794,0.2028985507246377,0.22698158526821455,0.48124999999999996,0.10909090909090913,0.994976,0.143219,0.0499498,7,0.00623177,0.0496131,0.264424,91,0.425311,0.277029,0.00599754
85,0.23737373737373735,0.04427083333333337,0.2570093457943925,0.14782608695652177,0.004536962903656239,0.11250000000000004,0.021212121212121238,0.981483,0.0890497,0.112493,59,0.0072309,0.029839,0.418071,67,2.10664,0.173261,0.00540426
86,0.7626262626262627,0.6497395833333333,0.35046728971962615,0.5304347826086957,0.10354950627168402,0.125,0.09090909090909094,0.760546,0.0412596,0.241359,37,0.0066592,0.0771662,0.216869,65,1.34868,0.675416,0.00895549
87,0.6717171717171717,0.5703125,0.4719626168224299,0.5043478260869565,0.38550840672538034,0.125,0.12424242424242427,0.860077,0.0605893,0.362195,62,0.00766505,0.0356221,0.375019,81,2.48815,0.701105,0.00625441
88,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5797101449275363,0.10408326661329059,0.125,0.09090909090909094,0.716184,0.0942268,0.0284573,65,0.00869548,0.0717134,0.412677,64,2.84897,0.46246,0.00775524
89,0.7626262626262627,0.6510416666666667,0.3457943925233645,0.5710144927536231,0.10074726447824922,0.125,0.09090909090909094,0.789298,0.0638017,0.0919309,14,0.000820286,0.0145616,0.391465,21,2.73069,0.140762,0.00648389
90,0.7525252525252525,0.6484375,0.3457943925233645,0.5652173913043479,0.09394182012276486,0.125,0.09090909090909094,0.868513,0.0825317,0.0947073,36,0.00144414,0.0263399,0.00531378,94,3.3739,0.440083,0.00752392
91,0.06060606060606055,0.09244791666666663,0.35046728971962615,0.19999999999999996,0.24753135842006935,0.5625,0.1393939393939394,0.991217,0.0815902,0.225706,99,0.000886159,0.0936614,0.387457,79,2.14059,0.76462,0.00198003
92,0.7373737373737373,0.6484375,0.3691588785046729,0.536231884057971,0.4291433146517214,0.125,0.14242424242424245,0.848028,0.0341183,0.295004,9,0.0089507,0.0562397,0.223947,99,0.286385,0.368623,0.00545838
93,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5797101449275363,0.10408326661329059,0.125,0.09090909090909094,0.720355,0.110568,0.315904,93,0.00805824,0.0368185,0.167291,10,0.59637,0.403894,0.00680878
94,0.7626262626262627,0.6497395833333333,0.4018691588785047,0.5391304347826087,0.2586068855084067,0.125,0.09090909090909094,0.804532,0.0580566,0.249841,34,0.00135282,0.0508641,0.0237193,45,0.262317,0.672663,0.00273381
95,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5797101449275363,0.10408326661329059,0.125,0.09090909090909094,0.708701,0.0980323,0.454851,30,0.00844998,0.0533119,0.0749711,92,1.55888,0.228237,0.00453264
96,0.398989898989899,0.44010416666666663,0.4672897196261683,0.4695652173913043,0.6593274619695757,0.45625000000000004,0.21717171717171713,0.935931,0.136987,0.462635,36,0.00791478,0.0984004,0.321514,38,1.00403,0.452038,0.00160582
97,0.5303030303030303,0.5026041666666667,0.3691588785046729,0.5072463768115942,0.2876968241259674,0.275,0.16666666666666663,0.861358,0.0561361,0.414932,80,0.00187032,0.025488,0.123487,73,0.696788,0.418611,0.00687937
98,0.7373737373737373,0.6484375,0.35046728971962615,0.5623188405797102,0.09567654123298641,0.125,0.09090909090909094,0.844047,0.18749,0.483114,48,0.00212448,0.0456808,0.337534,37,2.15771,0.19476,0.00513188
99,0.6060606060606061,0.39192708333333337,0.32242990654205606,0.5043478260869565,0.022417934347477964,0.11875000000000002,0.06060606060606055,0.944596,0.190889,0.499103,45,0.00491469,0.0740136,0.172402,87,3.88568,0.495943,0.00497814
100,0.7070707070707071,0.62890625,0.3411214953271028,0.5391304347826087,0.044035228182546016,0.125,0.08585858585858586,0.915017,0.19516,0.152297,54,0.00409487,0.0908597,0.465951,72,1.43898,0.183136,0.00976501
101,0.005050505050505083,0.0026041666666666297,0.12616822429906538,0.017391304347826098,1.334400854016149E-4,0.08125000000000004,0.004040404040404066,0.99784,0.100201,0.165615,7,0.00154824,0.0907896,0.163052,76,3.76334,0.726595,0.00186706
102,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5797101449275363,0.10368294635708564,0.125,0.09090909090909094,0.756537,0.0577561,0.0453301,46,0.0094833,0.0794553,0.335294,88,0.678493,0.00506893,0.00692449
103,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5797101449275363,0.10408326661329059,0.125,0.09090909090909094,0.739801,0.134361,0.265138,19,0.00757055,0.0763122,0.223093,78,2.21137,0.279848,0.00324799
104,0.7525252525252525,0.6497395833333333,0.35046728971962615,0.5768115942028986,0.09714438217240462,0.125,0.09090909090909094,0.809368,0.150242,0.17728,6,0.00527938,0.0760518,0.0304679,23,3.78475,0.567061,0.00808353
105,0.7424242424242424,0.578125,0.36448598130841126,0.5043478260869565,0.3185214838537497,0.125,0.09090909090909094,0.838482,0.0898423,0.102492,19,0.00568791,0.0648993,0.0974148,52,0.302005,0.351356,0.000333237
106,0.4545454545454546,0.16927083333333337,0.29439252336448596,0.4695652173913043,0.014278089137977013,0.11875000000000002,0.03232323232323231,0.961064,0.060013,0.359292,84,0.0017404,0.0436637,0.0980353,15,3.18001,0.26092,0.00468689
107,0.7626262626262627,0.6497395833333333,0.35046728971962615,0.5797101449275363,0.10248198558847077,0.125,0.09090909090909094,0.774699,0.0670352,0.429791,41,0.00770607,0.064252,0.22727,40,3.19364,0.187671,0.00342438
108,0.7424242424242424,0.6484375,0.35046728971962615,0.5652173913043479,0.09594342140378975,0.125,0.09090909090909094,0.837751,0.0380909,0.172297,83,0.00503255,0.0517581,0.425859,88,3.26796,0.36373,0.00125356
109,0.7626262626262627,0.6432291666666667,0.37850467289719625,0.5652173913043479,0.1698692287163064,0.125,0.09090909090909094,0.789754,0.0613386,0.356781,18,0.000484465,0.0287852,0.301116,31,0.658528,0.226041,0.00222941
110,0.5,0.45963541666666663,0.4672897196261683,0.47536231884057967,0.5555110755270883,0.36875,0.1333333333333333,0.904213,0.190665,0.349628,87,0.00189185,0.0346633,0.176886,24,1.60166,0.546969,0.00610377
111,0.7626262626262627,0.6497395833333333,0.35046728971962615,0.5797101449275363,0.10114758473445418,0.125,0.09090909090909094,0.782159,0.0778144,0.368928,31,0.00357048,0.0677666,0.110481,31,1.72144,0.493769,0.00216966
112,0.2727272727272727,0.06119791666666663,0.26635514018691586,0.33913043478260874,0.006405124099279402,0.11250000000000004,0.022222222222222254,0.9781,0.0286555,0.466978,26,0.00656052,0.0536445,0.243007,93,1.65918,0.0912296,0.00942335
113,0.3535353535353535,0.09375,0.2850467289719626,0.3913043478260869,0.009607686148919159,0.11875000000000002,0.028282828282828243,0.972092,0.0421172,0.27475,51,0.00583376,0.0919763,0.232676,70,2.92965,0.251887,0.00279556
114,0.7626262626262627,0.6497395833333333,0.35046728971962615,0.5797101449275363,0.10088070456365095,0.125,0.09090909090909094,0.786545,0.00757933,0.174301,67,0.00657561,0.0601962,0.0966459,38,3.41668,0.392859,0.00645172
115,0.202020202020202,0.17578125,0.4252336448598131,0.28985507246376807,0.3674939951961569,0.6375,0.20505050505050504,0.97496,0.124871,0.254519,85,0.000855976,0.0766528,0.0142745,85,2.37747,0.677722,0.00570655
