max_value,0.9802989717445779,0.9996818495148205,0.9986328421692238,0.981942309965717,0.9995665888131757
index_set,147,134,12,0,76
mean_value,0.6781247378562566,0.7339044525212584,0.6776542689305328,0.6873946124930478,0.6836006098578767

experiment,S1500_CE,S2500_CE,S3500_CE,S4500_CE,S5500_CE,a_t,lp,dsbeta,age_wins,e_b,epsilon_ds,minwd,epochs,gamma,h_threshold,tau
33,0.18827106863596876,0.22682617651719217,0.17927681555758124,0.21599596134429544,0.20580559065625847,0.987388,0.0303192,0.134198,50,0.0069274,0.0265514,0.307724,13,2.35544,0.0619368,0.00844278
34,0.6459689534301452,0.7667873266360272,0.5578765957913918,0.5321735141864885,0.5215824273759674,0.987487,0.0163067,0.0365198,85,0.001077,0.0427049,0.474888,85,1.1846,0.132798,0.00837017
35,0.17346848832084616,0.32005516363443487,0.13386066321874046,0.3136895614138787,0.4249960857049946,0.993,0.026418,0.0346414,28,0.000447877,0.0250274,0.120946,30,2.9453,0.161852,0.00337174
36,0.8689199622544395,0.8763148157936466,0.8712869406670212,0.8712049755349879,0.874576352666875,0.9888,0.0419848,0.290955,65,0.000933596,0.0434958,0.104515,67,0.791598,0.298992,0.00892873
37,0.5506544008822079,0.647032665690834,0.5621218657021823,0.6130706373020816,0.5870603888838489,0.998771,0.0159152,0.16964,50,0.00645064,0.047116,0.425812,95,1.99223,0.216839,0.00979597
38,0.8610278372591007,0.886997311969641,0.8345764808615922,0.8541242937853107,0.8523988646066508,0.987807,0.0102813,0.244505,63,0.00399244,0.0123562,0.442285,5,0.379668,0.606939,0.00685833
39,0.6641380826737027,0.7297583149556686,0.6692405927949867,0.6961495004379896,0.640593165939474,0.981297,0.0214488,0.21661,6,0.00860369,0.0333125,0.133876,68,2.44438,0.204902,0.00727636
40,0.6741339354685365,0.5472251248113318,0.7701273978620589,0.6390115256886111,0.5835887198807883,0.984579,0.00939615,0.184359,94,0.000188158,0.0197833,0.485016,39,0.727027,0.242277,0.0076118
41,0.6585403774993004,0.7448383500557414,0.5756587202007528,0.5008924439743505,0.5871019613339136,0.993855,0.0124463,0.0227858,24,0.00293771,0.0458032,0.287799,14,2.22742,0.252208,0.00400364
42,0.8763661479705847,0.9876368589239877,0.9741248960459665,0.8902891466933631,0.8868214448632686,0.985352,0.0165752,0.152254,49,0.00495213,0.0172697,0.259648,38,0.331609,0.412509,0.00640527
43,0.8600662307888257,0.885317481193119,0.870691618584877,0.8503409969767278,0.8865660178095672,0.984917,0.0141616,0.180285,80,0.00109775,0.0175959,0.161953,85,0.686505,0.3376,0.00408772
44,0.8588893671975893,0.8906589044720825,0.8914893617021277,0.8923385668752213,0.8688193258102548,0.991053,0.0376668,0.181731,67,0.00828217,0.0358997,0.478861,52,0.908632,0.749115,0.0053507
45,0.8622627053715842,0.9862934867904787,0.9424414020500322,0.8485273689084709,0.8621957298330148,0.985547,0.00311387,0.103544,93,0.00976945,0.0344475,0.408366,70,1.39944,0.596803,0.00506727
46,0.8411343073126787,0.7837151473467012,0.812357457807511,0.7070032645464348,0.7780289004832777,0.98989,0.0368746,0.186498,2,0.00165357,0.0213163,0.106028,9,1.06518,0.261524,0.00786755
47,0.8488136451912522,0.8836440010501444,0.8697012208993706,0.8685935112260491,0.8721863988302131,0.982217,0.0477628,0.131883,13,0.00935469,0.0466362,0.440054,44,2.48309,0.711296,0.00914447
48,0.8738510023636523,0.8923590858476059,0.8923030118649224,0.8936044449698546,0.8831209500638354,0.997517,0.0340921,0.0254532,43,0.00999836,0.0183281,0.215241,42,1.47241,0.785672,0.00105702
49,0.37856033143448986,0.3648944200359998,0.3515226051386252,0.33945984991372047,0.3449649471504487,0.998908,0.00236545,0.0603446,23,0.00582467,0.0260261,0.143629,34,2.40982,0.366906,0.00139134
50,0.36239638402197694,0.40155348424323123,0.35795620835403574,0.35214836940401417,0.3327441998404931,0.988903,0.00263703,0.286413,20,0.000855362,0.0374593,0.430533,41,2.75914,0.390296,0.0010773
51,0.648698958374589,0.8421868234543424,0.8231690291214296,0.7502357203116471,0.8171868583162217,0.98408,0.0250693,0.197118,7,0.00951906,0.0486737,0.242129,75,1.94126,0.387215,0.00628545
52,0.5436949766960124,0.6514936304318878,0.4980993040528686,0.7372009720926482,0.690875449252618,0.993968,0.023921,0.273188,88,0.00615141,0.0378343,0.146164,29,2.68379,0.303128,0.00529541
53,0.5832912200441525,0.7402041617589321,0.518833785673164,0.6178137806886514,0.7134636070276085,0.990389,0.0152273,0.0718957,61,0.00571896,0.0346855,0.37109,97,2.633,0.452938,0.00856985
54,0.8621825850101046,0.8923590858476059,0.8092485549132948,0.865719943255704,0.8670296051839183,0.998168,0.0399791,0.0897197,31,0.00732692,0.0253323,0.293948,96,0.937624,0.58872,0.00284064
55,0.5732759779540261,0.6866764001197964,0.7055704422043583,0.7198315976069134,0.7173991419403685,0.994604,0.0138758,0.282146,6,0.00507551,0.0303115,0.383551,48,2.11199,0.580661,0.00374806
56,0.8711619506321493,0.9971439149521342,0.8714855623100304,0.8917069718060635,0.8887418493299006,0.990146,0.0129647,0.266208,69,0.000990998,0.0209462,0.411267,59,0.588715,0.648367,0.000316979
57,0.8649133293484758,0.9908551006464498,0.8906771940479805,0.9528046857400315,0.8869492135910674,0.986672,0.0198916,0.0460692,26,0.00136126,0.0285985,0.499055,83,0.415101,0.652177,0.00257433
58,0.8734155385013366,0.8715632780632516,0.8716842745306681,0.8727484793007736,0.8754601669834701,0.991903,0.0309397,0.0946455,22,0.00721591,0.0310102,0.261681,72,0.55655,0.488483,0.00100432
59,0.07871569135163126,0.0797759932375317,0.04542799540255871,0.012219150688154379,0.007672511244197544,0.980814,0.0450174,0.218642,74,0.00889038,0.0139385,0.193047,47,2.80611,0.438945,0.00702796
60,0.6044466824185615,0.6797282935169354,0.5714155167687106,0.6283333333333334,0.6271557435781663,0.980193,0.0311387,0.21122,19,0.0031824,0.0195654,0.249738,96,2.72651,0.364972,0.00750522
61,0.808357644738464,0.891791637963012,0.7666310235419918,0.7456828885400314,0.8189476188416454,0.992449,0.0360593,0.111412,19,0.00903715,0.049623,0.127449,62,1.5925,0.474251,0.00486752
62,0.7604076493271426,0.970381340244354,0.8923030118649224,0.7606669870767916,0.8203029990724519,0.998673,0.0337921,0.119118,83,0.00747927,0.0219119,0.130288,47,0.893956,0.279101,0.00796788
63,0.8394029589424845,0.8684977994591442,0.8701893824155765,0.8666509043622177,0.8424348999108713,0.997931,0.0397089,0.16799,55,0.00619394,0.0428415,0.23038,79,0.401743,0.147413,0.00173942
64,0.5914559626300209,0.7208044197205177,0.597742535324703,0.7207419075721607,0.7099760944803226,0.995016,0.0117342,0.21438,14,0.00683094,0.0323353,0.395227,90,1.44898,0.308103,0.00963546
65,0.8654756780025828,0.8900936161210133,0.8914893617021277,0.8558165864704217,0.8553201343058933,0.990277,0.0155854,0.143372,72,0.00539662,0.0311778,0.452539,25,1.64683,0.572093,0.003835
66,0.0,0.0,0.0,0.0,0.0,0.993659,0.0499624,0.150108,60,0.00067679,0.0201259,0.456204,18,2.6627,0.312736,0.00115033
67,0.07538975984713592,0.4183799851374783,9.506607091924746E-5,0.09542220392802536,1.2042679255275246E-4,0.983271,0.0444685,0.137155,53,0.00715091,0.0283247,0.263967,66,2.09355,0.31998,0.00883938
68,0.9674255990449391,0.9903346115459368,0.8522446607583902,0.8907612538298374,0.8511810116372854,0.986796,0.00623651,0.210041,91,0.00129834,0.0120577,0.402861,92,0.761876,0.484797,0.00676418
69,0.5188690405773098,0.4897137513637072,0.489255214244516,0.5177421082429269,0.5323954138559006,0.995946,0.00387115,0.267342,21,0.00400222,0.0240471,0.416498,36,2.65621,0.672639,0.00312662
70,0.7769982993197279,0.8241028106832189,0.6246426140231449,0.6966759596826078,0.7167789344764237,0.990899,0.0180784,0.155317,39,0.00426026,0.0382996,0.357605,36,1.70831,0.447931,0.00698896
71,0.5834134405313292,0.39894439671044557,0.39441729601658526,0.20758256620566296,0.511984829032144,0.983349,0.0370819,0.277746,87,0.00992262,0.0468729,0.271302,6,1.73327,0.220401,0.00516106
72,0.8671346631281569,0.9921587201347226,0.953029863728617,0.9532744509712773,0.8524185359549524,0.987649,0.00332138,0.13821,77,0.00416683,0.0353242,0.478155,43,1.30659,0.543564,0.00450728
73,0.8649133293484758,0.8727167447491709,0.870691618584877,0.9525230487719051,0.8803217673190059,0.986533,0.0144363,0.197512,32,0.00192293,0.0386792,0.102163,53,0.704002,0.565234,0.00431164
74,0.6603631545665332,0.7888345311282362,0.631031421533691,0.7027378794217449,0.7205672928737247,0.983427,0.0176417,0.194942,73,0.00726465,0.011578,0.400637,12,1.2132,0.425427,0.00342621
75,0.5215716120439519,0.5883105535792299,0.4708406803063805,0.4682464181729078,0.4825817636754375,0.980269,0.00960201,0.050868,54,0.00280889,0.0231899,0.464689,5,1.69209,0.191715,0.00324368
76,0.9318275154004106,0.9981998199819982,0.9211959853567112,0.9687079504136964,0.9995665888131757,0.993126,0.0020135,0.0313653,81,0.00780165,0.0479272,0.332133,28,0.438929,0.431627,0.0061655
77,0.85579480140688,0.8889651893719297,0.8714855623100304,0.8643758104444182,0.8678170588093922,0.988514,0.0493543,0.253787,43,0.00520789,0.0324183,0.14224,3,1.53456,0.534775,0.00250514
78,0.8518345902889586,0.8842011243629486,0.847749114820435,0.8499346441973885,0.8865660178095672,0.983989,0.0132471,0.0571126,58,0.00752869,0.0436112,0.42428,45,1.2471,0.461034,0.00526873
79,0.5634345614305534,0.5701713266093058,0.6312428734321551,0.6628531128785802,0.7264121229089382,0.99216,0.00814934,0.12674,32,0.00375351,0.0223328,0.327073,19,1.02394,0.210534,0.00389663
80,0.8580029242280898,0.8898112409453814,0.8914893617021277,0.8551751445985887,0.8546868130596756,0.989754,0.0121133,0.24672,89,0.00241313,0.0355697,0.176577,67,0.369143,0.122577,0.00439669
81,0.6187224918180791,0.7136962447001818,0.5659983426425166,0.6603650851729885,0.6254636323631106,0.99557,0.00767272,0.243628,95,0.00470673,0.0294114,0.379977,26,1.13726,0.281464,0.00121222
82,0.2854561480828559,0.4646472552702985,0.41010211181525846,0.4418422199622257,0.48119571243762704,0.985176,0.0231319,0.232584,3,0.00383348,0.0494461,0.339022,73,2.52839,0.179252,0.00130548
83,0.1858087263111503,0.13313531003023393,0.2397322786735625,0.14868778815462824,0.3180132896764253,0.994832,0.0412337,0.0980083,8,0.00490762,0.0163537,0.28419,64,1.89023,0.185846,0.00371347
84,0.5861894108873975,0.6301673541329748,0.6531214411429755,0.604024286790007,0.47094693431557433,0.986873,0.0114264,0.0964451,16,0.00609707,0.0268767,0.266388,71,2.29965,0.107736,0.0015207
85,0.8749673600835581,0.891791637963012,0.8718830773909076,0.8800602801252881,0.8760925573667863,0.995443,0.0381752,0.141376,45,0.0059699,0.0275321,0.317599,57,2.50164,0.702484,0.00195656
86,0.8531121030910469,0.8760291572709633,0.8693056924126431,0.8749412455934196,0.8779185325319093,0.980983,0.0435973,0.220557,10,0.00339074,0.0264122,0.164392,73,1.1586,0.519401,0.0023007
87,0.8641365082094042,0.8898112409453814,0.8712869406670212,0.8548245738033983,0.888613563644237,0.989187,0.011981,0.113658,46,0.00887208,0.0140161,0.412521,87,1.41735,0.552725,0.00423321
88,0.7663277073068455,0.8347481085071047,0.7031161070005691,0.7512422977539257,0.7666538239260259,0.990062,0.0268492,0.298288,69,0.00659852,0.0356193,0.247499,62,2.56847,0.611074,0.00985746
89,0.8654756780025828,0.9965114435223849,0.8714855623100304,0.8499830057214071,0.8887418493299006,0.990802,0.0209186,0.111675,70,0.00817296,0.0116785,0.35263,21,1.2572,0.625325,0.00038132
90,0.5565567243619295,0.6086977391638266,0.49400605519679386,0.6397149848855621,0.5858345599057992,0.981142,0.0476322,0.173371,73,0.00602111,0.0228662,0.281,92,1.62745,0.499767,0.00757652
91,0.8803694345212163,0.891791637963012,0.8718830773909076,0.886753146977129,0.8827381955647589,0.995819,0.0461769,0.23854,71,0.000344763,0.0278675,0.488353,29,0.771019,0.50443,0.00815532
92,0.9715680397362336,0.9934395995257542,0.9803161348046525,0.953932901043135,0.9961605835912941,0.98793,0.00541568,0.0590352,51,0.000116049,0.0136324,0.337099,57,1.1661,0.715058,0.0077578
93,0.6323110050631437,0.761460479017731,0.5694548210708679,0.5899680371930844,0.6327277355308791,0.9973,0.0105204,0.182438,63,0.00665843,0.0348871,0.387745,34,1.37744,0.291303,0.00633795
94,0.7353139265135075,0.788049824834566,0.611098418805988,0.6357214503702755,0.6305679878552382,0.995143,0.0218529,0.262101,35,0.00635167,0.0155126,0.244772,21,2.25497,0.359872,0.000570025
95,0.8799337806046876,0.9993639014047178,0.8720819709527793,0.8929967378846211,0.8797350993377484,0.996199,0.0425302,0.163832,67,0.000291294,0.0413493,0.108973,54,1.79579,0.730114,0.00332984
96,0.8557066824364281,0.8842011243629486,0.8698991201456311,0.8760221189481734,0.8724373576309795,0.983,0.0307073,0.0794052,41,0.00425301,0.0215167,0.14855,40,0.475784,0.643808,0.00612484
97,0.5402941683707408,0.5500029173230643,0.5127402771569065,0.5158123404093145,0.5276996923729713,0.991271,0.00420113,0.0201772,91,0.00867514,0.0207907,0.451652,22,2.07453,0.465673,0.00361085
98,0.8544411389715257,0.885317481193119,0.8906771940479805,0.8702814910782639,0.8664427114577085,0.984949,0.0392692,0.055366,40,0.00759469,0.0419907,0.150862,20,0.986552,0.778666,0.00278457
99,0.0,0.0,0.0,0.0,0.0,0.993322,0.0418255,0.0771644,79,0.00328855,0.0178938,0.445449,18,2.01408,0.1192,0.00489678
100,0.8449609145162646,0.8694215742828675,0.8691080630494089,0.8678284103587997,0.871309178859647,0.980498,0.0411722,0.166606,84,0.00219879,0.0331361,0.281636,74,1.12373,0.594001,0.00688376
101,0.8003152279340446,0.840788096646494,0.8060690188360978,0.6859677573213775,0.8979467509025271,0.983839,0.0328051,0.0668699,53,0.00655506,0.0482048,0.295553,80,2.18224,0.562575,0.00861201
102,0.78228029759432,0.7470594001176241,0.8114838752665245,0.7502580758868999,0.624756100498639,0.996441,0.025762,0.225248,61,0.00479284,0.0297234,0.348836,89,1.46807,0.0740743,0.00159324
103,0.9309099860507097,0.9002268115076997,0.9554538187631713,0.9706671256651893,0.9046788850872796,0.980724,0.0015605,0.116847,70,0.00280305,0.0406771,0.391038,70,0.303549,0.683165,0.00958706
104,0.7155774604160199,0.6590162373220323,0.6414240571417886,0.8757312950169043,0.6612599107592491,0.985592,0.0334271,0.2412,16,0.0073893,0.0415895,0.300236,24,1.74868,0.239923,0.00851691
105,0.8651461278293296,0.891791637963012,0.8718830773909076,0.8610074892502206,0.8759660062113297,0.99435,0.0254846,0.207931,48,0.00829205,0.0153184,0.222815,30,2.55587,0.69673,0.00512533
106,0.8528640139921294,0.8844420885237212,0.868135838150289,0.8735222839579146,0.8652711198901549,0.997422,0.0470294,0.147629,75,0.00125583,0.0390563,0.184073,11,1.10389,0.74211,0.00986937
107,0.25668506320099693,0.299770437965149,0.21718896234599294,0.2121126052450304,0.22121776563599482,0.989442,0.00462583,0.105839,99,0.00918977,0.041036,0.208032,35,2.98916,0.0932841,0.00926463
108,0.8784147081779551,0.8852207090244291,0.8718830773909076,0.886753146977129,0.8826106844500085,0.994251,0.0406695,0.228215,38,0.00169896,0.018075,0.310154,46,2.26784,0.761054,0.000268945
109,1.7617264919622677E-4,0.2040545912283026,0.0,2.0683745530836184E-4,0.0,0.986005,0.0457815,0.276631,79,0.00673978,0.0289821,0.115696,69,2.1328,0.34497,0.00595058
110,0.01497533474277657,0.1406225144493345,0.0,0.005875926418047017,0.0,0.992679,0.0345378,0.22668,92,0.00799554,0.0245992,0.113194,97,1.65971,0.158743,0.00810506
111,0.8134877947869259,0.8583539214261493,0.8210043552857331,0.6843132587479172,0.7835376869896177,0.980614,0.0357374,0.275355,96,0.003498,0.0125315,0.125831,39,1.84356,0.522419,0.000752972
112,0.805548539193399,0.8783074394188451,0.8852677213264375,0.8936044449698546,0.841726117165896,0.997704,0.02457,0.0992848,78,0.00360559,0.0490152,0.49189,33,1.33668,0.622612,0.00579355
113,0.09744555930421062,0.28483761329305135,0.15351509176399214,0.2210815479814786,0.15943226733740568,0.988443,0.0275989,0.262725,97,0.00933379,0.0363706,0.181307,31,2.88323,0.112769,0.00193058
114,0.8686992225037128,0.8907500662602703,0.8920994601171014,0.8936044449698546,0.8879549122088682,0.996898,0.00987885,0.039005,47,0.00560317,0.0430791,0.15841,7,2.59066,0.766731,0.00303575
115,0.3708872103443861,0.4436840751222022,0.06770991209457411,0.2787425584434442,0.42282598564637897,0.985886,0.0291029,0.162444,86,0.00366557,0.0271508,0.139129,32,2.37807,0.142528,0.00287881
116,0.39693541828398216,0.3783236008267614,0.38353886656505476,0.3697357781323076,0.39460651514719447,0.988056,0.00458862,0.248403,44,0.00258923,0.0336214,0.190001,2,1.90656,0.320507,0.00952823
117,0.5777438221191844,0.7217011828656739,0.630007365149113,0.675742857440015,0.6646125584502338,0.994096,0.0110566,0.124921,92,0.000606213,0.0190053,0.359843,53,1.88379,0.381514,0.00236502
118,0.6583393596739202,0.7592385681771157,0.7164587298230775,0.8038496304567448,0.7685876724542918,0.982644,0.0279,0.251795,42,0.0097295,0.0131768,0.170588,63,0.855254,0.0663764,0.00867381
119,0.8246513535684987,0.891791637963012,0.89189600121636,0.8593434702287907,0.8567882906914709,0.993186,0.0201829,0.140816,65,0.00686327,0.0443288,0.326395,52,0.530393,0.272918,0.000485703
120,0.8758821991809707,0.891791637963012,0.8718830773909076,0.886753146977129,0.8762191450933172,0.996026,0.0299678,0.146675,98,0.00237755,0.0145447,0.312815,51,2.78203,0.707958,0.000176026
121,0.5777577333262588,0.630255320631161,0.555307373216113,0.5328629810152996,0.5402796633179473,0.991447,0.00599939,0.153141,90,0.00589085,0.0226202,0.354292,93,2.90673,0.559567,0.00668824
122,0.6573309321244489,0.8040348382509777,0.6691416297631991,0.5959545580493211,0.7057456995921263,0.997004,0.0204957,0.124072,51,0.00922307,0.0446484,0.388208,80,2.32135,0.398792,0.00445703
123,0.8640279791862151,0.8864366605214643,0.870691618584877,0.8906038291605302,0.8803217673190059,0.98634,0.0473055,0.19243,21,0.00265534,0.0144416,0.372909,95,1.67717,0.634226,0.00893504
124,0.8618225134008338,0.885317481193119,0.8906771940479805,0.8904464601248675,0.8865660178095672,0.9852,0.0290429,0.0304414,25,0.00303989,0.0393099,0.173828,13,1.93523,0.690233,0.0066271
125,0.0011009335916857266,0.02020469150821147,0.0,0.0,0.0,0.984795,0.0490854,0.101316,45,0.00640245,0.0220549,0.460516,77,2.86176,0.078665,0.00185816
126,0.8653566851772747,0.8861566004949712,0.8712869406670212,0.8707429884515673,0.8674418045979773,0.987154,0.0444428,0.0627935,31,0.00900287,0.0340691,0.160016,43,0.642597,0.782056,0.00967082
127,0.7242374838665852,0.7906488966571991,0.6197563611356716,0.6367082210242587,0.7662995340239535,0.988237,0.0232491,0.118419,85,0.00791891,0.0485434,0.291001,15,1.61182,0.407504,0.000898385
128,0.5374788984353347,0.7589748015188126,0.6425292886213219,0.691515177317042,0.6340795658283666,0.99203,0.0184983,0.073628,95,0.00810798,0.0234053,0.211092,3,1.84838,0.0567612,0.00164608
129,0.8539752128825563,0.9823875775102913,0.8698991201456311,0.8884057119351237,0.8845278862041716,0.981638,0.0324113,0.0644672,8,0.00513684,0.0205395,0.200868,69,0.578924,0.248788,0.00263046
130,0.799559277214632,0.8750123456790123,0.8297519030629861,0.7990628078489843,0.7818599311136625,0.990611,0.0364204,0.0435375,39,0.00850469,0.0109193,0.168942,59,1.4926,0.505513,0.00473015
131,0.020301903303434732,0.02651994933502222,0.0,0.0,4.817071702112319E-5,0.981985,0.0486518,0.279797,17,0.00958939,0.0148571,0.194697,25,2.85214,0.0972854,0.00902514
132,0.7710406132767901,0.8105874757908328,0.7449035812672176,0.7929360018892431,0.7907499435283487,0.987309,0.0382796,0.0920699,58,0.00231368,0.0402136,0.235446,9,2.16381,0.459271,0.00417059
133,0.8830589570999919,0.8986788516936526,0.8229593861621908,0.7091493303937895,0.8887418493299006,0.991574,0.031556,0.295212,40,0.00312271,0.0160642,0.239108,56,2.02899,0.601651,0.00746311
134,0.8490846982569852,0.9996818495148205,0.8137839628893306,0.8608265781488182,0.8696552887047431,0.997993,0.0148883,0.270256,4,0.00150381,0.0438983,0.368033,98,0.956376,0.575056,0.000686437
135,0.8645824374301195,0.8898112409453814,0.8714855623100304,0.8781918971516188,0.8750811707833281,0.98972,0.043364,0.205013,76,0.00391494,0.0156572,0.231365,91,1.34819,0.738854,0.00551482
136,0.07162292635829015,0.18799597926145384,0.0,3.5460468964698677E-4,0.0,0.989585,0.0352948,0.258779,29,0.00565537,0.0476632,0.118488,78,2.78545,0.0523105,0.00355043
