max_value,0.7626262626262627,0.7200520833333333,0.5420560747663552,0.5797101449275363,0.7143047771550574,0.70625,0.30707070707070705
index_set,0,90,377,11,396,383,115
mean_value,0.5326565656565657,0.4360598958333334,0.41485981308411213,0.461263768115942,0.2907045636509207,0.2631,0.1415878787878788

experiment,breast_CE,diabetes_CE,glass_CE,liver_CE,pendigits_CE,shape_CE,vowel_CE,a_t,lp,dsbeta,age_wins,e_b,epsilon_ds,minwd,epochs,gamma,h_threshold,tau
43,0.7626262626262627,0.5807291666666667,0.4532710280373832,0.4956521739130435,0.2975713904456899,0.125,0.09090909090909094,0.7945,0.0119815,0.42281,35,0.00191876,0.0657112,0.0339851,94,2.3993,0.797847,0.000651403
44,0.40909090909090906,0.30338541666666663,0.4392523364485982,0.4869565217391304,0.08793701627969042,0.35,0.15555555555555556,0.952147,0.0919863,0.172615,49,0.00680809,0.0408052,0.399337,20,3.65653,0.186176,0.0085565
45,0.5303030303030303,0.38541666666666663,0.40654205607476634,0.4,0.39845209500934076,0.25,0.1515151515151515,0.816446,0.061418,0.471246,6,0.00740989,0.072526,0.172388,23,2.04793,0.339705,0.00262796
46,0.4292929292929293,0.36067708333333337,0.48130841121495327,0.4521739130434783,0.5320256204963971,0.35624999999999996,0.13636363636363635,0.867857,0.042874,0.0688391,28,0.00331079,0.0611405,0.303953,12,0.915625,0.26942,0.000520884
47,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5797101449275363,0.10408326661329059,0.125,0.09090909090909094,0.718227,0.0482089,0.242094,59,0.00865444,0.0762734,0.441316,73,3.17743,0.54526,0.00981131
48,0.7626262626262627,0.6510416666666667,0.46261682242990654,0.45507246376811594,0.10408326661329059,0.125,0.09090909090909094,0.760255,0.0233694,0.272542,28,0.00153584,0.0829716,0.0809899,57,2.49145,0.537302,0.0056824
49,0.15656565656565657,0.36588541666666663,0.3130841121495327,0.3449275362318841,0.0,0.23750000000000004,0.03131313131313129,0.989982,0.0995673,0.128658,19,0.00262434,0.0374163,0.386902,3,0.356331,0.238589,0.00175914
50,0.5151515151515151,0.29817708333333337,0.4532710280373832,0.3971014492753623,0.1841473178542834,0.45625000000000004,0.18181818181818177,0.922612,0.0896241,0.410217,42,0.000108528,0.0993002,0.181203,98,1.42585,0.396737,0.00196311
51,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5797101449275363,0.10408326661329059,0.125,0.09090909090909094,0.705756,0.0201648,0.141625,51,0.00382042,0.0873004,0.176067,79,2.07023,0.428287,0.000688034
52,0.297979797979798,0.30078125,0.485981308411215,0.4318840579710145,0.2931678676274353,0.34375,0.1767676767676768,0.88498,0.0620346,0.414713,88,0.00170962,0.0991058,0.436121,87,2.92071,0.0165093,0.00959663
53,0.43939393939393945,0.7174479166666667,0.44859813084112155,0.4956521739130435,0.6079530290899386,0.23124999999999996,0.1525252525252525,0.870062,0.0473927,0.314343,96,0.000434558,0.0130666,0.167208,6,0.782517,0.775921,0.00722996
54,0.4444444444444444,0.47135416666666663,0.4299065420560748,0.48985507246376814,0.6717373899119295,0.25,0.1636363636363637,0.864722,0.0275908,0.285115,43,0.00212755,0.0429718,0.438612,53,0.290114,0.121916,0.00932397
55,0.303030303030303,0.46354166666666663,0.4579439252336449,0.5391304347826087,0.6034160661862824,0.38749999999999996,0.17373737373737375,0.918585,0.068512,0.365897,8,0.000631907,0.035895,0.149537,65,0.196718,0.345882,0.00411982
56,0.5202020202020202,0.41276041666666663,0.4532710280373832,0.4434782608695652,0.37163063784360817,0.25,0.16969696969696968,0.866204,0.0845655,0.309122,100,0.0095313,0.0990766,0.118362,25,3.01478,0.617261,0.00532644
57,0.38888888888888884,0.36848958333333337,0.4392523364485982,0.48985507246376814,0.6478516146250334,0.375,0.19999999999999996,0.891579,0.0502027,0.207403,80,0.00548804,0.081604,0.285297,87,0.668173,0.474989,0.00203123
58,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.536231884057971,0.10408326661329059,0.125,0.09090909090909094,0.734994,0.0906798,0.341167,87,0.00683282,0.0172177,0.136919,70,0.272383,0.511306,0.00313648
59,0.7626262626262627,0.6510416666666667,0.4392523364485982,0.5797101449275363,0.10408326661329059,0.125,0.09090909090909094,0.730628,0.0894055,0.230994,35,0.00736756,0.093356,0.197867,82,0.660624,0.712502,0.00663969
60,0.3484848484848485,0.35546875,0.48130841121495327,0.35942028985507246,0.45089404857219106,0.35624999999999996,0.19494949494949498,0.886274,0.0142854,0.498838,10,0.00827842,0.0590413,0.446709,58,3.74391,0.578784,0.00512762
61,0.2272727272727273,0.26041666666666663,0.47663551401869164,0.5333333333333333,0.04470242860955431,0.45625000000000004,0.13030303030303025,0.972111,0.0769645,0.0647383,86,0.00358252,0.044867,0.128691,48,1.54091,0.664023,0.00570261
62,0.7626262626262627,0.6510416666666667,0.43457943925233644,0.527536231884058,0.10408326661329059,0.125,0.09090909090909094,0.752274,0.0171772,0.327292,43,0.000767512,0.0236464,0.339977,43,0.54674,0.628944,0.00465937
63,0.3282828282828283,0.30078125,0.44859813084112155,0.4405797101449276,0.4906591940218842,0.55625,0.20404040404040402,0.937818,0.0252302,0.475772,60,0.00104479,0.0673289,0.489434,96,2.96017,0.66756,0.00912506
64,0.303030303030303,0.27864583333333337,0.46261682242990654,0.4057971014492754,0.17480651187616758,0.55,0.18181818181818177,0.926465,0.0743932,0.490525,52,0.00167041,0.0701599,0.107331,40,1.63018,0.0269614,0.00139459
65,0.2727272727272727,0.28125,0.4392523364485982,0.4057971014492754,0.07659460902054982,0.43125,0.16969696969696968,0.957965,0.0935314,0.381718,29,0.0061508,0.0560053,0.132967,28,1.19735,0.399822,0.00118579
66,0.33838383838383834,0.296875,0.5,0.5101449275362319,0.10408326661329059,0.34375,0.18787878787878787,0.893389,0.0933438,0.421606,76,0.00659329,0.097797,0.379456,63,2.65123,0.0951231,0.00525754
67,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5043478260869565,0.10408326661329059,0.125,0.09090909090909094,0.733164,0.091441,0.20275,23,0.00927501,0.061071,0.371727,42,3.96569,0.697081,0.00266042
68,0.7626262626262627,0.5299479166666667,0.3551401869158879,0.527536231884058,0.10408326661329059,0.125,0.09090909090909094,0.763206,0.0740827,0.276589,62,0.00661371,0.0708059,0.239443,85,1.23216,0.652475,0.00802388
69,0.7626262626262627,0.56640625,0.3551401869158879,0.44637681159420295,0.10408326661329059,0.125,0.09090909090909094,0.759589,0.0715072,0.489165,17,0.00494884,0.0479791,0.0180897,54,3.80609,0.741695,0.00151285
70,0.7626262626262627,0.41145833333333337,0.3551401869158879,0.408695652173913,0.27595409661062187,0.125,0.09090909090909094,0.786461,0.0161156,0.260719,13,0.00636891,0.0346747,0.177593,3,3.25374,0.496249,0.00319596
71,0.0,0.02604166666666663,0.21028037383177567,0.060869565217391286,0.0,0.0,0.0,0.998329,0.057146,0.266516,72,0.00218584,0.0173851,0.385371,33,2.09736,0.416996,0.0070155
72,0.7626262626262627,0.5729166666666667,0.4579439252336449,0.47246376811594204,0.20483053109153992,0.125,0.09090909090909094,0.763921,0.0567567,0.210696,65,0.00697336,0.0651861,0.0804069,54,3.12283,0.172736,0.000872143
73,0.7626262626262627,0.54296875,0.35046728971962615,0.5449275362318841,0.3953829730451027,0.125,0.09090909090909094,0.821082,0.0737108,0.467395,92,0.00121084,0.0201702,0.203489,76,1.1362,0.556785,0.00292402
74,0.7626262626262627,0.36067708333333337,0.4112149532710281,0.4405797101449276,0.42100346944222045,0.25,0.09090909090909094,0.807889,0.02636,0.195627,96,0.000578539,0.0806962,0.363831,27,3.90411,0.418122,0.00228371
75,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5797101449275363,0.10408326661329059,0.125,0.09090909090909094,0.70161,0.0494271,0.331553,17,0.00401306,0.086737,0.413436,65,2.80863,0.283563,0.0035804
76,0.29292929292929293,0.26171875,0.383177570093458,0.4260869565217391,0.45783293301307715,0.34375,0.19999999999999996,0.905867,0.0377792,0.0363283,83,0.00713437,0.0735114,0.321615,88,2.61764,0.127524,0.00458627
77,0.33838383838383834,0.33854166666666663,0.485981308411215,0.45507246376811594,0.5789965305577796,0.56875,0.24545454545454548,0.939953,0.0496477,0.21805,29,0.00534184,0.0447292,0.183613,30,1.03488,0.602113,0.00887324
78,0.3282828282828283,0.48046875,0.4299065420560748,0.4608695652173913,0.19388844408860417,0.51875,0.2161616161616161,0.949522,0.0776141,0.0351866,63,0.00281044,0.0647933,0.359679,39,0.490451,0.724597,0.00342828
79,0.33838383838383834,0.34244791666666663,0.5186915887850467,0.47536231884057967,0.6668001067520684,0.575,0.24949494949494955,0.935759,0.0426078,0.0601932,99,0.00760516,0.0578771,0.353424,48,1.21939,0.560525,0.00901414
80,0.2777777777777778,0.26302083333333337,0.5093457943925234,0.43768115942028984,0.5904723779023219,0.54375,0.24949494949494955,0.931654,0.0235147,0.293185,37,0.00682494,0.0624213,0.498717,10,1.95411,0.752585,0.00106219
81,0.38888888888888884,0.53125,0.4953271028037384,0.5536231884057972,0.5733920469709101,0.25,0.12828282828282833,0.87891,0.0679619,0.012992,92,0.00480998,0.0645098,0.482369,37,0.424742,0.350898,0.00437393
82,0.4444444444444444,0.32682291666666663,0.4112149532710281,0.4492753623188406,0.3626901521216973,0.125,0.1333333333333333,0.845801,0.0440985,0.315613,54,0.00186921,0.0460671,0.470077,29,2.67087,0.215862,0.00469666
83,0.7626262626262627,0.45703125,0.4439252336448598,0.4666666666666667,0.433947157726181,0.23124999999999996,0.09090909090909094,0.826142,0.0190579,0.215132,26,0.00072743,0.0619413,0.0552155,61,0.960561,0.0796733,0.00921023
84,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5797101449275363,0.10408326661329059,0.125,0.09090909090909094,0.710034,0.0943032,0.257488,88,0.00596621,0.0688876,0.0466825,86,3.13243,0.330836,0.00183432
85,0.19191919191919193,0.2109375,0.4392523364485982,0.4231884057971015,0.1706698692287163,0.58125,0.22323232323232323,0.969942,0.0516639,0.117575,16,0.0028282,0.0680291,0.0759747,68,0.934721,0.253469,4.80436e-05
86,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5014492753623188,0.10408326661329059,0.125,0.09090909090909094,0.737299,0.0605486,0.0908279,56,0.00196348,0.0771698,0.113153,2,2.19162,0.47921,0.00376485
87,0.30808080808080807,0.23697916666666663,0.43457943925233644,0.42898550724637685,0.1848145182812917,0.34375,0.16969696969696968,0.884661,0.0801869,0.493268,88,0.00556919,0.0683145,0.231657,98,2.21782,0.162405,0.00581635
88,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5797101449275363,0.10408326661329059,0.125,0.09090909090909094,0.73186,0.0800176,0.258656,64,0.00125903,0.0511795,0.213794,56,0.737071,0.612732,0.00498104
89,0.7626262626262627,0.515625,0.42056074766355145,0.5391304347826087,0.10408326661329059,0.125,0.09090909090909094,0.754978,0.0522046,0.357182,44,0.000179749,0.0419072,0.187955,83,2.32619,0.214757,0.00561668
90,0.7626262626262627,0.7200520833333333,0.3551401869158879,0.527536231884058,0.3039765145449693,0.125,0.1636363636363637,0.794154,0.070417,0.244189,28,0.00315954,0.0245307,0.362918,81,2.29273,0.742801,0.00272397
91,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5797101449275363,0.10408326661329059,0.125,0.09090909090909094,0.70854,0.0805446,0.0890203,78,0.005301,0.0871184,0.166232,99,3.97663,0.407096,0.00864664
92,0.21717171717171713,0.2109375,0.44859813084112155,0.33913043478260874,0.603549506271684,0.65,0.28080808080808084,0.975214,0.0312642,0.360022,7,0.00937219,0.0646242,0.251599,35,3.20296,0.745623,0.000958373
93,0.7626262626262627,0.5377604166666667,0.3551401869158879,0.527536231884058,0.4024552975713904,0.125,0.18181818181818177,0.810324,0.0724064,0.491426,56,0.00932756,0.0240444,0.215409,17,1.31147,0.582725,0.000760132
94,0.3787878787878788,0.34765625,0.44859813084112155,0.4492753623188406,0.09007205764611692,0.60625,0.2151515151515152,0.953922,0.0842107,0.237908,41,0.00406219,0.0567632,0.158638,95,2.99654,0.287844,0.000630192
95,0.45959595959595956,0.34895833333333337,0.4953271028037384,0.5391304347826087,0.19935948759007205,0.33125000000000004,0.23636363636363633,0.908539,0.0808733,0.352421,67,0.00967576,0.0372192,0.292886,60,1.01217,0.379472,0.00993005
96,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5797101449275363,0.10408326661329059,0.125,0.09090909090909094,0.719438,0.0665024,0.380604,71,0.00577762,0.0970591,0.280178,6,1.84258,0.144692,0.00766891
97,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5797101449275363,0.10408326661329059,0.125,0.09090909090909094,0.723434,0.0783896,0.166833,100,0.00894502,0.055148,0.450228,60,1.75474,0.669673,0.00346293
98,0.5505050505050505,0.42057291666666663,0.4392523364485982,0.4434782608695652,0.46557245796637314,0.125,0.14848484848484844,0.834259,0.0729268,0.479952,75,0.00901067,0.0739248,0.175192,18,0.999974,0.286576,0.00309567
99,0.7626262626262627,0.5338541666666667,0.3878504672897196,0.527536231884058,0.39338137176407795,0.125,0.09090909090909094,0.795776,0.0243234,0.175461,36,0.00264544,0.0698505,0.439492,29,2.37951,0.7231,0.00586142
100,0.4494949494949495,0.296875,0.44859813084112155,0.41159420289855075,0.5165465705898051,0.25,0.19999999999999996,0.874223,0.0520533,0.158704,23,0.00424048,0.0789845,0.358291,97,1.59218,0.0916774,0.00363024
101,0.5101010101010102,0.30729166666666663,0.5046728971962617,0.44637681159420295,0.5157459300773952,0.25,0.1636363636363637,0.876723,0.0705797,0.0851121,95,0.00566256,0.0854157,0.276874,44,3.40914,0.645308,0.00481623
102,0.7626262626262627,0.40755208333333337,0.3551401869158879,0.4666666666666667,0.20629837203095813,0.125,0.09090909090909094,0.796655,0.075004,0.358426,90,0.00333466,0.0819693,0.333581,45,3.70186,0.3674,0.00312351
103,0.3484848484848485,0.265625,0.48130841121495327,0.48115942028985503,0.10408326661329059,0.4625,0.19696969696969702,0.894773,0.0837178,0.289565,70,0.00935387,0.0468985,0.00234626,55,3.86609,0.0473661,0.00689589
104,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5797101449275363,0.10408326661329059,0.125,0.09090909090909094,0.703251,0.0462392,0.229779,13,0.00526063,0.0844198,0.397985,22,3.81703,0.421146,0.00619432
105,0.5202020202020202,0.34375,0.43457943925233644,0.43768115942028984,0.4597010942087003,0.25,0.15050505050505047,0.856679,0.0778713,0.0466659,87,0.00484037,0.0640028,0.209295,19,3.61635,0.648925,0.0039259
106,0.398989898989899,0.32291666666666663,0.39252336448598135,0.44637681159420295,0.4942620763277289,0.23124999999999996,0.19797979797979803,0.873973,0.0371545,0.136723,20,0.00378586,0.0348777,0.288391,22,2.75945,0.19255,0.00882417
107,0.5303030303030303,0.43489583333333337,0.47663551401869164,0.408695652173913,0.48545503069121965,0.23124999999999996,0.16666666666666663,0.863765,0.0597595,0.178533,71,0.00207311,0.0599679,0.23422,89,2.53218,0.430289,0.00907157
108,0.7626262626262627,0.40755208333333337,0.46261682242990654,0.4144927536231884,0.40619161996263675,0.125,0.09090909090909094,0.803387,0.0266126,0.209689,98,0.00832883,0.0836293,0.309053,69,3.89217,0.466916,0.0029039
109,0.7626262626262627,0.42317708333333337,0.4532710280373832,0.4492753623188406,0.4701094208700294,0.125,0.14343434343434347,0.828791,0.0111171,0.151487,17,0.00491194,0.0733138,0.160281,21,3.98196,0.751078,0.00275335
110,0.7626262626262627,0.48697916666666663,0.4532710280373832,0.45507246376811594,0.4603682946357086,0.125,0.14646464646464652,0.806217,0.014464,0.319973,22,0.000859545,0.0912357,0.0639857,41,2.97873,0.210905,0.00815537
111,0.18686868686868685,0.21744791666666663,0.40654205607476634,0.43768115942028984,0.029089938617560707,0.63125,0.24848484848484853,0.975066,0.0551878,0.409438,40,0.00538461,0.0489026,0.109474,44,1.99597,0.425394,0.00258696
112,0.19696969696969702,0.28645833333333337,0.3878504672897196,0.3797101449275362,0.2061649319455564,0.5375,0.23232323232323238,0.950779,0.0578252,0.0336798,30,0.000272192,0.0406352,0.147442,63,2.96743,0.335165,0.00535602
113,0.3939393939393939,0.35026041666666663,0.4252336448598131,0.4,0.17760875366960238,0.34375,0.15555555555555556,0.896453,0.0952145,0.039861,28,0.00834747,0.0413202,0.462392,53,1.75093,0.294418,0.00325649
114,0.7626262626262627,0.5104166666666667,0.4439252336448598,0.4405797101449276,0.3924472911662663,0.125,0.09090909090909094,0.815218,0.0460301,0.00852472,48,0.00300166,0.0295217,0.253026,85,2.17886,0.523763,0.00962014
115,0.23737373737373735,0.23828125,0.48130841121495327,0.2811594202898551,0.404190018681612,0.6625,0.30707070707070705,0.959716,0.0527123,0.253293,12,0.00410674,0.0816634,0.231331,5,0.189581,0.00860517,0.00554038
116,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5217391304347826,0.10408326661329059,0.125,0.09090909090909094,0.752749,0.050583,0.00692323,89,0.00194346,0.0202867,0.035995,9,1.89116,0.104809,0.00231881
117,0.7626262626262627,0.359375,0.4579439252336449,0.4695652173913043,0.352014945289565,0.125,0.1393939393939394,0.817323,0.0787751,0.153624,84,0.00321174,0.0627251,0.279059,95,3.46995,0.231651,0.00384587
