max_value,0.7626262626262627,0.7239583333333333,0.5373831775700935,0.5797101449275363,0.6898852415265546,0.6875,0.31414141414141417
index_set,0,140,213,0,97,220,253
mean_value,0.5346363636363636,0.4651588541666667,0.42430841121495333,0.4744289855072463,0.3637915665866026,0.2799875,0.15092323232323232

experiment,breast_CE,diabetes_CE,glass_CE,liver_CE,pendigits_CE,shape_CE,vowel_CE,a_t,lp,dsbeta,age_wins,e_b,e_n,epsilon_ds,minwd,epochs
0,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5797101449275363,0.10408326661329059,0.125,0.09090909090909094,0.70029,0.0584993,0.402191,59,0.00524479,0.292687,0.0220384,0.100553,74
1,0.24242424242424243,0.21484375,0.46261682242990654,0.35652173913043483,0.4029890579129971,0.46875,0.2646464646464647,0.948513,0.0355563,0.0908168,22,0.00163782,0.416502,0.034053,0.207709,34
2,0.06060606060606055,0.07552083333333337,0.3457943925233645,0.15652173913043477,0.22538030424339472,0.48750000000000004,0.13131313131313127,0.991933,0.187655,0.485666,10,0.000863062,0.948107,0.0833717,0.176869,58
3,0.7626262626262627,0.7122395833333333,0.43457943925233644,0.5217391304347826,0.30771283693621565,0.125,0.09090909090909094,0.790904,0.166619,0.14638,79,0.00348795,0.499689,0.0315226,0.306511,2
4,0.41414141414141414,0.43619791666666663,0.5093457943925234,0.4782608695652174,0.5911395783293301,0.35624999999999996,0.20606060606060606,0.890841,0.0464303,0.335913,74,0.00547638,0.430523,0.0313946,0.423113,25
5,0.202020202020202,0.234375,0.4719626168224299,0.3536231884057971,0.36148919135308244,0.6625,0.2585858585858586,0.967719,0.19245,0.37212,25,0.000711615,0.950152,0.0645563,0.0340115,47
6,0.3434343434343434,0.3515625,0.44859813084112155,0.5014492753623188,0.5585801974913264,0.4625,0.18585858585858583,0.939297,0.102163,0.0357119,11,0.00157839,0.528816,0.0552005,0.0103044,66
7,0.5909090909090908,0.44791666666666663,0.4299065420560748,0.4869565217391304,0.5887376567921003,0.24375000000000002,0.18484848484848482,0.868695,0.140856,0.278613,12,0.00655916,0.300866,0.0454045,0.455526,13
8,0.7626262626262627,0.6510416666666667,0.36448598130841126,0.527536231884058,0.10408326661329059,0.125,0.09090909090909094,0.746464,0.180096,0.23832,42,0.00781136,0.250106,0.0473176,0.0833863,19
9,0.03535353535353536,0.0703125,0.30841121495327106,0.20579710144927532,0.21897518014411532,0.44999999999999996,0.101010101010101,0.995538,0.0889799,0.270464,71,0.00856448,0.926277,0.0581466,0.369804,35
10,0.7626262626262627,0.5533854166666667,0.3551401869158879,0.5217391304347826,0.20589805177475318,0.125,0.09090909090909094,0.774847,0.00161804,0.361019,59,0.00805119,0.184481,0.0467944,0.13688,93
11,0.30808080808080807,0.40625,0.5093457943925234,0.4144927536231884,0.5162796904190019,0.51875,0.19292929292929295,0.930999,0.165461,0.0453002,71,0.00579633,0.0141159,0.0148162,0.440399,35
12,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5217391304347826,0.10408326661329059,0.125,0.13030303030303025,0.756569,0.0956253,0.476927,65,0.00334059,0.331491,0.0370239,0.462526,18
13,0.28787878787878785,0.26822916666666663,0.514018691588785,0.38550724637681155,0.43795036028823053,0.675,0.23737373737373735,0.954014,0.128336,0.117144,35,0.000274403,0.0182765,0.0995703,0.277249,62
14,0.38888888888888884,0.4453125,0.49065420560747663,0.45797101449275357,0.558313317320523,0.48124999999999996,0.203030303030303,0.914929,0.0439499,0.427863,45,0.000746736,0.76965,0.0516217,0.38323,39
15,0.7626262626262627,0.43619791666666663,0.43457943925233644,0.5449275362318841,0.3582866293034428,0.125,0.12828282828282833,0.830011,0.19929,0.0787328,44,0.00600104,0.0307099,0.0474543,0.272485,84
16,0.7626262626262627,0.5390625,0.3551401869158879,0.527536231884058,0.20696557245796632,0.125,0.09090909090909094,0.777309,0.0821077,0.0157758,42,0.00493363,0.819707,0.0689727,0.0646728,60
17,0.4040404040404041,0.32291666666666663,0.49065420560747663,0.3652173913043478,0.5879370162796904,0.33125000000000004,0.195959595959596,0.925088,0.140248,0.0268026,93,0.00517014,0.911969,0.0923001,0.0535642,67
18,0.43939393939393945,0.43359375,0.48130841121495327,0.4492753623188406,0.6198291966906859,0.125,0.14040404040404042,0.866581,0.0494893,0.073303,78,0.00297023,0.762353,0.0662188,0.449734,40
