max_value,0.9926502756146645,0.9993639014047178,0.9986328421692238,0.9993502274204029,0.9994222018922888
index_set,21,19,19,46,46
mean_value,0.6741490894904016,0.701180560509238,0.6594071555499326,0.66302232987287,0.6574104100712871

experiment,S1500_CE,S2500_CE,S3500_CE,S4500_CE,S5500_CE,a_t,lp,dsbeta,age_wins,e_b,epsilon_ds,minwd,epochs,gamma,h_threshold,tau
137,0.867027629588343,0.8920331295602445,0.6870806374311047,0.7501240448546194,0.8350889709585362,0.983022,0.0311742,0.201135,42,0.00689196,0.0371687,0.390843,97,2.43406,0.653637,0.0081012
138,0.8729638886494873,0.9980941288580656,0.8490156762668611,0.8064223609110791,0.8559543948277061,0.991434,0.012582,0.0763238,11,0.0033012,0.0154926,0.214393,1,0.663436,0.740172,0.0077579
139,0.799118554429264,0.891791637963012,0.8718830773909076,0.8733674132734472,0.8758394916111018,0.993498,0.0387137,0.0851218,36,0.0059047,0.0287844,0.281825,91,0.833714,0.460177,0.00573133
140,0.6631259484066767,0.5334359538207807,0.7787185598918496,0.7096903096903098,0.5985470058394315,0.985435,0.0322272,0.141535,95,0.00772471,0.0475755,0.488401,34,2.51914,0.36388,0.000745143
141,0.859628278027667,0.8779628948336574,0.8704933586337761,0.8501377720294663,0.8729397087401933,0.984255,0.0120788,0.243946,49,0.00154843,0.0227149,0.159519,22,0.810041,0.409819,0.00623344
142,0.6508759168333637,0.7671972946222368,0.5641174926081943,0.5946930519070415,0.6410781540170436,0.985206,0.0163019,0.0792024,19,0.00882152,0.0295707,0.181289,93,2.88187,0.469311,0.00843691
143,0.8165351918511143,0.8627002288329519,0.8240500105359275,0.7402419623367494,0.7288774459320289,0.98308,0.0358751,0.263957,84,0.00568081,0.0182611,0.145902,38,1.23008,0.288141,0.00431756
144,0.0,0.0,0.0,0.0,0.0,0.99895,0.0452726,0.0407432,51,0.00288525,0.030669,0.110404,10,2.79092,0.115432,0.00292923
145,0.5995130478212012,0.6990044390811533,0.6059959531445718,0.7286433481867056,0.7397472361117483,0.983761,0.0259559,0.237253,71,0.00905028,0.0158406,0.484153,16,1.89382,0.18233,0.00941943
146,0.8825477041038599,0.891791637963012,0.8718830773909076,0.8934460138289699,0.8828657435279952,0.99603,0.046935,0.0478874,71,0.00730164,0.0111592,0.418242,80,1.46333,0.57758,0.00267774
147,0.8738676559399534,0.9042220691847221,0.8785540519993918,0.8928128506466663,0.8562321796981849,0.992252,0.0182334,0.0714878,14,0.00374963,0.0233933,0.1192,93,0.41804,0.682551,0.00877666
148,0.0,0.0,0.0,0.0,0.0,0.986788,0.049095,0.139489,85,0.00877922,0.0187218,0.375332,72,2.76466,0.333932,0.00221495
149,7.050321670926119E-4,0.14717581543357194,0.0,0.0,0.0,0.990624,0.0439514,0.23028,24,0.00596332,0.0207496,0.413907,36,2.8446,0.304341,2.59659e-05
