max_value,0.9936026640960477,0.9993639014047178,0.9986328421692238,1.0,1.0
index_set,78,79,79,79,73
mean_value,0.6969205000140636,0.729529912518946,0.6889117928455428,0.6746718817453536,0.6793652201572361

experiment,S1500_CE,S2500_CE,S3500_CE,S4500_CE,S5500_CE,a_t,lp,dsbeta,age_wins,e_b,epsilon_ds,minwd,epochs,gamma,h_threshold,tau
68,0.6392762771579565,0.8416147442274464,0.757861460817481,0.7994260761072989,0.7346188088655639,0.982986,0.0271859,0.105955,4,0.00357386,0.0457507,0.480276,27,2.72396,0.507245,0.00277534
69,0.8334210295536262,0.8833448221008537,0.8923030118649224,0.8936044449698546,0.883385927299882,0.998406,0.0111708,0.298739,87,0.00294631,0.0335659,0.152736,39,2.33188,0.690861,0.00757341
70,0.8623573818306597,0.9949337695920629,0.9258560546735958,0.8548245738033983,0.853817526178313,0.988807,0.00895277,0.120687,42,0.00340918,0.0333748,0.346161,94,1.52812,0.708964,0.00026486
71,0.8686166076211872,0.891791637963012,0.89189600121636,0.8333925298705727,0.8891269287244542,0.993091,0.0286059,0.182615,61,0.00838367,0.0206976,0.350468,42,0.387119,0.553103,0.00807122
72,0.8725127056594022,0.8846581581316528,0.8714855623100304,0.885810850699569,0.8821010081566854,0.991255,0.0328889,0.244183,39,0.000895974,0.021723,0.208125,5,0.5741,0.585686,0.00153807
73,0.85218994119196,0.8642557929900843,0.9604441360166551,0.8936044449698546,1.0,0.998195,0.0049646,0.0539516,23,0.00374516,0.0468085,0.47611,10,0.513363,0.667448,0.00813678
74,0.8681665083340531,0.891791637963012,0.89189600121636,0.8586357698642586,0.8889985318539556,0.992494,0.0130613,0.26367,40,0.00352144,0.0273065,0.332852,16,0.654702,0.424016,0.00477514
75,0.7815674115257136,0.9137922327155195,0.840460964561684,0.7525886101154918,0.7510420690917224,0.994495,0.0264267,0.21392,88,0.00603363,0.0111641,0.202796,100,1.41823,0.369815,0.00417015
76,0.876135282415016,0.8852207090244291,0.8718830773909076,0.886753146977129,0.882483210167778,0.993462,0.0470557,0.233458,61,0.000846651,0.018026,0.174259,65,2.09902,0.779973,0.00130021
77,0.465326748593086,0.4521239380309845,0.38324120925111793,0.4493653954760277,0.5497886331611085,0.996598,0.0122052,0.137736,3,0.000107529,0.0224242,0.294186,79,1.96829,0.130251,0.00202255
78,0.9936026640960477,0.8923590858476059,0.8923030118649224,0.861363150772737,0.8585008715862871,0.997972,0.0179423,0.0276691,57,0.00485011,0.0228607,0.295452,97,1.90446,0.676378,0.00826092
79,0.9727897070329479,0.9993639014047178,0.9986328421692238,1.0,0.9646782701647573,0.997437,0.00203438,0.111907,7,0.00943844,0.0477407,0.365273,9,0.305839,0.255787,0.0017571
80,0.5258333535947871,0.6459218275923613,0.6382508445627739,0.5686677811523548,0.49700862384297295,0.989045,0.0166154,0.114611,47,0.00420977,0.0174199,0.170738,51,1.56653,0.10975,0.000669594
81,0.46467771326863583,0.5325330132052821,0.3949059890670992,0.44228260061249736,0.4583982067335829,0.980238,0.00789354,0.253117,59,0.00572681,0.0157366,0.274442,77,1.22924,0.0931523,0.00306192
82,0.799559277214632,0.7920663522179235,0.7653599495563108,0.7620631860169118,0.7818599311136625,0.99468,0.0322286,0.178488,34,0.00240951,0.0123343,0.149749,18,2.61728,0.603511,0.00910688
83,0.8630208788328819,0.8923590858476059,0.8720819709527793,0.8869103912992079,0.8773332691057106,0.996882,0.0341048,0.115623,45,0.00104012,0.0349474,0.12993,38,0.474823,0.672064,0.00379417
84,0.2823792212342867,0.25263883732032033,0.13386066321874046,0.0,0.1864957964974827,0.995784,0.0453482,0.22586,15,0.00400993,0.0347139,0.394908,66,1.48511,0.136745,0.00502352
85,0.862453531598513,0.891791637963012,0.8718830773909076,0.8733674132734472,0.8691957730544255,0.993231,0.0314182,0.220812,78,0.00678672,0.0136462,0.204375,87,0.539207,0.269387,0.00779815
86,0.6490711870361425,0.42314166973538847,0.5695301040875113,0.5395432639489065,0.539786463695358,0.987203,0.02696,0.239206,97,0.00166231,0.0440967,0.399896,4,2.4136,0.0754831,0.00191821
87,0.785812339999258,0.8627091090251193,0.6924261209586222,0.6804699104289509,0.7412885671964786,0.981046,0.0283052,0.155893,53,0.00499042,0.0221335,0.14279,16,1.05145,0.0746874,0.00983954
88,0.8127286585365854,0.6808295770831794,0.7132352941176471,0.8545171613964003,0.5823900855709649,0.984176,0.0435471,0.297189,52,0.00322411,0.0409632,0.484406,49,1.51176,0.447825,0.00711999
89,0.8629123509443816,0.9990461554766573,0.8852250266078759,0.8934460138289699,0.8893838337627314,0.995488,0.0224403,0.0433888,44,0.000964223,0.0375246,0.29835,45,0.836341,0.62038,0.00835063
90,0.7029071444597583,0.7809373899716257,0.6234833707506777,0.7247884555457008,0.7536163874890336,0.988175,0.0221769,0.149017,100,0.0069183,0.0310753,0.490111,25,1.11314,0.316117,0.000154932
91,0.355403098225334,0.35563645966950874,0.35068814680465166,0.3460562919325806,0.32265159876264937,0.997022,0.00185338,0.12805,70,0.0096117,0.0430031,0.417615,76,1.2555,0.196553,0.00723308
92,0.2364847259424474,0.22612836289925997,0.19691551937816154,0.2161381812606996,0.21367448779219844,0.996391,0.00100611,0.153016,84,0.00986777,0.0197978,0.377695,13,1.77637,0.082142,0.00860246
93,0.8134877947869259,0.8915057154119038,0.8401724622738775,0.6830960811806364,0.801372344761991,0.981557,0.0369513,0.190413,37,0.00992878,0.0299203,0.341026,22,2.60305,0.52875,0.00345273
94,0.7591009255178492,0.800358167946422,0.8058356462776236,0.7848683047551706,0.7835376869896177,0.988033,0.0394445,0.0978102,90,0.00435965,0.0148073,0.241453,58,2.10194,0.574613,0.00853082
95,0.8744834710743802,0.9924752265380743,0.8396017496659895,0.9928951255539143,0.8893838337627314,0.994187,0.0193196,0.243282,11,0.00364235,0.0304813,0.416375,84,1.07213,0.414407,0.00307962
96,0.584610472541507,0.5474148493016417,0.4551085588927961,0.5615897163747863,0.42556959601761435,0.991681,0.0258699,0.218679,67,0.00781407,0.0131125,0.18648,86,2.75673,0.21292,0.0060832
97,0.4673049722554673,0.5038960300307131,0.4156062935461712,0.37314710054617817,0.3495097376693247,0.989192,0.00863092,0.266595,32,0.00465628,0.0423539,0.359309,92,2.45719,0.0636402,0.00690167
98,0.4067513678939071,0.4142924637139749,0.3646423396126992,0.37299645038252094,0.40874450515590977,0.98509,0.00407799,0.161025,83,0.00413488,0.0331121,0.371576,54,2.79899,0.391746,0.00186997
99,0.5574337205459953,0.5331730769230769,0.5598287279947642,0.5444422990281264,0.5297649157370676,0.992129,0.00638863,0.166123,19,0.00537363,0.0168994,0.121763,36,1.98979,0.497799,0.0029291
100,0.8816259030376883,0.891791637963012,0.8718830773909076,0.8196865345917297,0.8893838337627314,0.995196,0.0235122,0.14206,30,0.00338604,0.0134253,0.457146,50,1.18133,0.543175,0.00223409
101,0.8632460283383426,0.8892470277410832,0.8712869406670212,0.8712049755349879,0.8747025025843209,0.988599,0.0349237,0.28467,57,0.00308607,0.0144893,0.155472,60,0.321843,0.482149,0.00706862
102,0.86637076618116,0.8846581581316528,0.8714855623100304,0.9453726778432261,0.8887418493299006,0.991565,0.0131786,0.146225,20,0.00543508,0.0454427,0.126206,28,0.348864,0.305381,0.00579519
103,0.7214081423678542,0.7571661714859605,0.6290728691446663,0.5296356981568886,0.6247648270014938,0.98142,0.0171125,0.0301056,22,0.00722656,0.0402074,0.474691,70,1.31689,0.128751,0.000433555
104,0.8640279791862151,0.8790717255170236,0.870691618584877,0.8837760631405348,0.8801949533024417,0.986122,0.0344128,0.256956,9,0.00493189,0.0120283,0.10232,72,1.66347,0.56751,0.00918869
105,0.8386106967824419,0.891791637963012,0.89189600121636,0.8934460138289699,0.8892553626886872,0.993315,0.00939962,0.228672,34,0.009796,0.0451595,0.46156,66,2.85344,0.727533,0.00564122
106,0.9695919604955384,0.891791637963012,0.8718830773909076,0.835208018908221,0.8693213279726508,0.994129,0.0296121,0.273731,77,0.00560894,0.0193295,0.260784,71,0.924879,0.689321,0.00684359
107,0.6113466019144935,0.7376266677100043,0.5767310043767927,0.6365205675550503,0.5879412256309735,0.987266,0.0176004,0.13529,70,0.00526367,0.0266517,0.178112,6,2.91596,0.39862,0.00622432
108,0.8492852052152768,0.9805226888571057,0.9315408186761607,0.8862573827913179,0.9900194364618485,0.981155,0.00371839,0.221909,52,0.00556107,0.0316906,0.224834,58,0.431743,0.629865,0.00161564
109,0.57384522146979,0.5452941516746688,0.5298533317935097,0.5331358522673557,0.5335518282886704,0.986308,0.00487893,0.290782,81,0.00179328,0.0141679,0.312599,12,2.51835,0.594802,0.00102633
110,0.7228312473025464,0.7729436656969055,0.8053221820946588,0.8115939889581057,0.5696409467370269,0.99295,0.0492603,0.217453,37,0.0025845,0.0138222,0.167771,78,0.702129,0.172143,0.00533895
111,1.7618040873856877E-4,0.311854441442873,0.18286197500704693,0.19503602882305848,0.11210156025653295,0.983531,0.0417779,0.202997,63,0.00935405,0.0404773,0.451117,21,2.16875,0.376787,0.00957726
112,0.8853247093785508,0.8885058080942025,0.8722809552783694,0.8936044449698546,0.8897694698046396,0.997226,0.0466856,0.265146,3,0.00759926,0.0103304,0.165565,52,0.490407,0.271132,0.00218967
113,0.7033783347328983,0.817173074422435,0.5865643886564389,0.6337989698766974,0.6659471218206158,0.986568,0.0153212,0.193757,92,0.00254097,0.049654,0.103035,9,2.23732,0.450383,0.00516946
114,0.7051665971722072,0.6681715575620768,0.6148887318968562,0.6166174232249977,0.5760919289837708,0.998304,0.0161501,0.198106,8,0.00144576,0.0388906,0.176282,2,2.48437,0.334721,0.00730691
115,0.5628529372407334,0.559622433097354,0.5757230562616913,0.584334785325521,0.6184502891721954,0.988428,0.0157066,0.296217,31,0.00381763,0.0310388,0.230651,40,2.73366,0.183543,0.00485249
116,0.13370865587614356,0.15006097884299274,0.1552005464273517,0.02888921626399532,0.08144003074114992,0.992237,0.037502,0.262621,9,0.00765518,0.0241924,0.413189,25,2.50044,0.056367,0.00545174
117,0.13865491205865665,0.06012565944699244,0.02472105931159896,2.659417292122379E-4,0.0,0.986053,0.0458496,0.164456,90,0.00226058,0.0328891,0.291154,85,2.81597,0.346275,0.000401493
118,0.8074946990702985,0.8949450984271441,0.8067494372537986,0.6893878288087643,0.801372344761991,0.987657,0.0355428,0.0763283,97,0.00473393,0.0386569,0.429537,46,2.07434,0.512119,0.00508237
119,0.7418015123613995,0.8615757243396399,0.8619249749801567,0.8071932073053508,0.7496888776392667,0.998815,0.0203376,0.158767,79,0.000617299,0.0447918,0.49508,84,2.28045,0.463206,0.00469698
120,0.6440337128493272,0.704595015576324,0.5543680042180652,0.6775680467202002,0.7462321709968079,0.981867,0.0117714,0.141305,19,0.00741819,0.0291307,0.127996,26,1.83594,0.539483,0.00461795
121,0.8641365082094042,0.8898112409453814,0.8714855623100304,0.8713590801886792,0.8750811707833281,0.989485,0.0423618,0.270533,77,0.00369775,0.0170628,0.231916,50,0.420134,0.409629,0.0034979
122,0.8765902206836867,0.891791637963012,0.8718830773909076,0.8934460138289699,0.8893838337627314,0.993596,0.0213618,0.288802,28,0.00644581,0.035487,0.458672,44,1.60881,0.754493,0.00113957
123,0.2631509384086703,0.39412138208370817,0.24545420035683108,0.2909072261618707,0.40476021984761634,0.985945,0.0386779,0.24157,1,0.00833371,0.0226257,0.471216,47,2.67614,0.203671,0.00829153
124,0.8680263947210558,0.886997311969641,0.8539194992357523,0.8539795514884483,0.8522808555804241,0.987809,0.0066568,0.0238196,27,0.00640816,0.0162141,0.434439,29,0.358288,0.59997,0.0019929
125,0.8611423140067398,0.891791637963012,0.8652121027824236,0.8665209170408887,0.8689447719889303,0.992766,0.0487456,0.0918885,97,0.00510956,0.0498074,0.209459,52,1.19581,0.650329,0.00748725
126,0.17302776553547816,0.21397125125974648,0.35343746437122336,0.23882846672183478,0.2725378491334144,0.996057,0.0313051,0.0686378,86,0.00612567,0.0295477,0.372427,43,1.89243,0.16365,0.0033097
127,0.8617659852109613,0.891791637963012,0.8439097414926245,0.8934460138289699,0.8694469191688137,0.995029,0.0302569,0.075563,82,0.0097195,0.0408169,0.257507,30,0.961477,0.640092,0.00903591
128,0.8221149665188278,0.3557524001485175,0.8566892303011865,0.6956213437333806,0.5604624555910158,0.997277,0.0411865,0.249428,92,0.00158717,0.0467551,0.266776,89,0.80082,0.227607,0.00525852
129,0.8653566851772747,0.8864366605214643,0.8910830928148261,0.8907612538298374,0.8805755050080465,0.987445,0.0338737,0.0204092,83,0.00448351,0.0418624,0.404282,47,2.3789,0.703325,0.00644309
130,0.34970639458718,0.3442275739925871,0.3099079562998668,0.31856890667294335,0.3032248639567583,0.989738,0.0014248,0.211219,50,0.00657479,0.0384711,0.308757,19,2.56071,0.441922,0.00248618
131,0.6682410596967222,0.7802805117026664,0.7103133430172235,0.6877698506153171,0.7013418778881861,0.992811,0.0241913,0.281185,60,0.00547085,0.0282997,0.106157,10,2.69705,0.465195,0.00297823
132,0.8430133763234717,0.9993639014047178,0.8761788865226651,0.8936044449698546,0.8896408873046076,0.996788,0.0461929,0.157562,7,0.00214134,0.0234518,0.227347,81,0.987046,0.798809,0.00672118
