max_value,0.7626262626262627,0.71875,0.6074766355140186,0.5797101449275363,0.7309847878302642,0.68125,0.3303030303030303
index_set,1,227,305,32,0,163,442
mean_value,0.5291616161616162,0.4277369791666667,0.4182990654205608,0.45662028985507247,0.28640218841740056,0.26822500000000005,0.1429757575757576

experiment,breast_CE,diabetes_CE,glass_CE,liver_CE,pendigits_CE,shape_CE,vowel_CE,a_t,lp,dsbeta,age_wins,e_b,epsilon_ds,minwd,epochs,gamma,h_threshold,tau
0,0.30808080808080807,0.33203125,0.49065420560747663,0.42898550724637685,0.7309847878302642,0.525,0.19191919191919193,0.923553,0.041149,0.380015,77,0.00570919,0.0794741,0.00818962,98,0.26952,0.0603811,0.00600463
1,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5565217391304348,0.10408326661329059,0.125,0.09090909090909094,0.762093,0.0755292,0.0516849,42,0.00327578,0.0459455,0.216292,10,0.799077,0.223459,0.000793123
2,0.7626262626262627,0.41145833333333337,0.3551401869158879,0.44637681159420295,0.44141980250867363,0.125,0.09090909090909094,0.792733,0.0188876,0.468237,58,0.00644629,0.0341867,0.235443,71,1.67064,0.49738,0.00915884
3,0.4545454545454546,0.36848958333333337,0.35046728971962615,0.44637681159420295,0.47411262343207905,0.125,0.1717171717171717,0.857263,0.0277366,0.140482,39,0.00315592,0.0497579,0.17243,75,2.02278,0.0115088,0.00140355
4,0.7626262626262627,0.5104166666666667,0.3551401869158879,0.4434782608695652,0.19989324793167873,0.125,0.09090909090909094,0.760008,0.0365948,0.452653,42,0.0054672,0.0139636,0.347673,18,2.66965,0.666167,0.00595483
5,0.7626262626262627,0.5,0.3551401869158879,0.4434782608695652,0.10408326661329059,0.125,0.09090909090909094,0.756239,0.0939872,0.0436781,85,0.00380476,0.0231253,0.0525628,23,2.98408,0.703275,0.00194613
6,0.7626262626262627,0.47005208333333337,0.4579439252336449,0.4434782608695652,0.2908993861756072,0.125,0.09090909090909094,0.769598,0.0167795,0.254951,89,0.00909889,0.0419261,0.243351,52,1.82579,0.422188,0.00824245
7,0.31313131313131315,0.21354166666666663,0.3738317757009346,0.3652173913043478,0.4746463837736856,0.55,0.2151515151515152,0.943945,0.0326433,0.222428,43,0.00144635,0.0256676,0.448724,20,2.17194,0.00554523,0.00846239
8,0.7626262626262627,0.5377604166666667,0.3551401869158879,0.536231884057971,0.2061649319455564,0.125,0.09090909090909094,0.778775,0.0235324,0.189469,26,0.00819162,0.0935149,0.122805,25,0.549549,0.451556,0.00688374
9,0.4040404040404041,0.3671875,0.5,0.48985507246376814,0.267013610888711,0.41874999999999996,0.1777777777777778,0.920325,0.0795528,0.470783,100,0.00846399,0.0171595,0.170801,60,1.2515,0.693773,0.0074356
10,0.7626262626262627,0.6510416666666667,0.43457943925233644,0.5246376811594202,0.10408326661329059,0.125,0.09090909090909094,0.762787,0.0858345,0.165183,73,0.00131471,0.0492942,0.364258,38,1.76838,0.735981,0.000721984
11,0.030303030303030276,0.15625,0.2990654205607477,0.4057971014492754,0.0,0.21250000000000002,0.009090909090909038,0.994324,0.0860707,0.466369,97,0.000999027,0.0354718,0.0591093,79,0.988274,0.398201,0.00409892
12,0.398989898989899,0.47135416666666663,0.42056074766355145,0.5478260869565217,0.43021083533493465,0.23750000000000004,0.18585858585858583,0.896568,0.0995182,0.20241,58,0.00916252,0.0455267,0.15666,64,0.410364,0.577719,0.00491914
13,0.7626262626262627,0.37760416666666663,0.40654205607476634,0.4347826086956522,0.36228983186549235,0.125,0.1515151515151515,0.831343,0.0872491,0.160593,18,0.0091147,0.043296,0.199845,54,1.59488,0.262284,0.0087919
14,0.4747474747474747,0.375,0.5046728971962617,0.3797101449275362,0.5740592473979184,0.35,0.18888888888888888,0.900418,0.0428106,0.0416904,22,0.00713333,0.0133743,0.442471,63,0.733589,0.472002,0.0026117
15,0.7626262626262627,0.5911458333333333,0.4392523364485982,0.5420289855072464,0.20656525220176136,0.125,0.09090909090909094,0.769021,0.0441398,0.246873,32,0.00562232,0.0712107,0.117888,32,0.694395,0.0801089,0.00573865
