max_value,0.7626262626262627,0.7200520833333333,0.5467289719626168,0.5797101449275363,0.7598078462770216,0.7375,0.30808080808080807
index_set,3,253,403,25,136,152,240
mean_value,0.5207979797979798,0.4540390625,0.42179439252336454,0.47265507246376814,0.3459028556178276,0.28002499999999997,0.1508989898989899

experiment,breast_CE,diabetes_CE,glass_CE,liver_CE,pendigits_CE,shape_CE,vowel_CE,a_t,lp,dsbeta,age_wins,e_b,e_n,epsilon_ds,minwd,epochs
0,0.21717171717171713,0.16927083333333337,0.4579439252336449,0.30434782608695654,0.44568988524152653,0.60625,0.27474747474747474,0.947712,0.0126966,0.00987357,16,0.00542345,0.250274,0.0619413,0.449195,55
1,0.33333333333333337,0.37369791666666663,0.49065420560747663,0.44637681159420295,0.6311716039498265,0.45625000000000004,0.19292929292929295,0.902488,0.0729455,0.0746625,98,0.0092817,0.0332649,0.0509128,0.352583,82
2,0.3232323232323232,0.31770833333333337,0.4672897196261683,0.48405797101449277,0.09380838003736325,0.44375,0.09696969696969693,0.970523,0.0749318,0.0545741,42,0.0450125,0.36956,0.0513308,0.0223325,95
3,0.7626262626262627,0.5416666666666667,0.43457943925233644,0.5420289855072464,0.20629837203095813,0.125,0.09090909090909094,0.758493,0.0477611,0.00133218,98,0.0692029,0.439876,0.0458698,0.412714,80
4,0.7626262626262627,0.5364583333333333,0.4392523364485982,0.5391304347826087,0.48345342941019487,0.125,0.09090909090909094,0.819499,0.0224364,0.0643297,89,0.0145255,0.0963701,0.0861453,0.1874,90
5,0.30808080808080807,0.44140625,0.40654205607476634,0.5159420289855072,0.30210835334934616,0.4625,0.17373737373737375,0.911983,0.0963085,0.0109258,76,0.0246147,0.49141,0.0686114,0.0967634,88
6,0.1515151515151515,0.13802083333333337,0.43457943925233644,0.4057971014492754,0.6666666666666667,0.7,0.2737373737373737,0.960262,0.0281081,0.0446396,93,0.0970087,0.452105,0.0845578,0.120133,59
7,0.3787878787878788,0.54296875,0.5,0.42898550724637685,0.5944755804643715,0.125,0.18484848484848482,0.865512,0.0285133,0.0495082,75,0.0497566,0.247646,0.0178321,0.313909,15
8,0.33333333333333337,0.36979166666666663,0.4672897196261683,0.4492753623188406,0.38564184681078195,0.44375,0.25555555555555554,0.921939,0.0733765,0.0565014,19,0.0134327,0.0945297,0.0363639,0.169115,52
9,0.43434343434343436,0.54296875,0.46261682242990654,0.3536231884057971,0.27502001601281023,0.5125,0.07272727272727275,0.978987,0.0603543,0.0347704,96,0.0432007,0.40753,0.0984869,0.217132,82
10,0.7626262626262627,0.5169270833333333,0.3551401869158879,0.5304347826086957,0.29583666933546837,0.125,0.09090909090909094,0.774741,0.0333384,0.0248757,56,0.0759685,0.388093,0.0615112,0.280174,19
11,0.18181818181818177,0.18098958333333337,0.383177570093458,0.32463768115942027,0.0032025620496397567,0.54375,0.20606060606060606,0.977858,0.0561388,0.0333115,70,0.0502252,0.000892045,0.0196885,0.336744,58
12,0.3737373737373737,0.43489583333333337,0.44859813084112155,0.5130434782608695,0.5096076861489192,0.23124999999999996,0.18787878787878787,0.86804,0.0948949,0.0864474,43,0.0970943,0.454802,0.023879,0.0190241,51
13,0.005050505050505083,0.43229166666666663,0.4299065420560748,0.3739130434782608,0.08246597277822254,0.35,0.0757575757575758,0.979771,0.0801554,0.0315195,99,0.0911661,0.435125,0.0345198,0.386872,56
