max_value,0.7626262626262627,0.72265625,0.5327102803738317,0.5797101449275363,0.7527355217507339,0.73125,0.32626262626262625
index_set,0,230,53,1,266,377,124
mean_value,0.5243030303030304,0.4504036458333333,0.4210186915887851,0.47202898550724637,0.34204536962903653,0.28166250000000004,0.15064040404040405

experiment,breast_CE,diabetes_CE,glass_CE,liver_CE,pendigits_CE,shape_CE,vowel_CE,a_t,lp,dsbeta,age_wins,e_b,e_n,epsilon_ds,minwd,epochs
0,0.7626262626262627,0.5026041666666667,0.4158878504672897,0.5304347826086957,0.3851080864691754,0.125,0.1636363636363637,0.82628,0.0118667,0.0078236,47,0.0441282,0.432218,0.0260299,0.309645,13
1,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5797101449275363,0.10408326661329059,0.125,0.09090909090909094,0.715785,0.0939415,0.00178828,87,0.00444409,0.344726,0.0751985,0.286222,25
2,0.7626262626262627,0.6028645833333333,0.43457943925233644,0.5420289855072464,0.3783026421136909,0.125,0.1323232323232323,0.782543,0.0654337,0.083457,60,0.0978645,0.233516,0.0256581,0.347067,21
3,0.25757575757575757,0.28776041666666663,0.5280373831775701,0.336231884057971,0.10341606618628241,0.51875,0.28686868686868683,0.944247,0.0731062,0.0832596,43,0.0313169,0.309466,0.0162135,0.297953,49
4,0.4191919191919192,0.39453125,0.4252336448598131,0.536231884057971,0.5545769949292767,0.24375000000000002,0.1838383838383838,0.874523,0.0995461,0.0446566,78,0.0428778,0.00169351,0.0970609,0.283058,33
5,0.46464646464646464,0.42578125,0.4953271028037384,0.4492753623188406,0.5329597010942086,0.35624999999999996,0.17272727272727273,0.881263,0.0936443,0.0207056,94,0.0175502,0.0666368,0.0250803,0.0403424,41
6,0.7626262626262627,0.5,0.3551401869158879,0.4695652173913043,0.20589805177475318,0.125,0.09090909090909094,0.768669,0.0642707,0.0923657,62,0.0741018,0.27439,0.0245697,0.325719,23
7,0.1767676767676768,0.30598958333333337,0.3598130841121495,0.23188405797101452,0.37696824125967443,0.5375,0.0444444444444444,0.987308,0.0413705,0.0190132,31,0.0735914,0.0784568,0.0863318,0.315503,63
8,0.7626262626262627,0.5091145833333333,0.4392523364485982,0.4782608695652174,0.4035228182546037,0.125,0.09090909090909094,0.800629,0.00633159,0.0933383,59,0.0392401,0.365428,0.0913408,0.439952,34
9,0.7626262626262627,0.5286458333333333,0.3551401869158879,0.527536231884058,0.2061649319455564,0.125,0.12727272727272732,0.782212,0.0531049,0.0802482,96,0.0124557,0.354002,0.0809749,0.0201836,35
10,0.07070707070707072,0.17447916666666663,0.26168224299065423,0.2840579710144927,0.12383239925273548,0.3125,0.03232323232323231,0.99524,0.0535953,0.0737532,54,0.0480853,0.224975,0.0552929,0.311776,59
11,0.28787878787878785,0.44140625,0.4953271028037384,0.527536231884058,0.10394982652788898,0.44375,0.24545454545454548,0.932835,0.0787618,0.00807767,17,0.0790116,0.257657,0.0998995,0.0560465,52
12,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5797101449275363,0.10408326661329059,0.125,0.09090909090909094,0.706657,0.0188083,0.0170031,31,0.0401567,0.0625988,0.0211322,0.314834,89
13,0.2525252525252525,0.2265625,0.4158878504672897,0.4347826086956522,0.36282359220709903,0.6,0.2404040404040404,0.943504,0.00655832,0.0825321,83,0.0340735,0.0618975,0.0153304,0.0585129,7
14,0.5808080808080809,0.34114583333333337,0.4532710280373832,0.49275362318840576,0.5679210034694422,0.125,0.13030303030303025,0.859757,0.0426061,0.0690574,17,0.0387768,0.468471,0.0711734,0.269463,8
15,0.7626262626262627,0.43229166666666663,0.49065420560747663,0.45507246376811594,0.4322124366159594,0.24375000000000002,0.13737373737373737,0.84268,0.0894697,0.0888983,48,0.0439584,0.301953,0.0614221,0.443383,31
16,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.527536231884058,0.10408326661329059,0.125,0.09090909090909094,0.742869,0.036784,0.0217927,12,0.0367466,0.395466,0.0622798,0.108653,58
17,0.7626262626262627,0.5494791666666667,0.46261682242990654,0.45507246376811594,0.4675740592473979,0.125,0.12828282828282833,0.833431,0.07939,0.0229843,87,0.0144064,0.235706,0.0983956,0.389713,67
18,0.7626262626262627,0.5299479166666667,0.4392523364485982,0.5304347826086957,0.4694422204430211,0.125,0.18181818181818177,0.82715,0.0924776,0.053949,49,0.0336777,0.480781,0.09262,0.143013,73
19,0.7626262626262627,0.45963541666666663,0.4532710280373832,0.45507246376811594,0.4008540165465706,0.125,0.14343434343434347,0.831403,0.0773502,0.0131116,43,0.0334227,0.300142,0.0222741,0.197114,48
20,0.31313131313131315,0.31901041666666663,0.5046728971962617,0.42898550724637685,0.5265545769949294,0.5375,0.2151515151515152,0.917853,0.0706596,0.080915,44,0.035386,0.425811,0.0391302,0.237537,97
21,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5797101449275363,0.10408326661329059,0.125,0.09090909090909094,0.700142,0.0400536,0.00734845,73,0.00855599,0.317578,0.0716981,0.164128,82
22,0.7626262626262627,0.44140625,0.44859813084112155,0.5304347826086957,0.533226581265012,0.125,0.18181818181818177,0.81792,0.00407765,0.0744345,55,0.0680383,0.217453,0.0302242,0.260525,12
23,0.08585858585858586,0.09765625,0.3738317757009346,0.2753623188405797,0.3845743261275687,0.54375,0.17474747474747476,0.981717,0.0124462,0.0853989,15,0.0909257,0.324688,0.0247669,0.332574,36
24,0.7626262626262627,0.5208333333333333,0.3551401869158879,0.5246376811594202,0.20576461168935145,0.125,0.09090909090909094,0.745864,0.0831949,0.0645944,26,0.0706166,0.0127252,0.0536872,0.107572,5
25,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5014492753623188,0.20629837203095813,0.125,0.09090909090909094,0.741894,0.0126957,0.0190656,50,0.0633929,0.244921,0.0479708,0.0895773,35
26,0.4444444444444444,0.42578125,0.4532710280373832,0.48405797101449277,0.5164131305044035,0.125,0.13636363636363635,0.849139,0.00561361,0.0811014,78,0.0172178,0.426111,0.0371463,0.0748523,81
27,0.7626262626262627,0.4140625,0.3551401869158879,0.5333333333333333,0.3783026421136909,0.125,0.09090909090909094,0.788123,0.0435306,0.0209247,17,0.0626636,0.318359,0.0309466,0.478377,18
28,0.7626262626262627,0.515625,0.3551401869158879,0.5333333333333333,0.38137176407792905,0.125,0.09090909090909094,0.787112,0.0795858,0.0914645,17,0.0577325,0.0864347,0.0597751,0.437016,35
29,0.5909090909090908,0.44661458333333337,0.485981308411215,0.4405797101449276,0.38404056578596213,0.23124999999999996,0.17575757575757578,0.848574,0.0965372,0.0909471,80,0.0599314,0.4593,0.0208488,0.330873,90
30,0.7626262626262627,0.5442708333333333,0.46261682242990654,0.5420289855072464,0.4661062183079797,0.125,0.18787878787878787,0.838868,0.048876,0.0592453,13,0.00816605,0.0272719,0.0687657,0.337168,45
31,0.30808080808080807,0.49869791666666663,0.46261682242990654,0.47536231884057967,0.10408326661329059,0.4125,0.17979797979797985,0.907336,0.089846,0.0979414,61,0.0982898,0.494054,0.0102307,0.25842,47
