max_value,0.7626262626262627,0.7200520833333333,0.5373831775700935,0.5797101449275363,0.7281825460368294,0.70625,0.31212121212121213
index_set,1,156,182,11,499,242,337
mean_value,0.5197272727272727,0.449078125,0.4185514018691589,0.4715188405797101,0.3445334934614358,0.2792875,0.15033333333333335

experiment,breast_CE,diabetes_CE,glass_CE,liver_CE,pendigits_CE,shape_CE,vowel_CE,a_t,lp,dsbeta,age_wins,e_b,e_n,epsilon_ds,minwd,epochs
0,0.5808080808080809,0.46223958333333337,0.4299065420560748,0.5304347826086957,0.39124633039765144,0.25,0.18181818181818177,0.844373,0.0770241,0.0683752,66,0.00239666,0.0609376,0.0607265,0.496586,59
1,0.7626262626262627,0.5013020833333333,0.3551401869158879,0.5536231884057972,0.2066986922871631,0.125,0.09090909090909094,0.757276,0.0642089,0.0189014,55,0.0668232,0.414309,0.0356374,0.32818,20
2,0.7626262626262627,0.5390625,0.3551401869158879,0.5391304347826087,0.39271417133706965,0.125,0.09090909090909094,0.801789,0.0874266,0.0667295,97,0.00889362,0.0493856,0.0753057,0.377293,39
3,0.19191919191919193,0.2890625,0.44859813084112155,0.4666666666666667,0.1006138243928476,0.54375,0.2676767676767676,0.96529,0.0592045,0.0668039,16,0.0857304,0.40683,0.0816679,0.164835,6
4,0.7626262626262627,0.48828125,0.46261682242990654,0.46376811594202894,0.48131838804376836,0.125,0.1636363636363637,0.822975,0.0387204,0.00648927,30,0.0501277,0.456051,0.0915143,0.0332276,47
5,0.5707070707070707,0.43359375,0.4158878504672897,0.4434782608695652,0.5982119028556179,0.36875,0.18686868686868685,0.872627,0.0326429,0.0523343,43,0.0394894,0.275445,0.012339,0.428991,96
6,0.297979797979798,0.26171875,0.5233644859813085,0.47536231884057967,0.10408326661329059,0.5875,0.26868686868686864,0.93499,0.0748998,0.0376886,41,0.071893,0.256539,0.0632571,0.450658,66
7,0.7626262626262627,0.5221354166666667,0.3551401869158879,0.5304347826086957,0.2068321323725647,0.125,0.09090909090909094,0.781948,0.0539019,0.0603543,93,0.0292163,0.437921,0.0862898,0.0886512,30
8,0.7626262626262627,0.7109375,0.43457943925233644,0.5507246376811594,0.30050707232452634,0.125,0.09090909090909094,0.799133,0.0468961,0.0579325,2,0.00697429,0.152861,0.017732,0.299778,51
9,0.7626262626262627,0.5572916666666667,0.3551401869158879,0.536231884057971,0.2061649319455564,0.125,0.09090909090909094,0.773323,0.0519429,0.0853518,90,0.0227081,0.401753,0.072898,0.135952,69
10,0.24242424242424243,0.4296875,0.5186915887850467,0.49275362318840576,0.6646650653856419,0.45625000000000004,0.23939393939393938,0.918847,0.038512,0.0429069,51,0.0745482,0.0234086,0.0917904,0.351268,55
11,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5797101449275363,0.10408326661329059,0.125,0.09090909090909094,0.718799,0.0947999,0.082779,31,0.0772912,0.384773,0.0620534,0.407882,79
12,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5159420289855072,0.2060314918601548,0.125,0.09090909090909094,0.727825,0.0714025,0.0623551,96,0.0925538,0.340446,0.0896615,0.145342,53
13,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5391304347826087,0.10408326661329059,0.125,0.09090909090909094,0.725804,0.0739821,0.0120304,52,0.068168,0.000791885,0.0585479,0.0862016,19
14,0.7626262626262627,0.5221354166666667,0.4392523364485982,0.5304347826086957,0.3796370429677075,0.125,0.09090909090909094,0.79371,0.0556527,0.0593909,37,0.0722021,0.299497,0.0935489,0.37474,86
15,0.4242424242424242,0.34635416666666663,0.5233644859813085,0.5043478260869565,0.6054176674673072,0.23124999999999996,0.203030303030303,0.877829,0.0194203,0.0719066,16,0.0921361,0.17438,0.0994609,0.199924,29
16,0.41414141414141414,0.42708333333333337,0.48130841121495327,0.5391304347826087,0.47050974112623434,0.25,0.14747474747474743,0.856959,0.0817771,0.0613195,93,0.00602964,0.465632,0.0598566,0.316935,85
17,0.7626262626262627,0.6822916666666667,0.3551401869158879,0.5333333333333333,0.3010408326661329,0.125,0.09090909090909094,0.787156,0.0367365,0.0540737,6,0.0180441,0.473088,0.0214328,0.249763,87
18,0.7626262626262627,0.5013020833333333,0.3551401869158879,0.5304347826086957,0.20563117160394984,0.125,0.09090909090909094,0.760225,0.0931393,0.0323746,25,0.0628714,0.0309612,0.0908999,0.289758,4
19,0.7626262626262627,0.5677083333333333,0.44859813084112155,0.5333333333333333,0.37990392313851085,0.125,0.09090909090909094,0.785434,0.0340884,0.0960905,84,0.0762331,0.280889,0.0655896,0.321237,87
20,0.2828282828282829,0.29947916666666663,0.44859813084112155,0.4434782608695652,0.5848678943154524,0.55,0.2585858585858586,0.926546,0.0378785,0.0686942,39,0.0992712,0.289349,0.0224296,0.116956,83
21,0.38888888888888884,0.38802083333333337,0.43457943925233644,0.408695652173913,0.5576461168935147,0.42500000000000004,0.16060606060606064,0.899346,0.0237441,0.0115951,5,0.0611797,0.405943,0.0326452,0.41039,6
22,0.7626262626262627,0.55078125,0.36448598130841126,0.527536231884058,0.20589805177475318,0.125,0.09090909090909094,0.770487,0.00425602,0.0771272,18,0.00330862,0.411827,0.0599711,0.00479679,81
23,0.7626262626262627,0.5052083333333333,0.3551401869158879,0.5449275362318841,0.2068321323725647,0.125,0.09090909090909094,0.770877,0.0133237,0.072311,27,0.0917665,0.142285,0.0353013,0.0549523,46
24,0.7626262626262627,0.5768229166666667,0.3551401869158879,0.527536231884058,0.2066986922871631,0.125,0.09090909090909094,0.755809,0.0831188,0.0582709,43,0.0961826,0.0757727,0.0808377,0.268106,39
25,0.4292929292929293,0.40625,0.46261682242990654,0.4405797101449276,0.7243127835601815,0.34375,0.18686868686868685,0.87863,0.0278069,0.0124275,33,0.0114784,0.18927,0.0446067,0.113883,44
26,0.09595959595959591,0.12369791666666663,0.3037383177570093,0.32173913043478264,0.2810248198558847,0.5875,0.203030303030303,0.972733,0.00295961,0.0617013,48,0.0759164,0.438323,0.0614862,0.431381,77
27,0.005050505050505083,0.30208333333333337,0.3457943925233645,0.2724637681159421,0.20376301040832667,0.4375,0.011111111111111072,0.989739,0.0808203,0.0278757,57,0.0325195,0.045408,0.0776024,0.0747511,64
