max_value,0.7626262626262627,0.7122395833333333,0.5841121495327103,0.5797101449275363,0.8035761942887644,0.7625,0.3424242424242424
clusters_found,1,2,3,1,10,9,9
index_set,0,135,193,0,259,37,204
mean_value,0.5106363636363637,0.4236875,0.4139065420560748,0.44704347826086954,0.3756180944755804,0.34955,0.15615151515151515

experiment,breast_CE,diabetes_CE,glass_CE,liver_CE,pendigits_CE,shape_CE,vowel_CE,a_t,lp,dsbeta,age_wins,e_b,e_n,epsilon_ds,minwd,epochs,push_rate,supervision_rate
54,0.7626262626262627,0.41666666666666663,0.4672897196261683,0.4492753623188406,0.6888177208433414,0.24375000000000002,0.19494949494949498,0.844031,0.0448514,0.376895,15,0.00185116,0.523564,0.0232915,0.367115,92,9.53861,0.261004
55,0.7626262626262627,0.35807291666666663,0.4719626168224299,0.4231884057971015,0.4192687483319989,0.125,0.2222222222222222,0.842883,0.0816867,0.385914,34,0.00908449,0.761363,0.0990269,0.437555,74,5.73402,0.256261
56,0.7626262626262627,0.53515625,0.4112149532710281,0.4608695652173913,0.6986922871630639,0.125,0.09090909090909094,0.775226,0.0170466,0.245722,36,0.00484478,0.491179,0.0693921,0.421241,65,7.40654,0.253646
57,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5797101449275363,0.10408326661329059,0.125,0.09090909090909094,0.714306,0.0301658,0.217425,82,0.00266692,0.562726,0.0221918,0.127021,23,14.0936,0.213857
58,0.2727272727272727,0.26953125,0.5327102803738317,0.5217391304347826,0.10408326661329059,0.55,0.18080808080808086,0.89991,0.069806,0.288461,88,0.00366612,0.858711,0.0640027,0.0581138,41,9.97568,0.0889974
59,0.35858585858585856,0.390625,0.4672897196261683,0.43768115942028984,0.5126768081131572,0.63125,0.25656565656565655,0.869608,0.0167001,0.184687,93,0.00957371,0.423526,0.0729591,0.387878,82,3.89224,0.019316
60,0.23232323232323238,0.19010416666666663,0.3691588785046729,0.3826086956521739,0.2500667200427008,0.63125,0.1383838383838384,0.955677,0.0473159,0.180857,36,0.00977636,0.805269,0.0542074,0.281672,20,10.2989,0.258203
61,0.06060606060606055,0.11588541666666663,0.2757009345794392,0.2376811594202899,0.25100080064051244,0.43125,0.03737373737373739,0.995905,0.031772,0.0482896,44,0.0084622,0.270345,0.0564001,0.155484,81,9.51445,0.337607
62,0.16161616161616166,0.18619791666666663,0.5,0.22318840579710142,0.050573792367227144,0.6,0.0757575757575758,0.976815,0.0470356,0.151116,74,0.00757629,0.0120472,0.0700196,0.114588,86,4.15466,0.218075
63,0.13636363636363635,0.16666666666666663,0.397196261682243,0.1855072463768116,0.5667200427008273,0.68125,0.21818181818181814,0.975616,0.0294725,0.365391,72,0.00818826,0.239742,0.0887482,0.0144538,26,11.2282,0.341898
64,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.46376811594202894,0.10408326661329059,0.125,0.09090909090909094,0.757857,0.0453323,0.198043,79,0.00759055,0.542124,0.0836574,0.434618,20,9.45706,0.324273
65,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5043478260869565,0.10408326661329059,0.125,0.09090909090909094,0.746991,0.0139389,0.064921,64,0.00559957,0.484553,0.0637182,0.253316,36,6.56593,0.366213
66,0.0,0.00651041666666663,0.15887850467289721,0.05217391304347829,0.026287696824126017,0.0,0.0,0.998318,0.0916649,0.174003,82,0.00569026,0.712152,0.0634589,0.16476,98,13.0309,0.062268
67,0.24242424242424243,0.28125,0.4672897196261683,0.39420289855072466,0.0,0.5625,0.11616161616161613,0.961255,0.0583694,0.309093,56,0.00226542,0.381255,0.0228685,0.112666,23,3.52751,0.359546
68,0.38383838383838387,0.38671875,0.4299065420560748,0.4608695652173913,0.38350680544435545,0.64375,0.25050505050505045,0.917342,0.0690931,0.461793,12,0.002154,0.518636,0.0953962,0.188786,78,13.7574,0.032058
69,0.33333333333333337,0.375,0.44859813084112155,0.47246376811594204,0.6805444355484387,0.125,0.2646464646464647,0.852534,0.0405024,0.0771211,56,0.00187704,0.226266,0.0124134,0.309447,78,14.8391,0.251753
70,0.31818181818181823,0.4296875,0.35046728971962615,0.2840579710144927,6.672004270082965E-4,0.35624999999999996,0.0636363636363636,0.984541,0.0765295,0.177618,24,0.00445349,0.0712574,0.0568418,0.187433,8,5.88286,0.192858
71,0.31313131313131315,0.35546875,0.485981308411215,0.4057971014492754,0.5218841740058713,0.5875,0.26969696969696966,0.933202,0.0646217,0.235229,5,0.00973944,0.904467,0.02502,0.423498,38,14.2452,0.0166084
72,0.7626262626262627,0.59765625,0.4439252336448598,0.44637681159420295,0.4113957832933013,0.125,0.09090909090909094,0.779164,0.0735144,0.154156,58,0.00589608,0.429351,0.0165792,0.497801,58,7.80819,0.0907603
73,0.2777777777777778,0.25651041666666663,0.5,0.4608695652173913,0.2995729917267147,0.59375,0.27474747474747474,0.939517,0.0504493,0.406924,27,0.00397198,0.142216,0.0714715,0.326347,2,9.35786,0.143793
74,0.4444444444444444,0.35286458333333337,0.4299065420560748,0.408695652173913,0.7144382172404591,0.125,0.26363636363636367,0.848732,0.0255473,0.275611,63,0.00199472,0.767427,0.0972229,0.473856,41,9.92162,0.35314
75,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.518840579710145,0.10408326661329059,0.125,0.09090909090909094,0.713649,0.0489828,0.161609,93,0.00771133,0.909654,0.0508131,0.402012,60,8.07923,0.157913
76,0.16666666666666663,0.1953125,0.4158878504672897,0.3101449275362319,0.6549239391513211,0.63125,0.2787878787878788,0.962668,0.0262078,0.0513663,87,0.00352633,0.153195,0.0769846,0.221122,85,11.7952,0.242522
77,0.2222222222222222,0.31510416666666663,0.4158878504672897,0.4231884057971015,0.10408326661329059,0.6375,0.19999999999999996,0.927473,0.0827931,0.357198,37,0.0098735,0.857428,0.0194995,0.346477,98,6.06934,0.0639208
78,0.303030303030303,0.42317708333333337,0.4112149532710281,0.4782608695652174,0.07045636509207365,0.44375,0.08383838383838382,0.971399,0.0905262,0.388731,70,0.00522466,0.0112283,0.0617664,0.472547,77,6.67984,0.241879
79,0.35858585858585856,0.421875,0.4392523364485982,0.336231884057971,0.0991459834534294,0.45625000000000004,0.09090909090909094,0.958535,0.0904117,0.428854,31,0.00179671,0.376576,0.044549,0.272367,14,10.5543,0.208388
80,0.2272727272727273,0.27604166666666663,0.42056074766355145,0.28985507246376807,0.10328262610088068,0.65625,0.1646464646464646,0.942318,0.0514476,0.472186,95,0.0010745,0.1892,0.028017,0.0814363,86,12.6546,0.166202
81,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5797101449275363,0.10408326661329059,0.125,0.09090909090909094,0.727591,0.0937505,0.118327,60,0.00435346,0.167427,0.0403887,0.46159,95,11.6805,0.364623
82,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5130434782608695,0.10408326661329059,0.125,0.09090909090909094,0.750022,0.0620156,0.155872,54,0.00931539,0.569208,0.0706429,0.383648,8,8.27924,0.234242
83,0.202020202020202,0.30598958333333337,0.4439252336448598,0.2927536231884058,0.46997598078462766,0.625,0.07878787878787874,0.974276,0.0408658,0.297814,93,0.00458657,0.748019,0.0554907,0.258247,13,10.0568,0.310566
84,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.45507246376811594,0.10408326661329059,0.125,0.09090909090909094,0.730649,0.0970463,0.334861,8,0.00886349,0.28079,0.0309257,0.335973,32,4.60607,0.118716
85,0.5858585858585859,0.53125,0.4579439252336449,0.45507246376811594,0.303709634374166,0.43125,0.23636363636363633,0.855234,0.0855383,0.45892,58,0.000163933,0.95677,0.0740591,0.261142,46,13.1984,0.0129464
86,0.4040404040404041,0.34765625,0.5280373831775701,0.5246376811594202,0.2933013077128369,0.125,0.22525252525252526,0.82877,0.098857,0.192744,32,0.00375469,0.52624,0.0549843,0.202589,78,11.4105,0.177622
87,0.7626262626262627,0.38671875,0.4672897196261683,0.45797101449275357,0.7520683213237256,0.125,0.17575757575757578,0.814652,0.0378289,0.0988843,29,0.00406989,0.634989,0.0771769,0.264029,82,3.7535,0.306443
88,0.5151515151515151,0.37760416666666663,0.4299065420560748,0.48985507246376814,0.6379770483053109,0.65625,0.23939393939393938,0.904954,0.0172866,0.195781,12,0.000295186,0.550096,0.07595,0.327263,56,12.3419,0.0535757
89,0.30808080808080807,0.41536458333333337,0.3130841121495327,0.3188405797101449,1.334400854016149E-4,0.125,0.06464646464646462,0.984028,0.0706618,0.409083,21,0.00604819,0.400357,0.0956941,0.267892,4,6.75298,0.209788
90,0.297979797979798,0.26692708333333337,0.4392523364485982,0.42898550724637685,0.19882572724846548,0.45625000000000004,0.23939393939393938,0.940716,0.0660798,0.219384,23,0.00372101,0.920476,0.0523807,0.161186,7,12.6421,0.395684
91,0.31313131313131315,0.34505208333333337,0.397196261682243,0.40289855072463765,0.48705631171603947,0.6375,0.24242424242424243,0.864963,0.0461176,0.309753,63,0.00296138,0.371766,0.0336233,0.125298,62,3.26597,0.125993
92,0.297979797979798,0.37890625,0.37850467289719625,0.4956521739130435,0.1529223378702962,0.44999999999999996,0.06868686868686869,0.980466,0.0808082,0.214063,7,0.00466457,0.540785,0.0550402,0.356061,87,11.5036,0.0296491
93,0.23737373737373735,0.26822916666666663,0.4299065420560748,0.4144927536231884,0.5443021083533494,0.6125,0.26969696969696966,0.920077,0.0242372,0.302924,80,0.00128349,0.469253,0.0980704,0.212307,53,11.3957,0.226251
94,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5014492753623188,0.10408326661329059,0.125,0.09090909090909094,0.732398,0.0539837,0.187391,38,0.00936899,0.481726,0.0156009,0.233428,75,14.2699,0.390569
95,0.7626262626262627,0.6510416666666667,0.42056074766355145,0.518840579710145,0.5432345876701361,0.125,0.09090909090909094,0.756894,0.0165587,0.339335,32,0.00243928,0.924633,0.0247505,0.29623,93,6.38964,0.084334
96,0.24242424242424243,0.25390625,0.4439252336448598,0.44637681159420295,0.6373098478783026,0.70625,0.2737373737373737,0.927944,0.0318532,0.426496,46,0.00548136,0.0232856,0.0643785,0.0600973,3,13.2862,0.196839
97,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5072463768115942,0.10408326661329059,0.125,0.09090909090909094,0.756338,0.0467123,0.0593969,22,0.00536743,0.21651,0.0626576,0.074461,73,12.4399,0.391876
98,0.24747474747474751,0.31510416666666663,0.4299065420560748,0.3652173913043478,0.08660261542567382,0.43125,0.08989898989898992,0.96411,0.0643564,0.164093,71,0.00328211,0.355143,0.0413464,0.338536,21,4.97646,0.362675
99,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5797101449275363,0.10408326661329059,0.125,0.09090909090909094,0.741653,0.075931,0.392175,11,0.00617495,0.198882,0.0604938,0.100446,53,12.1481,0.0958179
100,0.30808080808080807,0.5130208333333333,0.4112149532710281,0.4521739130434783,0.09540966106218307,0.4375,0.19898989898989894,0.948334,0.0637305,0.0844527,61,0.000706354,0.104632,0.0288676,0.151298,4,12.295,0.0537253
101,0.26262626262626265,0.26822916666666663,0.4018691588785047,0.2985507246376812,0.5197491326394449,0.6875,0.2595959595959596,0.950053,0.0427313,0.265166,14,0.00607042,0.326062,0.073645,0.447677,5,9.44605,0.170777
102,0.7626262626262627,0.52734375,0.3551401869158879,0.5130434782608695,0.6888177208433414,0.125,0.09090909090909094,0.792749,0.0433052,0.146924,36,0.00595474,0.125688,0.0627547,0.0383087,75,11.4762,0.0370469
103,0.19191919191919193,0.21744791666666663,0.3457943925233645,0.18840579710144922,0.5615158793701628,0.56875,0.0565656565656566,0.982652,0.0393295,0.374454,20,0.00162524,0.573019,0.040114,0.0225012,93,5.65356,0.278178
104,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5797101449275363,0.10408326661329059,0.125,0.09090909090909094,0.708993,0.0684713,0.0618254,90,0.00834825,0.298554,0.0183235,0.285799,14,13.7461,0.244057
105,0.24242424242424243,0.27083333333333337,0.4532710280373832,0.33333333333333337,0.6158259941286363,0.675,0.30707070707070705,0.891063,0.0458659,0.336629,80,0.00635868,0.849814,0.0278308,0.405124,98,6.79505,0.152614
106,0.31313131313131315,0.4375,0.4532710280373832,0.45507246376811594,0.7014945289564986,0.125,0.20101010101010097,0.845611,0.0632976,0.454346,94,0.00775477,0.114494,0.0658484,0.0095196,56,8.7804,0.361414
107,0.43939393939393945,0.44791666666666663,0.4018691588785047,0.45507246376811594,0.36495863357352554,0.36250000000000004,0.2535353535353535,0.862493,0.0710598,0.30357,78,0.00236207,0.221444,0.0234966,0.031154,91,10.7859,0.100298
108,0.7626262626262627,0.42317708333333337,0.3878504672897196,0.47246376811594204,0.7311182279156658,0.125,0.09090909090909094,0.826133,0.0303511,0.205187,12,0.000848746,0.717698,0.0831392,0.0881283,96,7.98663,0.321968
109,0.5404040404040404,0.39713541666666663,0.4532710280373832,0.4231884057971015,0.5419001868161195,0.125,0.16262626262626267,0.821179,0.0548679,0.351342,66,0.00330929,0.532417,0.0115036,0.431802,35,10.4975,0.215626
110,0.7626262626262627,0.34114583333333337,0.4299065420560748,0.5014492753623188,0.5601814785161463,0.125,0.09090909090909094,0.826775,0.0625285,0.239322,91,0.00253774,0.0981168,0.0457686,0.211274,97,4.88992,0.228923
111,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5797101449275363,0.10408326661329059,0.125,0.09090909090909094,0.733768,0.056256,0.182228,95,0.00472543,0.743404,0.0868386,0.265829,83,5.87009,0.106112
112,0.43939393939393945,0.29557291666666663,0.4252336448598131,0.31304347826086953,0.7444622364558313,0.675,0.30202020202020197,0.88066,0.0495211,0.386843,30,0.00580456,0.53786,0.0132769,0.0451332,31,3.14564,0.184188
113,0.7626262626262627,0.38802083333333337,0.4672897196261683,0.4405797101449276,0.743795036028823,0.125,0.17979797979797985,0.828203,0.0251686,0.0683208,49,0.0096416,0.123572,0.0886208,0.491935,21,9.80993,0.378744
114,0.3484848484848485,0.48567708333333337,0.40654205607476634,0.22608695652173916,0.006004803843074447,0.45625000000000004,0.051515151515151514,0.984852,0.0712026,0.382288,89,0.00738388,0.512864,0.0184943,0.103215,14,10.6336,0.326435
115,0.2777777777777778,0.27604166666666663,0.40654205607476634,0.4347826086956522,0.5439017880971444,0.7,0.2545454545454545,0.904512,0.0471105,0.00509055,96,0.00479659,0.643635,0.051691,0.244515,45,14.9335,0.0244495
116,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5797101449275363,0.10408326661329059,0.125,0.09090909090909094,0.711262,0.0837632,0.271542,3,0.00958581,0.151647,0.064665,0.00791998,79,3.65479,0.0969541
117,0.7626262626262627,0.40104166666666663,0.4532710280373832,0.518840579710145,0.6697357886309048,0.125,0.18080808080808086,0.82774,0.0704412,0.481794,26,0.00920481,0.841185,0.0732364,0.0378238,65,7.33476,0.12143
