max_value,0.9435130644917686,0.9876229230247542,0.9957569585879158,0.9989675643121397,1.0,0.9978597722797705,0.9987044865675713,0.9974672857745884,1.0,0.9966224774128177,0.9955409725727747,0.9828467469462011,0.9993639014047178,0.9988604421484464,1.0,0.9995665888131757,0.9556371424200704,0.8531733981172184,0.8106755629691409,0.7992836296099761,0.7179525667967577,0.595890410958904
clusters_found,10,10,10,10,10,10,10,10,10,14,43,10,10,15,16,10,10,9,10,10,10,9
index_set,72,469,198,85,148,29,18,49,85,158,148,274,85,283,283,274,85,171,218,499,469,225
mean_value,0.48280521009020555,0.5364438392587484,0.5903131541411192,0.6535095384561166,0.7019634288012668,0.7260049408640352,0.7396857951848684,0.6576330108764665,0.47296982523105735,0.32699871916608636,0.16795663847751954,0.6771790861327078,0.6908538505458355,0.6852090609519528,0.6681303129781038,0.6463142505071621,0.4799268982939561,0.45586471408538104,0.4025515899966334,0.35074259314892764,0.2993492507470315,0.2620957243420567

experiment,D05_CE,D10_CE,D15_CE,D20_CE,D25_CE,D50_CE,D75_CE,N10_CE,N30_CE,N50_CE,N70_CE,S1500_CE,S2500_CE,S3500_CE,S4500_CE,S5500_CE,i05_CE,i06_CE,i07_CE,i08_CE,i09_CE,i10_CE,a_t,lp,dsbeta,age_wins,e_b,e_n,epsilon_ds,minwd,epochs,push_rate,supervision_rate
10,0.4526871329814911,0.48763132560378386,0.6187513182872811,0.6990367248645395,0.7477053723525973,0.6559443550293194,0.7234813247606424,0.6699744825630848,0.6373864128083081,0.7159731179146018,0.26609570223846724,0.6852914527333132,0.7150768063720843,0.7525398506138569,0.6311921128967569,0.7316742161199923,0.4052165812761993,0.35874175306314793,0.36608145652302415,0.34124337033189345,0.3093419813788053,0.23562642734083894,0.933202,0.020962,0.0431982,29,0.00525821,0.0661983,0.0363413,0.314123,81,14.532,0.334286
11,0.3405705229793978,0.0,0.32725413328788133,0.0,0.2661180631120783,0.36075840768702816,0.2624655788443595,0.23165467625899283,0.0,0.0,0.0,0.0,0.0,0.0,0.2136186310438586,0.0,0.28984350047908014,0.24392953499444536,0.19937057435090477,6.396929473853064E-4,0.19917669411019634,6.398976163813908E-4,0.990174,0.0962265,0.151499,31,0.00170348,0.0580822,0.0302114,0.435286,51,8.60452,0.162807
12,0.634845532980796,0.6747372845733501,0.7729090303232256,0.7739247538086019,0.6837806696489088,0.8936097310262121,0.9209736806218465,0.8181357221330179,0.7169332317847169,0.0658685150178534,0.03476226288961315,0.848396013066421,0.7490191975728409,0.8868395192380376,0.779587532224045,0.8836391473888184,0.7465337954939342,0.5555221185675594,0.4940512507626602,0.19141182063064488,0.20903954802259883,0.2539441747572816,0.976563,0.0604786,0.149407,87,0.00305795,0.0127613,0.0358988,0.0301802,26,5.32388,0.105697
13,0.41955835962145105,0.3593993599737425,0.6487941000597968,0.635831684020308,0.7201990574432324,0.730952380952381,0.8241370118619219,0.7087050880154329,0.049188233402989834,0.06770997168921045,0.06379597396700465,0.625649608033119,0.7317318376633684,0.7315923518455164,0.7308880195311351,0.613727905984931,0.5197825812160284,0.42000966650555827,0.43718419843821776,0.3805062229058873,0.411842686699072,0.3623072833599149,0.954436,0.0866134,0.462069,77,0.00903661,0.0975508,0.0204389,0.139537,92,9.08863,0.264587
14,0.8195488721804511,0.7108103477813945,0.7122424655201771,0.5065024545689432,0.6876700217627856,0.4397739919527438,0.33744715668894043,0.6938637325433771,0.7463116839070714,0.5143147552092157,0.368141592920354,0.7694109482085538,0.7059603000026502,0.7057347125038029,0.600588000650051,0.730349529063185,0.7441970630033159,0.6752258678078935,0.4756741332572407,0.16189327705758216,0.172831926323868,0.020233955105912083,0.994496,0.0412686,0.162034,80,0.00565124,0.0664678,0.0306296,0.358048,42,8.45968,0.015528
15,0.5689314327333264,0.720370626469368,0.7496068245722728,0.8911658607721238,0.8449115611381697,0.8510222367027775,0.8667833206774737,0.9271757043082477,0.7903081064911756,0.7988896254557507,0.2041221753166128,0.7469850263051396,0.9181357748125061,0.9266006554142148,0.8614490441323115,0.7530166523843713,0.551270088128564,0.5207568807339449,0.4377216058561134,0.45569379808148924,0.5173488468730522,0.4557394992475031,0.953393,0.046952,0.0350522,45,0.00799998,0.0949505,0.0452836,0.32443,90,5.69659,0.0774191
16,0.404355620476728,0.4845173810327371,0.5423460355911675,0.803075186909296,0.7339468147134129,0.7829755219388989,0.8480690174280586,0.6893729726512514,0.4744648540700215,0.4279044476111903,0.33511912469247707,0.728036963357505,0.8104634167311495,0.6932496737540039,0.8061468818869498,0.6206716105496083,0.4145112986659406,0.46094459582198,0.2142080025788774,0.19129639787895414,0.15874352331606223,0.12129655956781349,0.967274,0.00278341,0.160849,2,0.00897525,0.0767612,0.0115326,0.242746,23,14.6167,0.0384333
17,0.4313035073184204,0.4754482989777108,0.5218977020014826,0.7630281921535125,0.6464859636395612,0.7152851076364172,0.7023031310435213,0.6663094969546582,0.6620596662733862,0.36743635665856467,0.14822495650639167,0.785175444667451,0.7731709317585302,0.7888878888788888,0.7266479829054322,0.7477664096836948,0.4088083240625614,0.3721458457860132,0.35646798087017384,0.20486661860129773,0.1810107498689041,0.15649165036858736,0.943709,0.0100907,0.228653,19,0.000756055,0.00441345,0.010022,0.376209,25,12.9624,0.251916
18,0.6416581020897567,0.7422746097483275,0.9627502461437479,0.9675027081076577,0.986580783682233,0.9973474801061007,0.9987044865675713,0.9849937473947478,0.9816727757414195,0.9853898814493237,0.8127439869034127,0.8496770405167352,0.979224017036306,0.8880478389221104,0.988085504029903,0.8845278862041716,0.7022872602065913,0.6663277984863888,0.531194885361552,0.5132325141776938,0.47475432056929856,0.3291953504119174,0.978389,0.0277781,0.30716,3,0.00185025,0.0596784,0.0449585,0.293625,28,3.65874,0.0550958
19,0.7986885245901639,0.8045580110497238,0.8460798923232227,0.8583256329698762,0.8667767036076397,0.9603849449607804,0.962099316868103,0.9461840313926484,0.9385528254549799,0.9542018674966651,0.8638547349564367,0.6923170806126808,0.9332013364682589,0.7404403897054683,0.8793139293139293,0.9509770233431838,0.7891667746533627,0.5717855083605612,0.5671073506081439,0.4346969832602273,0.49510458388963063,0.3275910233727535,0.983579,0.0122766,0.455129,92,0.00425287,0.0187238,0.0333039,0.062242,67,7.91573,0.382335
20,0.31046146412176856,0.4743496818877345,0.5650835310149902,0.5323413039738517,0.6400774903986677,0.5051475634866163,0.7275709694697375,0.6369002445400118,0.05889455848556846,0.07062994273247891,0.04280600760175657,0.7320532017968819,0.7314609118798265,0.6384612460561827,0.730308017869739,0.6122627461176637,0.5129387938793879,0.488312735088662,0.3702295260084205,0.4749966839103329,0.29859112255718834,0.03333788768957513,0.953051,0.0914539,0.379979,57,0.00951703,0.0390545,0.0225718,0.235779,26,14.5543,0.242267
21,0.2440881763527054,0.3948617136659436,0.3647261379532982,0.5939704585537919,0.68078071409184,0.5841241426907648,0.6038879383207241,0.4798139928133587,0.12821447417812282,0.08240413085866971,0.044110619631676284,0.5438380455127574,0.6488793258024027,0.7063598701153286,0.6667217773185223,0.5426670251377874,0.2348630929425376,0.23415872039372498,0.15136935603256851,0.10073440023980418,0.12978148035067827,0.08159642133221501,0.932422,0.00418952,0.104597,88,0.00568007,0.0341001,0.0118752,0.379884,49,8.69052,0.0792932
22,0.4075437808711271,0.47137014314928427,0.6267282942184325,0.6817549714921429,0.7393989296006587,0.7630708140304434,0.7341526520051747,0.7183680914452484,0.6023707585149211,0.06565529396953296,0.04063800277392515,0.8238326918887517,0.7712295495165208,0.7586518315150639,0.804068344383451,0.7858738452218689,0.44492833953598865,0.4451398241305553,0.4262727947850483,0.38764829030006975,0.4005965061780997,0.37360014686983656,0.931137,0.0611264,0.0808539,42,0.00343647,0.0392173,0.0424168,0.372208,21,8.68157,0.325913
23,0.7010605115408609,0.7205882352941176,0.7129517228499394,0.7451413085559426,0.7337201805286911,0.8936177491917412,0.8203157763496436,0.9118271271464403,0.7637041192498798,0.6918891687657431,0.7969215491559086,0.7250886028725985,0.8543139387348196,0.8670375259287196,0.6134155184916606,0.7452912199362504,0.7052461461959224,0.6352178610010804,0.4820603558439005,0.3813559322033898,0.29028243178554336,0.2755270092226614,0.98728,0.0114702,0.0939458,22,0.00505848,0.0966505,0.0462079,0.264427,16,4.23832,0.073369
24,0.5711526733075829,0.6697349257209437,0.8385821144408976,0.911810899952882,0.8663733666031913,0.9641823145007858,0.9726732410266626,0.8825738607911868,0.833767258382643,0.9468153377185946,0.21379426078201036,0.9102944716360427,0.9354934749168858,0.945389178500809,0.950743207170755,0.9473528069374715,0.5355065102964263,0.6035805626598465,0.49930442847206125,0.5280189423835833,0.5010652328294614,0.4414083594340642,0.958947,0.0366494,0.410236,15,0.000707282,0.0492682,0.0172079,0.137331,39,13.7552,0.234574
25,0.44726858877086495,0.47335168272238204,0.5778976694821563,0.6911369021324445,0.6378662150719729,0.7507071324822261,0.6967812259553732,0.7010713143588103,0.07663945219910451,0.08248567956951913,0.04334182563847633,0.7270580001749628,0.7168627857550153,0.7226644638029438,0.7029833222525568,0.6835993867243868,0.45306945912191376,0.4149543378995434,0.398272646972225,0.3125577100646353,0.21692491060786656,0.284935984745301,0.93796,0.0897038,0.298384,98,0.000866926,0.0511843,0.0460059,0.129502,9,4.35132,0.322085
26,0.4984034060670569,0.5752397751074854,0.7271938522558254,0.8312571592210767,0.8708578874115313,0.8867249904906809,0.8707567921051067,0.8347476023207168,0.7307903591293003,0.07019718309859158,0.04753905593818242,0.8050389445239231,0.8724605488453885,0.8398596893120481,0.7535854714152358,0.8163053327145351,0.46789240105062946,0.4984918381831086,0.47953079178885627,0.4830388358688462,0.40644361833952913,0.39877825290164937,0.94104,0.057093,0.302434,24,0.00768762,0.00561257,0.0293813,0.303942,98,13.7006,0.0457586
27,0.4233870967741935,0.7349694025613526,0.6778740612362797,0.7805714285714286,0.7930104627332543,0.951417004048583,0.8239143478586964,0.7665855636658556,0.6944428074724498,0.7266738494689857,0.5524790057977798,0.7788685981051764,0.7213698105988138,0.6085417076472699,0.9243672226092421,0.7979126222922713,0.42421567295939155,0.2638590066376745,0.20725822532402793,0.22081440055924506,0.2090281138633464,0.1531351703189412,0.974661,0.00296221,0.389954,4,0.00255521,0.0708056,0.0454711,0.260836,54,8.11905,0.169459
28,0.25575340164622884,0.23405659599042983,0.28583724442567837,0.3753111161392507,0.39199168243981763,0.45689736272695913,0.4274166877419606,0.3449832443267892,0.10769413549501472,0.05621038294305625,0.03163438531766716,0.3395967503001762,0.3778913609941872,0.45480864348788874,0.3459177425795288,0.3494459371652354,0.2805805114029025,0.28962762162933375,0.18507535691357646,0.22317380352644833,0.16632941051174188,0.2121024583118446,0.900295,0.0112121,0.42263,84,0.00888099,0.00615819,0.0297346,0.420557,38,4.73249,0.153985
29,0.8527163527163527,0.8645643153526971,0.7728858532750233,0.9849011790652303,0.8943458942441407,0.9978597722797705,0.9987044865675713,0.9969622816639946,0.9962800135272235,0.8745234262475642,0.8615585729948554,0.9735690380159615,0.9453916357436566,0.9014123131770191,0.8985076212225822,0.9978366944691489,0.7650949173300674,0.6426576510363076,0.5025488530161427,0.4926690022057869,0.4363539017534467,0.4029028356403709,0.988313,0.0248464,0.349581,94,0.00451339,0.00463991,0.0475427,0.180483,76,9.46607,0.0886036
30,0.3856679362392439,0.4432359593820684,0.5430155816768852,0.618234749239116,0.7509818430189539,0.7466407641249797,0.7299036379045167,0.6606897413469949,0.36017782960425626,0.3011850024298157,0.05810579712929698,0.7364916981285268,0.7117059967859257,0.7216883888325938,0.6769582618639223,0.6833351833351833,0.38517892364046213,0.40631710808876165,0.38732502691893556,0.33169160825914,0.3080328222846037,0.327180600796236,0.924531,0.0485078,0.249852,42,0.00674666,0.0929501,0.0108579,0.123555,4,7.75951,0.0675609
31,0.45869740803289527,0.5340362136144854,0.6083785558743217,0.7582446287468164,0.7965546195725778,0.711990715289231,0.783534383609276,0.7667596858978519,0.6605010929880613,0.6572192215602205,0.27929427037233734,0.7723992374727668,0.7693531932258723,0.7874232669561312,0.7979529991628049,0.8094096084854157,0.49053788771103257,0.5197171381031613,0.45573890722405574,0.3088947368421052,0.2879681509879092,0.2951606944957518,0.943227,0.016616,0.376351,75,0.00905812,0.00102887,0.0242065,0.00559109,79,14.8104,0.35413
32,0.41303811013252123,0.4954685646500593,0.5844647135471397,0.7232813804620095,0.7894847151112309,0.7656678011123101,0.7417780471466394,0.7655000180969271,0.48762647811776183,0.39367107340173635,0.1530209929626709,0.7804353437150477,0.767437358855791,0.8476018566271274,0.8162300381145366,0.6460587326120557,0.4180108554391866,0.4358571303816261,0.41374908825674694,0.4080270384452894,0.3968174035653137,0.3548983364140481,0.932828,0.0394829,0.418419,89,0.00108412,0.0923268,0.0121997,0.232719,80,5.123,0.0596014
33,0.5671711655484475,0.676056338028169,0.5191639552197651,0.7122357793435299,0.5633841131664853,0.8145577626585524,0.8186963043774718,0.6406263224714346,0.3323150033944331,0.037420648179084526,0.03473323870752276,0.6923754958131335,0.7335172121147828,0.7318983875874658,0.6790627718713598,0.6767586821015138,0.6253633165060426,0.5055588063194851,0.39344773790951637,0.395,0.07140605296343006,0.0714285714285714,0.976349,0.0756727,0.370621,48,0.00183335,0.0605911,0.0366051,0.035774,47,4.64714,0.123361
34,0.4931351733899505,0.5243723445345694,0.3151037477883224,0.45237070820067116,0.4026441899194507,0.42647563486616336,0.43196559022325387,0.7385664954097533,0.04683020070086019,0.0699177438307873,0.045703769027261254,0.7320532017968819,0.7087021026244437,0.7315923518455164,0.6246543100912033,0.7181874170930453,0.43314784178071886,0.2071847324435574,0.4745343079462391,0.03157597970115589,0.41173874669020305,0.16586201526242017,0.955089,0.0888792,0.186221,98,0.00413157,0.0935856,0.0310928,0.431074,47,11.5417,0.260839
35,0.43590358556181796,0.5115824308062575,0.6,0.6954774294538224,0.6948371028540656,0.6338366506520248,0.8377615305197952,0.7253401712229621,0.07548179871520344,0.07239802583829291,0.03483747986985242,0.7967490303743409,0.785229180116204,0.785693950177936,0.6175854849965108,0.5641367488810589,0.46338698707776016,0.3814397816444899,0.44381161007667036,0.38869047619047614,0.3251934235976789,0.15859262176709987,0.943892,0.0765638,0.39204,71,0.00725855,0.0573025,0.015907,0.148444,2,6.4143,0.380616
36,0.5178626582930094,0.7251619870410367,0.6476681369876592,0.7965716142659842,0.7224609891563079,0.8101641778731128,0.8291096808795924,0.8116197183098591,0.7365100727593894,0.06693006716712757,0.04002291388199353,0.7320532017968819,0.8016840123424507,0.7317592486977682,0.7320076594491088,0.7959898681438344,0.5161621344279117,0.5344514959202176,0.4072668736345867,0.5318828839254716,0.4496317727511836,0.5199599549493179,0.956486,0.0707682,0.199348,82,0.00164646,0.0744165,0.0234246,0.297927,100,12.3075,0.364573
37,0.6987228804431451,0.5454323598796063,0.8078025746247681,0.6213675580546851,0.7166927101025885,0.7125943719972546,0.7409654984317469,0.7177644373044728,0.43482688391038693,0.12660907859078596,0.1270792873427341,0.7041326664911819,0.8100723986682873,0.8109195838712127,0.680219082628401,0.730349529063185,0.613824192336589,0.6650922509225092,0.450539701315984,0.20398481973434535,0.20526893523600442,0.06612090680100757,0.980383,0.0730061,0.449247,24,0.00481775,0.0627475,0.0405974,0.366868,2,13.3535,0.0102998
38,0.4055088510696466,0.49713685817904185,0.575844952186291,0.7100668394489156,0.8018541240627131,0.7964453130964559,0.7650944219745686,0.6511076821338035,0.49296882448279145,0.548473436130652,0.03875459800315295,0.7584425308873082,0.7647455135664849,0.7900336700336701,0.7616432189082724,0.7323195794450227,0.38502072648071384,0.39257397021852636,0.3973898858075041,0.3565625437736377,0.38760869565217393,0.34002263296869106,0.927088,0.0359282,0.386332,68,0.00235796,0.0384781,0.0113947,0.300365,30,11.6723,0.336835
39,0.48880327474115093,0.791601549228783,0.7074072585507014,0.8390663390663391,0.8763335121282556,0.9157618516365236,0.8967917057839095,0.8045076944028327,0.9171141723091292,0.948336815040977,0.8087069436850738,0.7376462938881665,0.7843324874152349,0.85443202495451,0.8000472897085772,0.824161207067699,0.5277473530485579,0.5845419668756433,0.48164682539682535,0.4631892230576441,0.3934928508899912,0.39832269556182276,0.959682,0.020849,0.127803,54,0.0032373,0.0909839,0.0267078,0.193571,67,11.8786,0.370635
40,0.8359119309729247,0.7573768073177929,0.8207355771731779,0.9812389081382574,0.8093805635705077,0.8944439688382844,0.7422725024727992,0.9880466349593838,0.890912156466026,0.9934348960525208,0.7310720268006701,0.9128565522943365,0.988050940726377,0.6826431492842535,0.8969831928317693,0.8868214448632686,0.6642325516079202,0.6513186653067171,0.5755285073670724,0.5312716682845653,0.24657134519988333,0.2812188523423038,0.985439,0.0253632,0.140575,87,0.000741272,0.0688556,0.0189551,0.353766,63,10.5229,0.120745
41,0.5175863847343991,0.6766585849680405,0.6995145388118713,0.7591017914637167,0.7784483046044077,0.807955568388335,0.7998265163141389,0.9388906547997458,0.7637267877912807,0.06806593145974149,0.04473438956197573,0.7320532017968819,0.7799543263131186,0.8682015227131981,0.744771982867221,0.7203202584875626,0.5431964374072241,0.533786078098472,0.5740625389311076,0.5010991853097116,0.3164587918806554,0.31000951273649724,0.956761,0.0541696,0.0328914,93,0.00705225,0.0982599,0.0312077,0.128251,13,11.2704,0.275779
42,0.4323832625833839,0.7114176454520622,0.754565720655063,0.6678672649976382,0.8432902648074709,0.7735187937991082,0.940809968847352,0.918026418026418,0.864468729232814,0.7193731243747916,0.4484253578732106,0.8175141242937853,0.9137747188832881,0.7806241266884024,0.8574426452655758,0.7298154936139167,0.42336126170527355,0.4616123549841129,0.37920642893018586,0.3929654335961189,0.3120195866309856,0.27604851673242725,0.951665,0.0177214,0.261367,81,0.00455692,0.0520343,0.0448491,0.134572,21,5.90842,0.148791
43,0.5293965293965294,0.7243259171946368,0.6589631808393298,0.719889363842092,0.8062715207434894,0.828202749430716,0.8398071438272443,0.8903473014837763,0.052783743598215804,0.06928415951373768,0.044765225853539814,0.7231606194884395,0.7305078591067075,0.7318983875874658,0.7339969869730896,0.7251614446304712,0.5298081907724209,0.5524334498521108,0.5351288056206089,0.506718105627245,0.49573529411764705,0.38968824940047964,0.964435,0.0802138,0.271406,75,0.00367107,0.0778789,0.0425437,0.0227138,84,12.4478,0.202288
44,0.34880500872915543,0.3994785076114882,0.4790926482645531,0.5331811697574893,0.7045934318467253,0.7572273111154421,0.7437137604299251,0.5481120584652862,0.37664151068852025,0.20370929820183103,0.03421454802582058,0.6562996079955941,0.646248243238611,0.701213316597932,0.5898386432421784,0.5780302496811499,0.35580426861009895,0.35934002685937205,0.3297949020378743,0.36586919592298983,0.2510184175798956,0.28337440208725906,0.915194,0.0418863,0.385019,72,0.00616235,0.0960124,0.040141,0.249768,3,5.75824,0.149927
45,0.5415381649961449,0.6868860025054395,0.717465675318159,0.7460446247464503,0.7669414972243209,0.9144112340158469,0.7682447388417193,0.8618230715944746,0.7883235968350218,0.06611697618864143,0.09023234829686444,0.7410470531556126,0.8411555955415604,0.8047640584954018,0.8476590972806279,0.8406427092104963,0.5161857482676595,0.5284414106939704,0.45798223639262126,0.4773473407747866,0.44142746314972847,0.4668993600930774,0.947897,0.0543007,0.400854,63,0.00954066,0.0209735,0.0267505,0.459241,57,10.7599,0.0196563
46,0.34138684903862326,0.3918732550708063,0.5809677845260101,0.6692990546460686,0.7528771874507331,0.611972740541619,0.6897574758653167,0.5814468503937008,0.48661423910315404,0.4998341310838349,0.17587809678701127,0.6445656496789955,0.7222818174852501,0.7580282502162006,0.57556942861517,0.5672337227573956,0.3674097331240188,0.38786787532596545,0.38748294256295746,0.3517058889764666,0.2958823244786375,0.33844973138910206,0.921974,0.030679,0.291791,23,0.000452408,0.0734579,0.0382039,0.208719,75,14.6514,0.256349
47,0.7134332148298629,0.9003091190108192,0.9462903225806452,0.8826301786393006,0.7887038475830153,0.9949637217242852,0.8704635499207607,0.9372149288065681,0.8828738512949039,0.9825189378173645,0.8144533714718378,0.8436722695409663,0.9773964435688735,0.8788770053475936,0.9837762400418678,0.8150084949581872,0.739018786322476,0.6571468182448357,0.5527840170232888,0.571825205214872,0.4698220723339923,0.44855544136119674,0.975829,0.0300307,0.0675937,13,0.00524695,0.0741916,0.0405069,0.462315,23,5.44826,0.166482
48,0.7169245342595516,0.7654587765957447,0.7121873759428344,0.8163002404671934,0.8202869967355821,0.8949897048730268,0.8962244828292483,0.8189662465104475,0.9215536938309216,0.001481418775924781,0.0,0.7379327989084087,0.7335172121147828,0.7316869300911855,0.8104016963128755,0.6771171952129837,0.5848824704255646,0.6318867343798091,0.3936337850614561,0.38939034045922405,0.20642633228840124,6.398976163813908E-4,0.985908,0.0609673,0.147928,77,0.00983981,0.0215386,0.0212096,0.343187,77,8.88434,0.321471
49,0.9318317422434368,0.859964397728236,0.8893207164582629,0.9957122030700626,0.9993203751529156,0.9978597722797705,0.9987044865675713,0.9974672857745884,0.9229204627314717,0.0,0.0,0.9797910009499957,0.9981998199819982,0.9976477729721527,0.9987012987012988,0.9992778566786221,0.9312760882528325,0.8162641394069092,0.48504408060453397,0.3882017126546147,0.32950070877303517,0.19020979020979023,0.992456,0.0535469,0.113014,12,0.00320342,0.00125017,0.0334848,0.468449,96,14.8708,0.285876
