max_value,0.7626262626262627,0.7291666666666667,0.5514018691588785,0.5797101449275363,0.803309314117961,0.7875,0.3303030303030303
clusters_found,1,2,5,1,11,9,14
index_set,4,468,204,5,275,17,484
mean_value,0.511010101010101,0.4142395833333334,0.4144485981308412,0.44610434782608693,0.3804141980250867,0.34783749999999997,0.15755353535353536

experiment,breast_CE,diabetes_CE,glass_CE,liver_CE,pendigits_CE,shape_CE,vowel_CE,a_t,lp,dsbeta,age_wins,e_b,e_n,epsilon_ds,minwd,epochs,push_rate,supervision_rate
116,0.3232323232323232,0.5625,0.4439252336448598,0.37681159420289856,0.19522284494262077,0.3375,0.08787878787878789,0.967288,0.0805135,0.259815,54,0.00133359,0.907172,0.0328785,0.375016,64,0.00253664,0.396837
117,0.2828282828282829,0.26432291666666663,0.5046728971962617,0.4260869565217391,0.48692287163063785,0.6625,0.2646464646464647,0.910764,0.012688,0.212079,34,0.00521556,0.0849025,0.098886,0.232565,99,0.00593597,0.194805
118,0.29292929292929293,0.49609375,0.43457943925233644,0.3913043478260869,0.08767013610888708,0.44375,0.0828282828282828,0.970977,0.086579,0.285232,12,0.00668341,0.46164,0.0713128,0.290997,3,0.00920359,0.078797
119,0.35858585858585856,0.26692708333333337,0.49065420560747663,0.45797101449275357,0.20349613023752333,0.58125,0.25151515151515147,0.875593,0.0890254,0.104785,26,0.00944714,0.597736,0.0307173,0.486739,6,0.00557711,0.0848209
120,0.31313131313131315,0.33203125,0.44859813084112155,0.4347826086956522,0.5138777688817721,0.675,0.2525252525252525,0.869927,0.0557706,0.398334,50,0.00529738,0.0602156,0.0509054,0.388961,55,0.00532437,0.077849
121,0.08080808080808077,0.10416666666666663,0.3691588785046729,0.17101449275362324,0.344275420336269,0.6,0.18787878787878787,0.990919,0.0161917,0.394345,97,0.00729558,0.147395,0.0660691,0.369445,55,0.00420412,0.183155
122,0.5353535353535354,0.30729166666666663,0.44859813084112155,0.4521739130434783,0.5896717373899119,0.125,0.2656565656565657,0.838714,0.0639589,0.0789923,33,0.00425012,0.526245,0.0984284,0.420364,87,0.0058794,0.0713718
123,0.4696969696969697,0.45052083333333337,0.47663551401869164,0.45797101449275357,0.2862289831865492,0.63125,0.2343434343434343,0.848041,0.0849146,0.390502,34,0.00314879,0.110489,0.0748264,0.314328,66,0.00624207,0.0431788
124,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5130434782608695,0.6289031224979984,0.125,0.09090909090909094,0.755797,0.0246512,0.41021,56,0.00679843,0.954561,0.0278051,0.0474958,66,0.00138913,0.177272
125,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5043478260869565,0.10408326661329059,0.125,0.09090909090909094,0.708006,0.0587061,0.099654,6,0.00635564,0.791219,0.033997,0.383896,58,0.00529096,0.351853
126,0.43939393939393945,0.5494791666666667,0.46261682242990654,0.34202898550724636,0.004536962903656239,0.44999999999999996,0.07171717171717173,0.978775,0.0836349,0.0926197,57,0.00645354,0.427584,0.075505,0.181095,85,0.00662027,0.387229
127,0.7626262626262627,0.32682291666666663,0.4018691588785047,0.47536231884057967,0.37576728049105956,0.125,0.24444444444444446,0.835387,0.0748147,0.418778,51,0.00814931,0.686658,0.0939482,0.304021,55,0.00402574,0.22063
128,0.36363636363636365,0.34895833333333337,0.4439252336448598,0.408695652173913,0.7421937550040032,0.575,0.2707070707070707,0.88161,0.0389956,0.0626063,45,0.000236528,0.743383,0.0497688,0.387446,51,0.00180121,0.199929
129,0.21212121212121215,0.30859375,0.43457943925233644,0.5072463768115942,0.19535628502802238,0.54375,0.08989898989898992,0.966051,0.0618539,0.0810632,76,0.00494395,0.93436,0.0848816,0.327264,40,0.00269805,0.371881
130,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5797101449275363,0.10408326661329059,0.125,0.09090909090909094,0.735556,0.0460297,0.304652,38,0.000634053,0.979159,0.0897332,0.435911,42,0.00509865,0.25893
131,0.4040404040404041,0.48828125,0.4392523364485982,0.40289855072463765,0.74112623432079,0.125,0.29393939393939394,0.849279,0.045546,0.20608,3,0.000460909,0.689561,0.0250453,0.432391,96,0.000364181,0.326435
132,0.7626262626262627,0.40234375,0.46261682242990654,0.46376811594202894,0.6749399519615693,0.25,0.09090909090909094,0.820252,0.0251848,0.0161489,27,0.00499952,0.193299,0.0800626,0.41117,92,0.00958253,0.116498
133,0.7626262626262627,0.40104166666666663,0.3551401869158879,0.518840579710145,0.10408326661329059,0.125,0.09090909090909094,0.767567,0.0710749,0.329595,49,0.00413748,0.618216,0.0857142,0.149559,81,0.00245641,0.104374
134,0.24747474747474751,0.32161458333333337,0.2990654205607477,0.43768115942028984,0.1487856952228449,0.4375,0.04747474747474745,0.988835,0.0778604,0.407173,61,0.0073797,0.437501,0.054598,0.150483,90,0.00167907,0.0509991
135,0.7626262626262627,0.43619791666666663,0.4252336448598131,0.4347826086956522,0.6932212436615959,0.34375,0.18585858585858583,0.818531,0.0298723,0.23769,15,0.00320344,0.877911,0.0472198,0.186446,20,0.00695905,0.315272
136,0.4444444444444444,0.34244791666666663,0.48130841121495327,0.4608695652173913,0.7201761409127302,0.125,0.304040404040404,0.873694,0.0378539,0.380755,31,0.00656358,0.0728282,0.0535154,0.49112,90,0.00611378,0.349569
137,0.2777777777777778,0.59765625,0.5233644859813085,0.48115942028985503,0.10008006405124104,0.35624999999999996,0.0888888888888889,0.960993,0.0992767,0.021458,58,0.0088647,0.143815,0.0552669,0.173364,25,0.0010235,0.071748
138,0.7626262626262627,0.38020833333333337,0.4392523364485982,0.35942028985507246,0.6501200960768615,0.125,0.23030303030303034,0.84022,0.0144671,0.250798,29,0.00931022,0.9251,0.0957909,0.469687,14,0.00362761,0.279295
139,0.30808080808080807,0.29036458333333337,0.4158878504672897,0.4492753623188406,0.3832399252735522,0.125,0.22020202020202018,0.853881,0.078847,0.0569199,37,0.00829965,0.917665,0.0146428,0.0347732,83,0.00149805,0.146549
140,0.2727272727272727,0.24869791666666663,0.4252336448598131,0.4434782608695652,0.29930611155591136,0.55,0.17474747474747476,0.95705,0.0678957,0.312317,13,0.00999718,0.850405,0.0526114,0.185338,44,0.0068519,0.321026
141,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5043478260869565,0.10408326661329059,0.125,0.09090909090909094,0.73013,0.0261662,0.434978,40,0.00367943,0.29926,0.0866628,0.114769,42,0.00414228,0.337483
142,0.3787878787878788,0.5364583333333333,0.3457943925233645,0.35072463768115947,0.024152655457699512,0.55,0.06767676767676767,0.982188,0.0826973,0.392644,40,0.0050838,0.789545,0.0158123,0.258494,72,0.00350246,0.169453
143,0.7626262626262627,0.53515625,0.3551401869158879,0.536231884057971,0.6499866559914598,0.125,0.09090909090909094,0.762045,0.0555869,0.363788,38,0.00914377,0.777931,0.0373464,0.451028,58,0.00423089,0.323613
144,0.7626262626262627,0.35546875,0.49065420560747663,0.48985507246376814,0.6355751267680811,0.125,0.14040404040404042,0.783629,0.0406141,0.307476,78,0.00095936,0.464694,0.0113453,0.472339,61,0.00811297,0.0896174
145,0.1767676767676768,0.30598958333333337,0.35046728971962615,0.3913043478260869,0.5571123565519083,0.5375,0.14040404040404042,0.983203,0.0330257,0.143201,63,0.00594312,0.98058,0.0603899,0.345962,99,0.00831313,0.14293
146,0.19696969696969702,0.29817708333333337,0.4112149532710281,0.36811594202898545,0.08767013610888708,0.54375,0.08787878787878789,0.964276,0.0647843,0.123425,73,0.00812676,0.113874,0.0231614,0.13358,71,0.00677231,0.35609
147,0.7626262626262627,0.39973958333333337,0.43457943925233644,0.4695652173913043,0.7413931144915933,0.25,0.09090909090909094,0.826329,0.0166473,0.133327,36,0.00325283,0.384617,0.0898249,0.357522,98,0.00181368,0.343555
148,0.297979797979798,0.32942708333333337,0.383177570093458,0.5391304347826087,0.5639178009073926,0.69375,0.2898989898989899,0.901903,0.0442135,0.480809,72,0.00856225,0.762348,0.0596642,0.452736,98,0.00458985,0.230963
149,0.28787878787878785,0.26171875,0.4018691588785047,0.39420289855072466,0.3674939951961569,0.70625,0.27474747474747474,0.93831,0.052775,0.0983419,59,0.00291738,0.985157,0.0409965,0.0175013,17,0.00604185,0.0126245
150,0.2777777777777778,0.27604166666666663,0.3551401869158879,0.41159420289855075,0.10408326661329059,0.55,0.17878787878787883,0.923065,0.0769541,0.27503,38,0.00972422,0.716593,0.0554027,0.347185,60,0.00250151,0.0524179
151,0.10606060606060608,0.27734375,0.397196261682243,0.22608695652173916,0.11208967173738993,0.475,0.010101010101010055,0.993546,0.0669277,0.054747,14,0.00427159,0.227052,0.0252635,0.350594,57,0.00725194,0.0701813
152,0.1767676767676768,0.15625,0.3691588785046729,0.2202898550724638,0.42460635174806516,0.6,0.2545454545454545,0.931458,0.0118598,0.153738,26,0.0095262,0.771258,0.0181472,0.449422,54,0.00766744,0.326954
153,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5797101449275363,0.10408326661329059,0.125,0.09090909090909094,0.713441,0.0441692,0.103548,16,0.0026971,0.113531,0.0543074,0.275579,49,0.000686747,0.251981
154,0.3434343434343434,0.35026041666666663,0.4439252336448598,0.4492753623188406,0.5900720576461169,0.6875,0.22020202020202018,0.854855,0.0229613,0.288154,35,0.00488272,0.101458,0.0549328,0.0870385,94,0.00382799,0.142121
155,0.7626262626262627,0.40234375,0.3551401869158879,0.5246376811594202,0.6486522551374433,0.125,0.09090909090909094,0.776491,0.0607949,0.419972,85,0.00660339,0.731606,0.0782185,0.0200652,91,0.00120771,0.0827643
156,0.21717171717171713,0.23046875,0.4439252336448598,0.3536231884057971,0.10381638644248736,0.65,0.1383838383838384,0.935936,0.0686323,0.237127,94,0.00796764,0.13937,0.0561365,0.170813,79,0.00985505,0.209009
157,0.4545454545454546,0.48307291666666663,0.44859813084112155,0.4666666666666667,0.674673071790766,0.125,0.2595959595959596,0.838077,0.0241431,0.0835852,64,0.000106807,0.301981,0.0945344,0.0729062,81,0.000729694,0.399383
158,0.3939393939393939,0.31640625,0.5233644859813085,0.49275362318840576,0.10408326661329059,0.46875,0.09090909090909094,0.891917,0.0998212,0.3463,41,0.00266221,0.446912,0.0726496,0.139485,50,0.00969384,0.22869
159,0.7626262626262627,0.36588541666666663,0.4299065420560748,0.42028985507246375,0.5560448358686949,0.125,0.2545454545454545,0.828942,0.0743008,0.375518,44,0.00629765,0.310698,0.0163773,0.411674,34,0.0058155,0.29352
160,0.7626262626262627,0.4765625,0.5327102803738317,0.4521739130434783,0.6766746730717907,0.125,0.09090909090909094,0.809022,0.0657538,0.164873,15,0.00382462,0.660794,0.0104619,0.415604,94,0.000218117,0.373711
161,0.21212121212121215,0.2578125,0.43457943925233644,0.24927536231884062,0.38844408860421675,0.6125,0.15555555555555556,0.963461,0.0505118,0.168358,52,0.00192515,0.43269,0.0635974,0.14767,5,0.00519251,0.365494
162,0.3737373737373737,0.4609375,0.4953271028037384,0.4695652173913043,0.5987456631972244,0.78125,0.2646464646464647,0.895596,0.0183318,0.444196,1,0.000847336,0.948886,0.0302138,0.151728,19,0.00290789,0.227004
163,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5797101449275363,0.10408326661329059,0.125,0.09090909090909094,0.71474,0.0807836,0.450547,53,0.00209331,0.488839,0.062576,0.334909,87,0.00727536,0.37676
164,0.23737373737373735,0.26041666666666663,0.43457943925233644,0.35072463768115947,0.6051507872965038,0.68125,0.2858585858585858,0.917734,0.0234345,0.349786,72,0.00892654,0.758285,0.0357031,0.425909,47,0.00783138,0.106042
165,0.3434343434343434,0.2734375,0.4439252336448598,0.4,0.3694955964771818,0.65625,0.2666666666666667,0.887543,0.0655042,0.358934,65,0.0055986,0.435136,0.0217885,0.366242,89,0.00724465,0.190747
166,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5797101449275363,0.10408326661329059,0.125,0.09090909090909094,0.72098,0.0531295,0.108701,53,0.00638833,0.379742,0.02214,0.381456,57,0.00451385,0.0416686
167,0.7626262626262627,0.5729166666666667,0.35046728971962615,0.4956521739130435,0.6208967173738991,0.125,0.18484848484848482,0.803466,0.0355531,0.0111011,75,0.00578939,0.523594,0.0685601,0.418818,18,0.00430514,0.149195
168,0.7626262626262627,0.43619791666666663,0.43457943925233644,0.4318840579710145,0.6171603949826527,0.125,0.09090909090909094,0.786522,0.0216827,0.0699942,93,0.00457768,0.736065,0.0609769,0.399546,48,0.0014187,0.0312138
169,0.7626262626262627,0.4296875,0.43457943925233644,0.518840579710145,0.7409927942353883,0.125,0.09090909090909094,0.789271,0.0381191,0.316688,54,0.00342601,0.30804,0.0711556,0.0960231,82,0.00258596,0.139244
170,0.38888888888888884,0.47265625,0.4299065420560748,0.45507246376811594,0.5256204963971177,0.39375000000000004,0.21717171717171713,0.87056,0.0687298,0.399234,3,0.00427844,0.453042,0.01373,0.18451,89,0.0068149,0.0200159
171,0.7626262626262627,0.4296875,0.46261682242990654,0.5246376811594202,0.30757939685081404,0.125,0.09090909090909094,0.816575,0.0952807,0.412166,36,0.0046248,0.248192,0.0225687,0.0492104,11,0.00961532,0.0183819
172,0.31313131313131315,0.29817708333333337,0.4719626168224299,0.33043478260869563,0.6172938350680545,0.125,0.2838383838383839,0.865659,0.0164707,0.25936,13,0.00654626,0.991763,0.0591752,0.12539,22,0.00648051,0.390386
173,0.4444444444444444,0.35416666666666663,0.4532710280373832,0.43768115942028984,0.5651187616760075,0.26875000000000004,0.24949494949494955,0.856588,0.0187007,0.0434742,34,0.00301218,0.304026,0.0459147,0.293336,13,0.00738558,0.0252723
174,0.23232323232323238,0.19661458333333337,0.4672897196261683,0.32173913043478264,0.3816386442487323,0.69375,0.26868686868686864,0.933034,0.0547105,0.155023,44,0.0038999,0.229065,0.0788125,0.396243,90,0.00433941,0.366239
175,0.30808080808080807,0.29947916666666663,0.4579439252336449,0.4782608695652174,0.4781158259941286,0.66875,0.2909090909090909,0.929112,0.0629078,0.409811,7,0.00790428,0.501049,0.0483435,0.319892,11,0.00208905,0.341002
176,0.4494949494949495,0.35416666666666663,0.4158878504672897,0.46376811594202894,0.6453162530024019,0.22499999999999998,0.23636363636363633,0.842412,0.0314445,0.132089,11,0.00906393,0.900205,0.0402366,0.47777,63,0.00253443,0.243823
177,0.7626262626262627,0.5403645833333333,0.3551401869158879,0.536231884057971,0.46904190018681613,0.125,0.09090909090909094,0.788627,0.0811188,0.0767297,84,0.00862117,0.849235,0.0490591,0.058347,36,0.00785401,0.0230486
178,0.14646464646464652,0.20703125,0.39252336448598135,0.22608695652173916,0.5716573258606885,0.61875,0.27575757575757576,0.964438,0.0260146,0.0379517,50,0.00263161,0.586554,0.0975368,0.192024,57,0.00962698,0.290318
179,0.3787878787878788,0.35677083333333337,0.4252336448598131,0.43768115942028984,0.10288230584467573,0.36250000000000004,0.09090909090909094,0.947781,0.0961376,0.191608,98,0.00777763,0.68458,0.02486,0.435066,30,0.00732647,0.083729
180,0.7626262626262627,0.6510416666666667,0.46261682242990654,0.5797101449275363,0.10408326661329059,0.125,0.09090909090909094,0.734454,0.0174294,0.332492,47,0.00417691,0.0199541,0.0530728,0.380989,59,0.00427508,0.0481954
181,0.26262626262626265,0.34635416666666663,0.4719626168224299,0.3826086956521739,0.6533226581265013,0.65,0.2676767676767676,0.896485,0.0401848,0.471402,57,0.00792157,0.96942,0.0258992,0.0451116,13,0.00355422,0.13317
182,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.4666666666666667,0.10408326661329059,0.125,0.09090909090909094,0.743189,0.0660144,0.0100901,94,0.00150722,0.611844,0.0696247,0.298952,26,0.00220366,0.280292
183,0.12121212121212122,0.10286458333333337,0.3411214953271028,0.2811594202898551,0.3980517747531358,0.56875,0.21010101010101012,0.97715,0.015545,0.335745,71,0.00221771,0.629568,0.0860103,0.336174,80,0.00845822,0.137178
184,0.3232323232323232,0.23958333333333337,0.4672897196261683,0.336231884057971,0.6006138243928476,0.7125,0.26363636363636367,0.88403,0.0270206,0.0824232,22,0.00915693,0.325606,0.0384901,0.110309,23,0.00128677,0.26466
185,0.7626262626262627,0.39713541666666663,0.4439252336448598,0.42898550724637685,0.7514011208967174,0.125,0.09090909090909094,0.812953,0.0394932,0.216948,97,0.00100878,0.839999,0.0855228,0.324536,6,0.000423502,0.0350926
186,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5797101449275363,0.10408326661329059,0.125,0.09090909090909094,0.717128,0.0697556,0.263899,58,0.00698196,0.045274,0.0161611,0.475166,72,0.00699421,0.369967
187,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5797101449275363,0.10408326661329059,0.125,0.09090909090909094,0.709867,0.0398358,0.299332,6,0.00731762,0.331328,0.0334438,0.49957,81,0.000811585,0.336121
188,0.7626262626262627,0.53125,0.5046728971962617,0.5333333333333333,0.3081131571924206,0.125,0.09090909090909094,0.801022,0.0815192,0.00667879,64,0.00043844,0.583678,0.0806037,0.395111,2,0.000252731,0.0686125
189,0.7626262626262627,0.49869791666666663,0.514018691588785,0.5072463768115942,0.7213771016813451,0.125,0.09090909090909094,0.784898,0.069764,0.435823,66,0.0011711,0.512736,0.0979082,0.447617,23,0.0067432,0.214292
190,0.28787878787878785,0.34505208333333337,0.40654205607476634,0.4492753623188406,0.2053642914331465,0.25,0.25050505050505045,0.860104,0.0983487,0.497585,76,0.00399508,0.97367,0.028799,0.419579,82,0.00433619,0.0738033
191,0.30808080808080807,0.24739583333333337,0.4252336448598131,0.4,0.7251134240725914,0.125,0.3171717171717172,0.86783,0.0331769,0.429648,30,0.00957753,0.897773,0.0633318,0.176552,36,0.00738695,0.269448
192,0.3232323232323232,0.328125,0.3457943925233645,0.3797101449275362,0.6581265012009607,0.625,0.25151515151515147,0.886751,0.0309099,0.442982,84,0.0064173,0.269393,0.0208364,0.366572,1,0.00850258,0.184089
193,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5101449275362319,0.10408326661329059,0.125,0.09090909090909094,0.71151,0.0197136,0.446182,78,0.00828611,0.137542,0.0488641,0.283931,32,0.00513786,0.324782
194,0.33838383838383834,0.37630208333333337,0.43457943925233644,0.47536231884057967,0.10408326661329059,0.65,0.09090909090909094,0.915518,0.0887385,0.0282414,90,0.00590963,0.323416,0.0242393,0.476537,45,0.00494854,0.249227
195,0.025252525252525304,0.16015625,0.28971962616822433,0.15652173913043477,0.10408326661329059,0.35624999999999996,0.00303030303030305,0.996931,0.0373489,0.306805,58,0.00198108,0.351015,0.010745,0.00200938,68,0.00656444,0.236631
196,0.40909090909090906,0.44010416666666663,0.4392523364485982,0.4608695652173913,0.7604750467040299,0.44999999999999996,0.3111111111111111,0.850523,0.0540161,0.120628,4,0.000557643,0.416573,0.0511209,0.467564,71,0.00869362,0.372439
197,0.7626262626262627,0.43229166666666663,0.3551401869158879,0.5217391304347826,0.6844141980250867,0.125,0.09090909090909094,0.765546,0.032349,0.427558,8,0.00868367,0.481598,0.0623147,0.0148097,68,0.00601663,0.0566837
198,0.7626262626262627,0.37890625,0.4392523364485982,0.48115942028985503,0.6978916466506538,0.24375000000000002,0.26868686868686864,0.820101,0.0564749,0.100502,96,0.00138353,0.131512,0.0343446,0.227843,73,0.00740635,0.0116654
199,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5797101449275363,0.10408326661329059,0.125,0.09090909090909094,0.724667,0.0248119,0.0506604,41,0.00538779,0.783737,0.0704426,0.376603,84,0.00503372,0.237404
200,0.36868686868686873,0.30989583333333337,0.42056074766355145,0.43768115942028984,0.10341606618628241,0.5125,0.09090909090909094,0.939023,0.0725162,0.129798,65,0.000286747,0.465608,0.0126184,0.239131,51,0.00202464,0.206063
201,0.2727272727272727,0.31510416666666663,0.4392523364485982,0.5130434782608695,0.19695756605284231,0.55625,0.1777777777777778,0.884501,0.0824438,0.286515,80,0.00321647,0.359485,0.0932967,0.140458,34,0.000540205,0.152713
202,0.2727272727272727,0.31901041666666663,0.42056074766355145,0.45507246376811594,0.3003736322391246,0.66875,0.28686868686868683,0.913523,0.0728572,0.197389,42,0.00649321,0.423724,0.0499993,0.136144,50,0.00474158,0.0114755
203,0.7626262626262627,0.37369791666666663,0.4719626168224299,0.5130434782608695,0.3845743261275687,0.125,0.09090909090909094,0.81672,0.0881406,0.343223,92,0.0040323,0.239409,0.0201183,0.175359,46,0.00303951,0.19882
204,0.7626262626262627,0.47395833333333337,0.5514018691588785,0.43768115942028984,0.7236455831331732,0.25,0.09090909090909094,0.804339,0.0318655,0.405633,74,0.00513379,0.0976244,0.0237486,0.353624,13,0.00809004,0.352955
205,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5797101449275363,0.10408326661329059,0.125,0.09090909090909094,0.741844,0.0854018,0.0199265,51,0.000327785,0.478046,0.0844569,0.157786,100,0.00377592,0.0288169
206,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5159420289855072,0.10408326661329059,0.125,0.09090909090909094,0.714249,0.0545193,0.201354,11,0.00112926,0.0134514,0.0170026,0.234594,18,0.0057522,0.0818676
207,0.2777777777777778,0.34244791666666663,0.4112149532710281,0.34782608695652173,0.08340005337603418,0.44999999999999996,0.08787878787878789,0.967602,0.0838495,0.432778,31,0.000576147,0.528912,0.0693898,0.164009,3,0.00437465,0.212498
208,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5797101449275363,0.10408326661329059,0.125,0.09090909090909094,0.712597,0.0279751,0.0186278,95,0.00561861,0.930719,0.0909284,0.360982,67,0.00138663,0.177976
209,0.2525252525252525,0.30859375,0.42056074766355145,0.408695652173913,0.28582866293034426,0.6875,0.2858585858585858,0.903829,0.0632074,0.425711,54,0.00994338,0.0684345,0.0589508,0.250333,87,0.00546037,0.278621
210,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5797101449275363,0.10408326661329059,0.125,0.09090909090909094,0.701792,0.080727,0.443774,93,0.00299374,0.827738,0.0361863,0.277885,78,0.00775588,0.388267
211,0.13131313131313127,0.15755208333333337,0.3271028037383178,0.19710144927536233,0.5898051774753136,0.63125,0.19191919191919193,0.979504,0.0308257,0.125895,17,0.00611088,0.784927,0.0448035,0.0282261,43,0.00994146,0.219293
212,0.09090909090909094,0.08723958333333337,0.32242990654205606,0.2840579710144927,0.36015479049906596,0.575,0.17878787878787883,0.983647,0.0133728,0.400702,73,0.00806271,0.285916,0.0724549,0.165532,73,0.00099707,0.0378332
213,0.4191919191919192,0.45052083333333337,0.4252336448598131,0.4608695652173913,0.7116359754470243,0.675,0.304040404040404,0.872549,0.0502124,0.362361,3,0.0071263,0.0822933,0.0450182,0.384781,8,0.00115388,0.175925
214,0.2525252525252525,0.26692708333333337,0.4158878504672897,0.32173913043478264,0.09540966106218307,0.55,0.08989898989898992,0.960559,0.0700777,0.468941,30,0.00622937,0.078473,0.0190067,0.102927,69,0.00857106,0.200964
215,0.398989898989899,0.38151041666666663,0.4439252336448598,0.4231884057971015,0.7008273285294903,0.125,0.28080808080808084,0.880431,0.0347146,0.43653,13,0.00734567,0.745423,0.0994269,0.41335,73,0.00409168,0.380782
216,0.7626262626262627,0.38541666666666663,0.3551401869158879,0.5101449275362319,0.3957832933013077,0.125,0.09090909090909094,0.7715,0.0846672,0.146174,84,0.00756914,0.90548,0.0719864,0.199602,34,0.00477296,0.104983
217,0.7626262626262627,0.5716145833333333,0.47663551401869164,0.5159420289855072,0.6549239391513211,0.125,0.09090909090909094,0.764625,0.0201532,0.256434,96,0.00374581,0.101924,0.0581904,0.181968,29,0.00358725,0.164254
218,0.7626262626262627,0.39322916666666663,0.3551401869158879,0.5159420289855072,0.6609287429943955,0.125,0.09090909090909094,0.796999,0.0681323,0.21844,73,0.00324774,0.121799,0.0899676,0.414332,4,0.00373049,0.16072
219,0.3484848484848485,0.26302083333333337,0.42056074766355145,0.3971014492753623,0.7353883106485188,0.63125,0.2676767676767676,0.914276,0.0492917,0.325685,8,0.00674858,0.534497,0.0377242,0.416845,21,0.00997546,0.0572497
220,0.7626262626262627,0.5755208333333333,0.3551401869158879,0.518840579710145,0.10408326661329059,0.125,0.09090909090909094,0.766554,0.0668444,0.479295,66,0.00125971,0.108105,0.0567574,0.327771,7,0.00852374,0.133354
221,0.7626262626262627,0.56640625,0.3551401869158879,0.4608695652173913,0.7125700560448358,0.125,0.09090909090909094,0.781227,0.0452655,0.21951,35,0.00510755,0.510765,0.0577981,0.343079,97,0.00891078,0.15174
222,0.7626262626262627,0.42057291666666663,0.47663551401869164,0.45797101449275357,0.4695756605284227,0.125,0.09090909090909094,0.79675,0.0739765,0.187413,82,0.00339981,0.222751,0.0724824,0.10536,33,0.00762204,0.191075
223,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5072463768115942,0.10408326661329059,0.125,0.09090909090909094,0.707473,0.0994511,0.064544,26,0.00470788,0.812998,0.0755283,0.141914,19,0.00719454,0.252807
224,0.7626262626262627,0.32161458333333337,0.4532710280373832,0.45507246376811594,0.7137710168134508,0.125,0.09090909090909094,0.808816,0.0453972,0.486242,43,0.00907092,0.0119679,0.0619321,0.213265,7,0.00308384,0.0694325
225,0.28787878787878785,0.32682291666666663,0.4439252336448598,0.32173913043478264,0.2860955431011476,0.74375,0.2838383838383839,0.88864,0.0642102,0.438777,74,0.0081907,0.491234,0.0138194,0.23665,92,0.00282217,0.27244
226,0.15656565656565657,0.20442708333333337,0.36448598130841126,0.4782608695652174,0.6379770483053109,0.625,0.22323232323232323,0.968066,0.0376851,0.254529,69,0.00612497,0.823942,0.0151787,0.306068,15,0.00192042,0.322131
227,0.3232323232323232,0.23958333333333337,0.397196261682243,0.327536231884058,0.4568988524152655,0.6375,0.23333333333333328,0.927648,0.0103932,0.0769853,21,0.000136246,0.475998,0.0674681,0.0669862,53,0.00170794,0.0605332
228,0.3535353535353535,0.26432291666666663,0.48130841121495327,0.45797101449275357,0.7380571123565519,0.69375,0.30101010101010106,0.885574,0.0436775,0.374168,80,0.00704246,0.573862,0.0399052,0.393275,36,0.00498215,0.270514
229,0.6161616161616161,0.31119791666666663,0.4672897196261683,0.4144927536231884,0.7056311716039498,0.125,0.28686868686868683,0.833483,0.0293111,0.417986,32,0.000710288,0.989041,0.055639,0.207861,52,0.00132499,0.397239
230,0.7626262626262627,0.30078125,0.4299065420560748,0.4434782608695652,0.20629837203095813,0.23124999999999996,0.24949494949494955,0.839593,0.0908994,0.233643,94,0.00215224,0.824948,0.0422251,0.289157,10,0.00974965,0.135039
231,0.7626262626262627,0.5169270833333333,0.4158878504672897,0.48115942028985503,0.600480384307446,0.125,0.09090909090909094,0.817882,0.0120953,0.430584,25,0.00155243,0.636562,0.0667814,0.429572,73,0.00835146,0.181361
232,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5797101449275363,0.10408326661329059,0.125,0.09090909090909094,0.709374,0.0644294,0.494104,48,0.00809091,0.706289,0.0982093,0.217583,38,0.00770363,0.289423
233,0.21717171717171713,0.24088541666666663,0.2757009345794392,0.23478260869565215,0.46357085668534825,0.68125,0.2535353535353535,0.924576,0.0217133,0.340914,96,0.00742695,0.845292,0.0462905,0.400588,48,0.00404336,0.111802
234,0.0757575757575758,0.23307291666666663,0.383177570093458,0.35072463768115947,0.1132906325060048,0.34375,0.014141414141414121,0.992079,0.0789505,0.290386,41,0.00578125,0.263546,0.0736596,0.337661,43,0.00877605,0.156417
235,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.46376811594202894,0.10408326661329059,0.125,0.09090909090909094,0.751199,0.0591742,0.183349,25,0.00900575,0.890296,0.0241013,0.244242,62,0.00602396,0.248266
236,0.7626262626262627,0.6510416666666667,0.3551401869158879,0.5797101449275363,0.10408326661329059,0.125,0.09090909090909094,0.7325,0.0179691,0.27381,51,0.000410308,0.234087,0.0793647,0.426691,3,0.00633351,0.325753
